team_name,team_id,head_coach,seasons_coached,wins,losses,ties,wl_per
Skidmore Thoroughbreds,642,Patrick Hart,2,9,21,0,0.3
Skidmore Thoroughbreds,642,George Harris,3,16,20,0,0.444
Skidmore Thoroughbreds,642,Joe Martin,4,13,27,0,0.325
Southern N.H. Penmen,468,Paul Calkins,34,168,259,0,0.393
Southern N.H. Penmen,468,Doug Maynard,8,36,38,0,0.486
Southern N.H. Penmen,468,Tim Crutchfield,3,7,25,0,0.219
Southern N.H. Penmen,468,Andy Perry,2,2,14,0,0.125
Southern Va. Knights,30164,Jason Lamb,8,56,70,0,0.444
Southern Va. Knights,30164,Stephen Macurdy,2,1,24,0,0.04
Southwestern (TX) Pirates,8746,Bill Bowman,11,85,75,0,0.531
Southwestern (TX) Pirates,8746,Joe Ernst,2,8,20,0,0.286
Spalding Golden Eagles,23260,Kurt Ohlen,0,0,0,0,NA
Springfield Pride,673,Keith Bugbee,39,409,210,0,0.661
Springfield Pride,673,Vern Cox,4,12,19,1,0.391
Springfield Pride,673,Jim Anderson,8,50,57,0,0.467
Springfield Pride,673,Leo Neter,5,30,12,0,0.714
Springfield Pride,673,N. Phillips,1,2,5,0,0.286
Springfield Pride,673,Larry Giusti,2,19,8,0,0.704
Springfield Pride,673,B. Monroe,1,4,5,0,0.444
Springfield Pride,673,C. Bohlinger,1,1,6,0,0.143
Springfield Pride,673,Russ Mooney,1,8,6,0,0.571
Springfield Pride,673,Dennis Kayser,2,4,18,0,0.182
Springfield Pride,673,F. Mohler,4,12,17,2,0.419
Springfield Pride,673,Grant Koch,1,3,4,0,0.429
Springfield Pride,673,R. Mortenson,1,3,1,0,0.75
St. Bonaventure Bonnies,596,Randy Mearns,4,16,28,0,0.364
St. John Fisher Cardinals,601,John C. Johnson,12,132,69,0,0.657
St. John Fisher Cardinals,601,Craig Camp,4,15,35,0,0.3
St. John Fisher Cardinals,601,Dave Dobbins,5,60,18,0,0.769
St. John's (NY) Red Storm,603,Jason Miller,16,67,145,0,0.316
St. John's (NY) Red Storm,603,Rick Sowell,2,6,20,0,0.231
St. John's (NY) Red Storm,603,Bill Miltenberg,15,103,100,0,0.507
St. Joseph's (L.I.) Golden Eagles,1340,Thomas Rotanz,6,32,35,0,0.478
St. Joseph's (L.I.) Golden Eagles,1340,Tim Tuttle,0,0,0,0,NA
St. Lawrence Saints,607,Mike Mahoney,25,267,113,0,0.703
St. Mary's (MD) Seahawks,611,Jason Childs,7,42,60,0,0.412
St. Mary's (MD) Seahawks,611,Jayme Block,7,65,47,0,0.58
St. Mary's (MD) Seahawks,611,Chris Hasbrouck,7,58,53,0,0.523
St. Mary's (MD) Seahawks,611,Carl Schulteis,3,13,25,0,0.342
St. Mary's (MD) Seahawks,611,Jason Hurley,12,105,61,0,0.633
St. Mary's (MD) Seahawks,611,Gavin Kerr,3,15,24,0,0.385
St. Mary's (MD) Seahawks,611,Bill Winslow,2,6,19,0,0.24
St. Mary's (MD) Seahawks,611,John Sothoron,6,53,28,0,0.654
St. Mary's (MD) Seahawks,611,Mike Loughran,1,4,5,0,0.444
St. Mary's (MD) Seahawks,611,Karl Volland,1,9,6,0,0.6
St. Thomas Aquinas Spartans,1348,John Carrozza,4,16,40,0,0.286
St. Thomas Aquinas Spartans,1348,Larry Ayers,3,4,22,0,0.154
SUNY Brockport Golden Eagles,78,Ben Wineburg,22,126,156,0,0.447
SUNY Brockport Golden Eagles,78,Colin Cornaire,0,0,0,0,NA
SUNY Canton Kangaroos (Roos),30165,Pat Harrington,11,62,73,0,0.459
Cobleskill St. Fighting Tigers,30083,Ryan Gunzinger,11,39,113,0,0.257
Cobleskill St. Fighting Tigers,30083,Chris Mango,2,0,8,0,0
Cobleskill St. Fighting Tigers,30083,Greg Valachovic,1,3,7,0,0.3
SUNY Cortland Red Dragons,168,Steve Beville,16,242,60,0,0.801
SUNY Cortland Red Dragons,168,Jack MacPhee,5,14,18,1,0.439
SUNY Cortland Red Dragons,168,Al Pisano,5,45,12,2,0.78
SUNY Cortland Red Dragons,168,Chuck Winters,11,94,55,0,0.631
SUNY Cortland Red Dragons,168,Lelan Rogers,5,76,17,0,0.817
SUNY Cortland Red Dragons,168,Bob Duncan,1,5,5,0,0.5
SUNY Cortland Red Dragons,168,W.P. Ashbrook,3,4,12,0,0.25
SUNY Cortland Red Dragons,168,John Donati,1,1,7,0,0.125
SUNY Cortland Red Dragons,168,William Tomik,7,31,29,1,0.516
SUNY Cortland Red Dragons,168,Jack Emmer,3,32,6,0,0.842
SUNY Cortland Red Dragons,168,Jerry Casciani,7,60,42,0,0.588
SUNY Cortland Red Dragons,168,Mike Pounds,9,63,61,0,0.508
SUNY Cortland Red Dragons,168,James Baley,3,6,20,0,0.231
SUNY Cortland Red Dragons,168,Bruce Allison,1,3,5,0,0.375
SUNY Cortland Red Dragons,168,Rich Barnes,1,18,3,0,0.857
SUNY Cortland Red Dragons,168,Rick Young,1,7,8,0,0.467
SUNY Delhi Broncos,30225,Sam Miller,6,34,36,0,0.486
SUNY Geneseo Knights,247,Jim Lyons,16,139,91,0,0.604
SUNY Geneseo Knights,247,Paul Rose,10,83,44,0,0.654
SUNY Geneseo Knights,247,Tony Diange,9,51,58,0,0.468
SUNY Geneseo Knights,247,Dan McKee,4,13,34,0,0.277
SUNY Geneseo Knights,247,Nick Fiorentino,5,34,28,0,0.548
SUNY Geneseo Knights,247,Tom LaPuma,2,10,10,0,0.5
SUNY Geneseo Knights,247,Jeff Brown,5,25,37,0,0.403
SUNY Geneseo Knights,247,Rob Randall,1,2,12,0,0.143
SUNY Geneseo Knights,247,Jeff McKee,1,6,6,0,0.5
SUNY Geneseo Knights,247,John Hoey,1,1,7,0,0.125
SUNY Geneseo Knights,247,Drew Bezek,1,9,8,0,0.529
SUNY Morrisville Mustangs,30067,Jason Longo,13,127,64,0,0.665
SUNY Morrisville Mustangs,30067,Pat Yannarelli,1,1,11,0,0.083
SUNY New Paltz Hawks,475,Dwayne Stewart,3,5,20,0,0.2
SUNY New Paltz Hawks,475,Dylan Neisler,0,0,0,0,NA
SUNY Oneonta Red Dragons,526,Dan Mahar,10,51,98,0,0.342
SUNY Oneonta Red Dragons,526,Stewart Moan,6,61,43,0,0.587
SUNY Oneonta Red Dragons,526,Corky Lynch,13,44,115,0,0.277
SUNY Oneonta Red Dragons,526,Jim Nagle,7,65,39,0,0.625
SUNY Oneonta Red Dragons,526,Joe Alberici,1,8,6,0,0.571
SUNY Oneonta Red Dragons,526,Peter Owens,5,22,35,0,0.386
Oswego St. Lakers,530,Drew Bezek,7,40,44,0,0.476
Oswego St. Lakers,530,Dan Witmer,28,183,218,0,0.456
Oswego St. Lakers,530,Ryan Martin,4,27,32,0,0.458
Oswego St. Lakers,530,John Spring,6,53,38,0,0.582
Oswego St. Lakers,530,Ray Cook,1,11,8,0,0.579
Oswego St. Lakers,530,Andrew Daly,0,0,0,0,NA
Oswego St. Lakers,530,Sean Eccles,1,8,6,0,0.571
Oswego St. Lakers,530,David See,1,2,9,0,0.182
SUNY Potsdam Bears,552,Rick Berkman,28,177,201,0,0.468
SUNY Potsdam Bears,552,Jim Berkman,1,9,5,0,0.643
SUNY Potsdam Bears,552,Mike Pounds,2,15,16,0,0.484
SUNY Potsdam Bears,552,Jim Lyons,4,19,40,0,0.322
SUNY Maritime Privateers,478,Daniel Lawrence,9,51,85,0,0.375
SUNY Maritime Privateers,478,Russell Ketcham,5,33,35,0,0.485
SUNY Maritime Privateers,478,Kelly Curtin,2,7,17,0,0.292
SUNY Maritime Privateers,478,Justin Manjares,4,37,15,0,0.712
SUNY Poly Wildcats,9500,Brent Dodge,5,20,52,0,0.278
SUNY Poly Wildcats,9500,Brandon Misiaszek,6,40,32,0,0.556
SUNY Poly Wildcats,9500,Mark Murphy,1,0,6,0,0
Stevens Ducks,679,Gene Peluso,13,165,62,0,0.727
Stevens Ducks,679,John C. Sim,23,127,49,4,0.717
Stevens Ducks,679,"Irvin ""Buzz"" Seymour",19,94,89,5,0.513
Stevens Ducks,679,Frank Rotunda,21,89,148,1,0.376
Stevens Ducks,679,Byron Collins,11,118,59,0,0.667
Stevens Ducks,679,Collins,1,2,7,0,0.222
Stevens Ducks,679,Carroll,3,11,17,1,0.397
Stevens Ducks,679,Doyle,2,1,14,0,0.067
Stevens Ducks,679,O'Dougherty,1,1,6,0,0.143
Stevens Ducks,679,Keppler,3,12,10,0,0.545
Stevens Ducks,679,Harris,1,1,8,0,0.111
Stevens Ducks,679,Dean Witty,8,37,64,0,0.366
Stevens Ducks,679,Andy Byrne,3,6,15,1,0.295
Stevens Ducks,679,Albert Brisotti,3,6,7,2,0.467
Stevens Ducks,679,Mahon,1,4,5,0,0.444
Stevens Ducks,679,B. Davis,4,19,16,1,0.542
Stevens Ducks,679,W. Parks,1,4,2,1,0.643
Stevens Ducks,679,T. Kirk,2,8,10,1,0.447
Stevenson Mustangs,21852,Paul Cantabene,18,249,82,0,0.752
Stevenson Mustangs,21852,Scott Linzey,4,21,37,0,0.362
Stevenson Mustangs,21852,Skeet Chadwick,5,38,30,0,0.559
Stevenson Mustangs,21852,Haswell Franklin,1,3,7,0,0.3
Stockton Ospreys,681,Kevin Zulauf,13,140,70,0,0.667
Stockton Ospreys,681,Dick Rizk,18,139,116,0,0.545
Stockton Ospreys,681,Rich Farr,4,17,30,0,0.362
Stockton Ospreys,681,Larry Durnick,1,5,5,0,0.5
Stony Brook Seawolves,683,Jim Nagle,8,68,59,0,0.535
Stony Brook Seawolves,683,Lars Tiffany,2,18,13,0,0.581
Stony Brook Seawolves,683,Rick Sowell,5,47,26,0,0.644
Stony Brook Seawolves,683,John Ziegler,3,30,10,0,0.75
Stony Brook Seawolves,683,Bruce Casagrande,2,13,13,0,0.5
Stony Brook Seawolves,683,John Espey,17,116,120,0,0.492
Stony Brook Seawolves,683,Anthony Gilardi,3,22,13,0,0.629
Susquehanna River Hawks,685,Stewart Moan,15,129,113,0,0.533
Susquehanna River Hawks,685,Gordon Galloway,2,14,17,0,0.452
Susquehanna River Hawks,685,Ron Miller,4,17,34,0,0.333
Susquehanna River Hawks,685,Ryan Gast,1,3,11,0,0.214
Susquehanna River Hawks,685,Scott Rynne,1,1,12,0,0.077
Swarthmore Garnet,686,Pat Gress,26,150,220,0,0.405
Swarthmore Garnet,686,Avery Blake,29,180,107,2,0.626
Swarthmore Garnet,686,Brooke Cottman,18,86,100,2,0.463
Swarthmore Garnet,686,L.A. Whitehead,4,18,18,2,0.5
Swarthmore Garnet,686,W.S. Lewis,3,7,18,0,0.28
Swarthmore Garnet,686,W. Farley,2,4,8,2,0.357
Swarthmore Garnet,686,H.S. Page,1,4,7,0,0.364
Swarthmore Garnet,686,James Noyes,10,73,57,0,0.562
Swarthmore Garnet,686,F.H. Jackson,1,4,4,0,0.5
Swarthmore Garnet,686,Fran Meagher,4,17,39,0,0.304
Swarthmore Garnet,686,T. Strobahr,4,12,23,0,0.343
Swarthmore Garnet,686,Charles Powell,4,26,7,1,0.779
Swarthmore Garnet,686,E. Leroy Mercer,2,7,10,0,0.412
Swarthmore Garnet,686,E. LaLonde,1,4,5,0,0.444
Swarthmore Garnet,686,Zack Colburn,2,6,24,0,0.2
Swarthmore Garnet,686,R.B. Owings,1,4,4,0,0.5
Swarthmore Garnet,686,Grimes,4,16,17,0,0.485
Swarthmore Garnet,686,Bert Davis,3,24,6,0,0.8
Swarthmore Garnet,686,Dave Roop,2,11,13,0,0.458
Swarthmore Garnet,686,G.E. Benjamin,1,3,6,0,0.333
Syracuse Orange,688,John Desko,23,265,92,0,0.742
Syracuse Orange,688,Roy Simmons Sr.,37,253,130,1,0.66
Syracuse Orange,688,Roy Simmons Jr.,28,287,96,0,0.749
Syracuse Orange,688,Laurie Cox,14,116,40,15,0.722
Syracuse Orange,688,Gary Gait,1,4,10,0,0.286
Saint Rose Golden Knights,1347,Jim Morrissey,7,29,60,0,0.326
Saint Rose Golden Knights,1347,Tim Robbins,2,11,17,0,0.393
Saint Rose Golden Knights,1347,Mark Cornetti,1,2,12,0,0.143
Saint Rose Golden Knights,1347,Alex Williams,1,8,9,0,0.471
Wooster Fighting Scots,807,P.J. Kavanagh,7,50,49,0,0.505
Wooster Fighting Scots,807,"Robert ""Pat"" O'Brien",4,5,31,0,0.139
Wooster Fighting Scots,807,Jason Tarnow,9,72,51,0,0.585
Wooster Fighting Scots,807,Carl Festa,4,30,29,0,0.508
Wooster Fighting Scots,807,Tom LaMonica,1,3,3,0,0.5
Wooster Fighting Scots,807,Art Marangi,10,60,57,0,0.513
Wooster Fighting Scots,807,Jon Hind,5,34,39,0,0.466
Wooster Fighting Scots,807,John McKechnie,7,40,60,0,0.4
Wooster Fighting Scots,807,Jack Lengyel,3,10,11,0,0.476
Wooster Fighting Scots,807,Tim Clark,3,20,23,0,0.465
Wooster Fighting Scots,807,Jamie Thomas,1,3,6,0,0.333
Wooster Fighting Scots,807,Eric Seideman,0,0,0,0,NA
Wooster Fighting Scots,807,Dylan Neisler,1,6,10,0,0.375
Wooster Fighting Scots,807,Bryan Reinert,1,1,1,0,0.5
Ohio St. Buckeyes,518,Nick Myers,14,120,89,0,0.574
Ohio St. Buckeyes,518,Conrad Steele,7,41,37,0,0.526
Ohio St. Buckeyes,518,Joe Breschi,11,92,63,0,0.594
Ohio St. Buckeyes,518,Ed Baker,1,2,5,1,0.313
Ohio St. Buckeyes,518,Howard Knuttgen,6,28,40,1,0.413
Ohio St. Buckeyes,518,Fred Koval,5,38,34,0,0.528
Ohio St. Buckeyes,518,Paul Caldwell,4,21,29,0,0.42
Ohio St. Buckeyes,518,Al Bianco,5,34,35,0,0.493
Ohio St. Buckeyes,518,Jerry Bell,4,38,15,0,0.717
Ohio St. Buckeyes,518,Jack Corkery,1,2,8,1,0.227
Ohio St. Buckeyes,518,Paul Hartman,6,57,35,2,0.617
Ohio St. Buckeyes,518,Brion Salazar,4,22,36,0,0.379
Ohio St. Buckeyes,518,John Munson,2,18,12,0,0.6
Thiel Tomcats,707,Jeff Arneson,6,48,40,0,0.545
Thiel Tomcats,707,Shem Johnston-Bloom,1,2,12,0,0.143
Thiel Tomcats,707,TJ Bardsley,5,27,34,0,0.443
Thomas (ME) Terriers,2758,Marsh Gray,7,14,51,0,0.215
Thomas (ME) Terriers,2758,Tom Sheridan,7,25,45,0,0.357
Thomas (ME) Terriers,2758,Jacob Cohen,2,8,19,0,0.296
Thomas (ME) Terriers,2758,Kyle Fleischmann,2,9,21,0,0.3
Thomas (ME) Terriers,2758,Bill Scott,0,0,0,0,NA
Towson Tigers,711,Shawn Nadelen,11,96,73,0,0.568
Towson Tigers,711,Dick Szlasa,1,6,3,0,0.667
Towson Tigers,711,Carl Runk,31,262,161,0,0.619
Towson Tigers,711,Tony Seaman,13,99,93,0,0.516
Towson Tigers,711,Bob Melville,4,15,20,0,0.429
Towson Tigers,711,Billy Hooper,1,2,3,0,0.4
Towson Tigers,711,Ross H. Sachs,3,12,17,0,0.414
Transylvania Pioneers,28749,Terry Justice,9,93,45,0,0.674
Transylvania Pioneers,28749,Logan Otto,1,11,6,0,0.647
Trine Thunder,30037,Karl Zimmerman,8,48,52,0,0.48
Trine Thunder,30037,Vinnie Lang,4,32,25,0,0.561
Trine Thunder,30037,Bryan Poole,1,4,10,0,0.286
Trine Thunder,30037,Tom Duman,1,6,9,0,0.4
Trine Thunder,30037,Ryan Kuhn,1,9,5,0,0.643
Trinity (CT) Bantams,713,Michael Higgins,7,46,63,0,0.422
Trinity (CT) Bantams,713,Chet McPhee,18,79,83,0,0.488
Trinity (CT) Bantams,713,Brian Silcott,4,15,37,0,0.288
Trinity (CT) Bantams,713,James Finlay,5,40,35,0,0.533
Trinity (CT) Bantams,713,Mike Darr,23,145,139,0,0.511
Trinity (CT) Bantams,713,Jason Tarnow,5,24,30,0,0.444
Tufts Jumbos,717,Mike Daly,18,243,83,0,0.745
Tufts Jumbos,717,Casey D'Annolfo,6,82,14,0,0.854
Tusculum Pioneers,12830,Richard Carrington,8,48,54,0,0.471
Tusculum Pioneers,12830,Rodney Tapp,1,9,7,0,0.563
Air Force Falcons,721,Eric Seremet,9,73,63,0,0.537
Air Force Falcons,721,Bob Kelley,1,7,2,0,0.778
Air Force Falcons,721,Jim Keating,7,60,17,0,0.779
Air Force Falcons,721,Fred Acee,11,38,104,0,0.268
Air Force Falcons,721,Scott Petosa,4,48,13,0,0.787
Air Force Falcons,721,Mike Hittle,1,12,4,0,0.75
Air Force Falcons,721,Terry Leary,3,23,12,0,0.657
Air Force Falcons,721,Capt. Charles Stevens,4,38,15,0,0.717
Air Force Falcons,721,Bill Markham,3,23,8,0,0.742
Air Force Falcons,721,Tom Duggan,2,10,15,0,0.4
Air Force Falcons,721,Rich Long,1,12,1,0,0.923
Air Force Falcons,721,Dan Ulmer,2,21,9,0,0.7
Air Force Falcons,721,Bill Wilson,5,31,34,0,0.477
Air Force Falcons,721,Chris Cicere,3,26,20,0,0.565
Coast Guard Bears,722,Ray LaForte,8,67,43,0,0.609
Merchant Marine Mariners,724,Tom Gill,31,230,199,0,0.536
Merchant Marine Mariners,724,Dan Paccione,1,9,7,0,0.563
Army West Point Black Knights,725,Joe Alberici,17,148,104,0,0.587
Army West Point Black Knights,725,F. Morris Touchstone,29,215,73,4,0.743
Army West Point Black Knights,725,Jim Adams,12,98,28,1,0.776
Army West Point Black Knights,725,Al Pisano,7,48,31,0,0.608
Army West Point Black Knights,725,Jack Emmer,22,186,131,0,0.587
Army West Point Black Knights,725,Frank Grace,4,31,6,1,0.829
Army West Point Black Knights,725,Talbot Hunter,3,16,5,1,0.75
Army West Point Black Knights,725,Dick Edell,7,66,24,0,0.733
Army West Point Black Knights,725,Mr. O'Rourke,1,5,0,0,1
Army West Point Black Knights,725,M. Collins,1,6,1,0,0.857
Navy Midshipmen,726,Rick Sowell,8,54,56,0,0.491
Navy Midshipmen,726,"W.H. ""Dinty"" Moore",23,159,50,2,0.758
Navy Midshipmen,726,W.P. Bilderback,14,131,26,2,0.83
Navy Midshipmen,726,Dick Szlasa,10,85,44,0,0.659
Navy Midshipmen,726,Richie Meade,17,142,97,0,0.594
Navy Midshipmen,726,George Finlayson,25,140,25,10,0.829
Navy Midshipmen,726,Bryan Matthews,12,84,61,0,0.579
Navy Midshipmen,726,Breyer/Hudgins,3,9,5,0,0.643
Navy Midshipmen,726,Joe Amplo,3,18,11,0,0.621
Union (NY) Dutchmen,727,Paul Wehrum,13,138,74,0,0.651
Union (NY) Dutchmen,727,Bruce Allison,11,74,50,0,0.597
Union (NY) Dutchmen,727,Erv Chambliss,3,14,30,0,0.318
Union (NY) Dutchmen,727,Victor Starzenski,4,16,14,1,0.532
Union (NY) Dutchmen,727,Mike Toop,3,23,14,0,0.622
Union (NY) Dutchmen,727,Peter Brown,5,27,34,0,0.443
Union (NY) Dutchmen,727,Leslie Clifford,1,4,2,0,0.667
Union (NY) Dutchmen,727,Fran Meagher,6,27,57,0,0.321
Union (NY) Dutchmen,727,Chuck Priore,4,33,21,0,0.611
Union (NY) Dutchmen,727,George McCormack,4,24,31,0,0.436
Union (NY) Dutchmen,727,Scott Rynne,2,6,20,0,0.231
Union (NY) Dutchmen,727,Bill Reid,1,8,4,0,0.667
Union (NY) Dutchmen,727,Dennis Kayser,1,6,5,0,0.545
Union (NY) Dutchmen,727,Derek Witheford,3,27,7,0,0.794
Union (NY) Dutchmen,727,Kevin Morris (3),1,8,5,0,0.615
UAlbany Great Danes,14,Scott Marr,22,199,141,0,0.585
UAlbany Great Danes,14,Bob Ford,3,19,11,0,0.633
UAlbany Great Danes,14,Rick Flanders,1,3,10,0,0.231
UAlbany Great Danes,14,Chuck Priore,1,5,8,0,0.385
UAlbany Great Danes,14,Tom Fogarty,1,5,5,0,0.5
UAlbany Great Danes,14,Mark Wimmer,6,42,31,0,0.575
UAlbany Great Danes,14,Mike Motta,7,36,45,0,0.444
UAlbany Great Danes,14,Steve O'Shea,7,45,37,0,0.549
UAlbany Great Danes,14,Bill Muse,1,3,7,0,0.3
UAlbany Great Danes,14,Gary Campbell,1,7,6,0,0.538
UAlbany Great Danes,14,Steve Axman,1,6,5,0,0.545
UAlbany Great Danes,14,Dave Armstrong,2,10,13,0,0.435
Alabama Huntsville Chargers,10,Connor McGowan,5,25,32,0,0.439
Alabama Huntsville Chargers,10,Connor Doyle,2,16,15,0,0.516
Delaware Blue Hens,180,Bob Shillinglaw,39,310,303,0,0.506
Delaware Blue Hens,180,Milton Roberts,9,44,55,1,0.445
Delaware Blue Hens,180,Harry W. Rawstrom,2,6,11,0,0.353
Delaware Blue Hens,180,"Michael G. ""Mickey"" Heinecken",9,65,37,0,0.637
Delaware Blue Hens,180,Jim Grube,6,49,27,0,0.645
Delaware Blue Hens,180,Ed Maley,2,14,7,0,0.667
Delaware Blue Hens,180,Rocco J. Carzo,2,10,10,0,0.5
Delaware Blue Hens,180,Ben DeLuca,5,43,24,0,0.642
Delaware Blue Hens,180,Paul Billy,2,8,13,2,0.391
Denver Pioneers,183,Bill Tierney,13,157,54,0,0.744
Denver Pioneers,183,Jamie Munro,11,90,70,0,0.563
Detroit Mercy Titans,184,Chris Kolon,8,39,57,0,0.406
Detroit Mercy Titans,184,Matt Holtz,6,26,60,0,0.302
Dubuque Spartans,192,Kasey Burst,7,45,58,0,0.437
Dubuque Spartans,192,Tyler Simmons,2,2,22,0,0.083
Hartford Hawks,272,Peter Lawrence,11,59,106,0,0.358
Hartford Hawks,272,Bill Warder,1,2,12,0,0.143
Hartford Hawks,272,John Herbert,2,12,11,0,0.522
Hartford Hawks,272,Gus Mazzocca,3,9,24,0,0.273
Hartford Hawks,272,Jack McGetrick,11,87,74,0,0.54
Hartford Hawks,272,Ryan Martin,5,15,37,0,0.288
Hartford Hawks,272,Allan Wilson,5,14,32,0,0.304
Hartford Hawks,272,Rob Quinn,3,15,25,0,0.375
Hartford Hawks,272,Andy Towers,1,0,14,0,0
UIndy Greyhounds,309,Greg Stocks,7,67,30,0,0.691
Lynchburg Hornets,374,Steve Koudelka,26,322,138,0,0.7
Lynchburg Hornets,374,Mike Hyer,7,40,62,0,0.392
Lynchburg Hornets,374,Larry Hubbard,2,12,15,0,0.444
Lynchburg Hornets,374,Stewart Moan,7,67,40,0,0.626
Lynchburg Hornets,374,Brett Smith,1,4,11,0,0.267
Mary Washington Eagles,390,Kurt Glaeser,27,184,203,0,0.475
Mary Washington Eagles,390,Pete Ginnegar,3,13,30,0,0.302
Mary Washington Eagles,390,Andrew Delaney,6,36,51,0,0.414
UMBC Retrievers,391,Don Zimmerman,23,164,156,0,0.513
UMBC Retrievers,391,Dick Watts,23,178,148,0,0.546
UMBC Retrievers,391,Ryan Moran,6,36,36,0,0.5
UMBC Retrievers,391,Herb Moore,1,5,6,0,0.455
UMBC Retrievers,391,Del Langdon,2,15,6,0,0.714
"Maryland Terrapins, Terps",392,John Tillman,12,160,40,0,0.8
"Maryland Terrapins, Terps",392,Jack Faber,34,251,56,2,0.816
"Maryland Terrapins, Terps",392,Al Heagy,33,246,57,2,0.81
"Maryland Terrapins, Terps",392,John Howard,4,32,7,1,0.813
"Maryland Terrapins, Terps",392,Bud Beardmore,11,90,26,0,0.776
"Maryland Terrapins, Terps",392,Dave Cottle,9,99,45,0,0.688
"Maryland Terrapins, Terps",392,R.V. Truitt,4,22,8,1,0.726
"Maryland Terrapins, Terps",392,Dick Edell,18,171,76,0,0.692
"Maryland Terrapins, Terps",392,Dino Mattessich,3,26,15,0,0.634
UMass Boston Beacons,401,Tyler Low,12,91,97,0,0.484
UMass Boston Beacons,401,Myles Berry,20,152,131,0,0.537
UMass Boston Beacons,401,Rick Peterson,2,5,23,0,0.179
UMass Boston Beacons,401,Chris Harvey,3,10,25,0,0.286
UMass Boston Beacons,401,Mike Ryan,1,0,13,0,0
UMass Boston Beacons,401,Shawn Sullivan,1,1,13,0,0.071
UMass Boston Beacons,401,Matt Rowley,1,4,11,0,0.267
UMass Boston Beacons,401,Ron Cervasio,1,10,3,0,0.769
UMass Lowell River Hawks,368,Ed Stephenson,8,28,77,0,0.267
UMass Lowell River Hawks,368,Drew Kelleher,0,0,0,0,NA
Massachusetts Minutemen,400,Greg Cannella,28,233,161,0,0.591
Massachusetts Minutemen,400,Dick Garber,36,300,141,3,0.679
Massachusetts Minutemen,400,Alan Goodyear,1,2,3,0,0.4
Massachusetts Minutemen,400,Ted Garber,4,37,17,0,0.685
Michigan Wolverines,418,John Paul,6,23,61,0,0.274
Michigan Wolverines,418,Kevin Conry,5,26,35,0,0.426
Montevallo Falcons,1238,Jason Lange,5,37,31,0,0.544
Mount Olive Trojans,1245,Mike Murphy,10,103,46,0,0.691
Mount Olive Trojans,1245,Dylan Price,0,0,0,0,NA
Mount Union Purple Raiders,452,Brian Stewart,9,64,62,0,0.508
Mount Union Purple Raiders,452,P.J. Kavanagh,1,7,7,0,0.5
Mount Union Purple Raiders,452,Dominic Perella,0,0,0,0,NA
U New England Nor'easters,1255,Charlie Burch,10,78,76,0,0.506
U New England Nor'easters,1255,Bob Watson,2,3,20,0,0.13
U New England Nor'easters,1255,Jon Hunt,7,41,74,0,0.357
U New England Nor'easters,1255,Doug Biggs,4,2,42,0,0.045
U New England Nor'easters,1255,Mitch Dugan,3,8,27,0,0.229
North Carolina Tar Heels,457,Joe Breschi,14,145,71,0,0.671
North Carolina Tar Heels,457,Bill Darden,2,4,14,0,0.222
North Carolina Tar Heels,457,Jim Bischoff,2,7,11,1,0.395
North Carolina Tar Heels,457,Ron Miller,1,12,5,0,0.706
North Carolina Tar Heels,457,John Haus,8,58,52,0,0.527
North Carolina Tar Heels,457,Alan C. Moore,3,10,18,1,0.362
North Carolina Tar Heels,457,George Good,1,0,6,0,0
North Carolina Tar Heels,457,Fred Mueller,4,27,16,0,0.628
North Carolina Tar Heels,457,Willie Scroggs,12,120,37,0,0.764
North Carolina Tar Heels,457,Dave Klarmann,10,100,52,0,0.658
North Carolina Tar Heels,457,Paul Doty,5,37,24,0,0.607
North Carolina Tar Heels,457,Conrad Steele,3,9,13,0,0.409
Northwestern-St. Paul Eagles,30031,Jay Mayes,2,7,17,0,0.292
Northwestern-St. Paul Eagles,30031,Travis Sanders,4,27,14,0,0.659
Notre Dame Fighting Irish,513,Kevin Corrigan,34,321,157,0,0.672
Notre Dame Fighting Irish,513,Rich O'Leary,8,64,42,0,0.604
Penn Quakers,540,Mike Murphy,13,89,74,0,0.546
Penn Quakers,540,Ferris Thomsen,1,2,7,0,0.222
Penn Quakers,540,Avery Blake,10,66,46,1,0.588
Penn Quakers,540,Jim Adams,8,49,35,0,0.583
Penn Quakers,540,Brian Voelker,7,42,51,0,0.452
Penn Quakers,540,Charles E. Chapin,0,0,0,0,NA
Penn Quakers,540,Percy Belfield,2,5,18,0,0.217
Penn Quakers,540,W.H. Fries,3,10,21,0,0.323
Penn Quakers,540,S. Arthur Middleton,13,39,66,2,0.374
Penn Quakers,540,H.F. Price,0,0,0,0,NA
Penn Quakers,540,Robert Matthews,5,15,46,1,0.25
Penn Quakers,540,Clarence Goldsmith,0,0,0,0,NA
Penn Quakers,540,Tony Seaman,8,74,37,0,0.667
Penn Quakers,540,Coddy Winters,0,0,0,0,NA
Penn Quakers,540,Marc Van Arsdale,5,27,39,0,0.409
Penn Quakers,540,G.W. Mix,4,21,33,0,0.389
Penn Quakers,540,Terry Corcoran,2,10,18,0,0.357
Penn Quakers,540,Charlie Coker,5,19,36,0,0.345
Penn Quakers,540,Edward J. Powers,1,0,5,0,0
Penn Quakers,540,Matt Hogan,1,9,4,0,0.692
Richmond Spiders,575,Dan Chemotti,9,83,52,0,0.615
Saint Joseph (CT),8687,Andrew Fink,3,14,19,0,0.424
