team_name,team_id,season,head_coach,division,conference,wins,losses,ties,wl_per,notes
Adelphi Panthers,3,2023,Pat McCabe,2,NE10,0,0,0,0,NA
Adelphi Panthers,3,2022,Pat McCabe,2,NE10,18,3,0,0.857,NA
Adelphi Panthers,3,2021,Pat McCabe,2,NE10,9,4,0,0.692,NA
Adelphi Panthers,3,2020,Pat McCabe,2,NE10,3,1,0,0.75,NA
Adelphi Panthers,3,2019,Pat McCabe,2,NE10,19,3,0,0.864,NA
Adelphi Panthers,3,2018,Pat McCabe,2,NE10,19,3,0,0.864,NA
Adelphi Panthers,3,2017,Pat McCabe,2,NE10,21,1,0,0.955,NA
Adelphi Panthers,3,2016,Pat McCabe,2,NE10,21,1,0,0.955,NA
Adelphi Panthers,3,2015,Pat McCabe,2,NE10,21,1,0,0.955,NA
Adelphi Panthers,3,2014,Rob Grella,2,NE10,22,0,0,1,NA
Adelphi Panthers,3,2013,Rob Grella,2,NE10,18,3,0,0.857,NA
Adelphi Panthers,3,2012,Rob Grella,2,NE10,16,3,0,0.842,NA
Adelphi Panthers,3,2011,Joe Spallina,2,NE10,20,0,0,1,NA
Adelphi Panthers,3,2010,Joe Spallina,2,NE10,19,1,0,0.95,NA
Adelphi Panthers,3,2009,Joe Spallina,2,ECC,18,0,0,1,NA
Adelphi Panthers,3,2008,Joe Spallina,2,ECC,16,1,0,0.941,NA
Adelphi Panthers,3,2007,Jill Lessne,2,NA,13,2,0,0.867,NA
Adelphi Panthers,3,2006,Jill Lessne,2,ECC,16,1,0,0.941,NA
Adelphi Panthers,3,2005,Jill Lessne,2,NA,14,2,0,0.875,NA
Adelphi Panthers,3,2004,Jill Lessne,2,NA,13,1,0,0.929,NA
Adelphi Panthers,3,2003,Jill Lessne,2,NA,10,2,0,0.833,NA
Adelphi Panthers,3,2002,Jill Lessne,2,ECC,11,4,0,0.733,NA
Adelphi Panthers,3,2001,Jill Lessne,2,NA,4,6,0,0.4,NA
Adrian Bulldogs,4,2023,Kali Bills,3,Michigan Intercol. Ath. Assn.,0,0,0,0,NA
Adrian Bulldogs,4,2022,Kali Bills,3,Michigan Intercol. Ath. Assn.,4,12,0,0.25,NA
Adrian Bulldogs,4,2021,Brett Asher,3,Michigan Intercol. Ath. Assn.,3,11,0,0.214,NA
Adrian Bulldogs,4,2020,Brett Asher,3,Michigan Intercol. Ath. Assn.,2,2,0,0.5,NA
Adrian Bulldogs,4,2019,Brett Asher,3,Michigan Intercol. Ath. Assn.,8,7,0,0.533,NA
Adrian Bulldogs,4,2018,Elizabeth Szymanski,3,Michigan Intercol. Ath. Assn.,2,13,0,0.133,NA
Adrian Bulldogs,4,2017,Elizabeth Szymanski,3,Michigan Intercol. Ath. Assn.,5,9,0,0.357,NA
Adrian Bulldogs,4,2016,Elizabeth Szymanski,3,Michigan Intercol. Ath. Assn.,4,11,0,0.267,NA
Adrian Bulldogs,4,2015,Elizabeth Szymanski,3,Michigan Intercol. Ath. Assn.,0,12,0,0,NA
Adrian Bulldogs,4,2014,Melissa Nakasuji,3,Michigan Intercol. Ath. Assn.,12,6,0,0.667,NA
Adrian Bulldogs,4,2013,Cibulas Cibulas,3,Michigan Intercol. Ath. Assn.,17,3,0,0.85,NA
Adrian Bulldogs,4,2012,Cibulas Cibulas,3,MWLC,16,2,1,0.868,NA
Adrian Bulldogs,4,2011,John Sung,3,MWLC,16,5,0,0.762,NA
Adrian Bulldogs,4,2010,John Sung,3,NA,14,3,0,0.824,NA
Adrian Bulldogs,4,2009,John Sung,3,NA,10,4,0,0.714,NA
Adrian Bulldogs,4,2008,John Sung,3,NA,6,7,0,0.462,NA
Akron Zips,5,2023,Christy Mitchell,1,MAC,0,0,0,0,NA
Akron Zips,5,2022,Christy Mitchell,1,MAC,2,15,0,0.118,NA
Akron Zips,5,2021,Christy Mitchell,1,MAC,7,8,0,0.467,NA
Akron Zips,5,2020,Christy Mitchell,1,ASUN,0,7,0,0,NA
Alabama Huntsville Chargers,10,2023,Akasha Kaspar,2,Gulf South,0,0,0,0,
Alabama Huntsville Chargers,10,2022,Akasha Kaspar,2,Gulf South,11,6,0,0.647,
Alabama Huntsville Chargers,10,2021,Gail Wallach,2,Gulf South,12,3,0,0.8,
Alabama Huntsville Chargers,10,2020,Gail Wallach,2,Gulf South,5,2,0,0.714,
Alabama Huntsville Chargers,10,2019,Gail Wallach,2,Gulf South,16,3,0,0.842,
Alabama Huntsville Chargers,10,2018,Gail Wallach,2,Gulf South,13,5,0,0.722,
Alabama Huntsville Chargers,10,2017,Gail Wallach,2,Gulf South,14,5,0,0.737,
Alabama Huntsville Chargers,10,2016,Gail Wallach,2,Gulf South,14,4,0,0.778,First season as a varsity sport
Albertus Magnus Falcons,2798,2023,Danielle Pannone,3,Great Northeast,0,0,0,0,NA
Albertus Magnus Falcons,2798,2022,Danielle Pannone,3,Great Northeast,3,13,0,0.188,NA
Albertus Magnus Falcons,2798,2021,Joe Caruso,3,Great Northeast,0,0,0,0,NA
Albertus Magnus Falcons,2798,2020,Joe Caruso,3,Great Northeast,1,1,0,0.5,NA
Albertus Magnus Falcons,2798,2019,Joe Caruso,3,Great Northeast,6,11,0,0.353,NA
Albertus Magnus Falcons,2798,2018,Joe Caruso,3,Great Northeast,4,12,0,0.25,NA
Albertus Magnus Falcons,2798,2017,Joe Caruso,3,Great Northeast,4,9,0,0.308,NA
Albertus Magnus Falcons,2798,2016,Joe Caruso,3,Great Northeast,1,12,0,0.077,NA
Albertus Magnus Falcons,2798,2015,Joe Caruso,3,Great Northeast,1,14,0,0.067,NA
Albertus Magnus Falcons,2798,2014,Joe Caruso,3,Great Northeast,2,10,0,0.167,NA
Albion Britons,15,2023,Laurie Merian,3,Michigan Intercol. Ath. Assn.,0,0,0,0,NA
Albion Britons,15,2022,Laurie Merian,3,Michigan Intercol. Ath. Assn.,13,4,0,0.765,NA
Albion Britons,15,2021,Laurie Merian,3,Michigan Intercol. Ath. Assn.,10,5,0,0.667,NA
Albion Britons,15,2020,Laurie Merian,3,Michigan Intercol. Ath. Assn.,4,2,0,0.667,NA
Albion Britons,15,2019,Laurie Merian,3,Michigan Intercol. Ath. Assn.,14,5,0,0.737,NA
Albion Britons,15,2018,Shanta Loecker,3,Michigan Intercol. Ath. Assn.,11,5,0,0.688,NA
Albion Britons,15,2017,Shanta Loecker,3,Michigan Intercol. Ath. Assn.,5,10,0,0.333,NA
Albion Britons,15,2016,Shanta Loecker,3,Michigan Intercol. Ath. Assn.,10,7,0,0.588,NA
Albion Britons,15,2015,Shanta Loecker,3,Michigan Intercol. Ath. Assn.,15,3,0,0.833,NA
Albion Britons,15,2014,Shanta Loecker,3,Michigan Intercol. Ath. Assn.,8,8,0,0.5,NA
Albion Britons,15,2013,Shanta Loecker,3,Michigan Intercol. Ath. Assn.,5,9,0,0.357,NA
Albion Britons,15,2012,Jackie Rutkowski,3,MWLC,0,8,0,0,NA
Albion Britons,15,2011,Jackie Rutkowski,3,MWLC,4,7,0,0.364,NA
Albion Britons,15,2010,Jackie Rutkowski,3,NA,2,8,0,0.2,NA
Albright Lions,16,2023,Jen Willis,3,MAC Commonwealth,0,0,0,0,NA
Albright Lions,16,2022,Jen Willis,3,MAC Commonwealth,5,12,0,0.294,NA
Albright Lions,16,2021,Jen Willis,3,MAC Commonwealth,7,7,0,0.5,NA
Albright Lions,16,2020,Jen Willis,3,MAC Commonwealth,4,3,0,0.571,NA
Albright Lions,16,2019,Jen Willis,3,MAC Commonwealth,12,6,0,0.667,NA
Albright Lions,16,2018,Jen Willis,3,MAC Commonwealth,11,7,0,0.611,NA
Albright Lions,16,2017,Jen Willis,3,MAC Commonwealth,10,7,0,0.588,NA
Albright Lions,16,2016,Jen Willis,3,MAC Commonwealth,11,7,0,0.611,NA
Albright Lions,16,2015,Jen Willis,3,MAC Commonwealth,9,8,0,0.529,NA
Albright Lions,16,2014,Jen Willis,3,MAC Commonwealth,8,9,0,0.471,NA
Albright Lions,16,2013,Jen Willis,3,MAC Commonwealth,10,6,0,0.625,NA
Albright Lions,16,2012,Jen Willis,3,Middle Atlantic,4,13,0,0.235,NA
Alderson Broaddus Battlers,934,2023,Paxton Boyer,2,MEC,0,0,0,0,NA
Alderson Broaddus Battlers,934,2022,Paxton Boyer,2,MEC,NA,NA,NA,0,NA
Alderson Broaddus Battlers,934,2021,Paxton Boyer,2,G-MAC,4,7,0,0.364,NA
Alderson Broaddus Battlers,934,2020,Paxton Boyer,2,G-MAC,2,2,0,0.5,NA
Alderson Broaddus Battlers,934,2019,Angelique Rudy,2,G-MAC,1,14,0,0.067,NA
Alderson Broaddus Battlers,934,2018,Angelique Rudy,2,G-MAC,6,12,0,0.333,NA
Alderson Broaddus Battlers,934,2017,Angelique Rudy,2,G-MAC,9,5,0,0.643,NA
Alderson Broaddus Battlers,934,2016,Jennifer Guess,2,GLIAC,9,10,0,0.474,NA
Alderson Broaddus Battlers,934,2015,Jennifer Guess,2,GLIAC,0,13,0,0,NA
Alderson Broaddus Battlers,934,2014,Jennifer Guess,2,GLIAC,2,12,0,0.143,NA
Alderson Broaddus Battlers,934,2013,Brendan Hayes,2,GLIAC,0,13,0,0,NA
Alfred Saxons,18,2023,Julie Decker,3,Empire 8,0,0,0,0,NA
Alfred Saxons,18,2022,Johanna McCormick,3,Empire 8,3,11,0,0.214,NA
Alfred Saxons,18,2021,Rebecca Streeten,3,Empire 8,1,5,0,0.167,NA
Alfred Saxons,18,2020,Erin McGaffigan,3,Empire 8,0,2,0,0,NA
Alfred Saxons,18,2019,Erin McGaffigan,3,Empire 8,1,13,0,0.071,NA
Alfred Saxons,18,2018,Erin McGaffigan,3,Empire 8,NA,15,NA,0,NA
Alfred Saxons,18,2017,Erynn Anderson,3,Empire 8,3,12,0,0.2,NA
Alfred Saxons,18,2016,Erynn Anderson,3,Empire 8,4,13,0,0.235,NA
Alfred Saxons,18,2015,Erynn Anderson,3,Empire 8,2,11,0,0.154,NA
Alfred Saxons,18,2014,Samantha Patton (Valder),3,Empire 8,1,11,0,0.083,NA
Alfred Saxons,18,2013,Samantha Patton (Valder),3,Empire 8,5,7,0,0.417,NA
Alfred Saxons,18,2012,Samantha Patton (Valder),3,Empire 8,4,10,0,0.286,NA
Alfred Saxons,18,2011,Samantha Patton (Valder),3,Empire 8,1,11,0,0.083,NA
Alfred Saxons,18,2010,Samantha Patton (Valder),3,Empire 8,7,8,0,0.467,NA
Alfred Saxons,18,2009,Samantha Patton (Valder),3,Empire 8,4,7,0,0.364,NA
Alfred Saxons,18,2008,Samantha Patton (Valder),3,Empire 8,2,11,0,0.154,NA
Alfred Saxons,18,2007,Samantha Patton (Valder),3,Empire 8,1,10,0,0.091,NA
Alfred Saxons,18,2006,Samantha Patton (Valder),3,Empire 8,NA,NA,NA,NA,NA
Alfred Saxons,18,2005,Kathleen Nepp,3,Empire 8,0,7,0,0,NA
Alfred Saxons,18,2004,Kathleen Nepp,3,Empire 8,3,10,0,0.231,NA
Alfred Saxons,18,2003,,3,Empire 8,NA,NA,NA,NA,NA
Alfred Saxons,18,2002,,3,Empire 8,7,9,0,0.438,NA
Alfred Saxons,18,2001,,3,NA,NA,NA,NA,NA,NA
Alfred Saxons,18,2000,,3,NA,NA,NA,NA,NA,NA
Alfred Saxons,18,1999,,3,NA,NA,NA,NA,NA,NA
Alfred Saxons,18,1998,,3,NA,NA,NA,NA,NA,NA
Alfred Saxons,18,1997,,3,NA,NA,NA,NA,NA,NA
Alfred Saxons,18,1996,Eleanor Shriver Magee,3,NA,5,7,0,0.417,NA
Alfred Saxons,18,1995,Eleanor Shriver Magee,3,NA,0,8,1,0.056,NA
Allegheny Gators,19,2023,Patty Pehnke,3,NCAC,0,0,0,0,NA
Allegheny Gators,19,2022,Patty Pehnke,3,NCAC,10,5,0,0.667,NA
Allegheny Gators,19,2021,Ashley Hughes,3,NCAC,4,5,0,0.444,NA
Allegheny Gators,19,2020,Ashley Hughes,3,NCAC,3,1,0,0.75,NA
Allegheny Gators,19,2019,Ashley Hughes,3,NCAC,6,11,0,0.353,NA
Allegheny Gators,19,2018,Ashley Hughes,3,NCAC,9,8,0,0.529,NA
Allegheny Gators,19,2017,Ashley Hughes,3,NCAC,9,6,0,0.6,NA
Allegheny Gators,19,2016,Ashley Hughes,3,NCAC,9,9,0,0.5,NA
Allegheny Gators,19,2015,Ashley Hughes,3,NCAC,6,10,0,0.375,NA
Allegheny Gators,19,2014,Ashley Hughes,3,NCAC,15,2,0,0.882,NA
Allegheny Gators,19,2013,Stephanie Janice,3,NCAC,10,5,0,0.667,NA
Allegheny Gators,19,2012,Stephanie Janice,3,NCAC,9,9,0,0.5,NA
Allegheny Gators,19,2011,Stephanie Janice,3,NCAC,12,6,0,0.667,NA
Allegheny Gators,19,2010,Paula Habel,3,NCAC,7,7,0,0.5,NA
Allegheny Gators,19,2009,Paula Habel,3,NCAC,5,10,0,0.333,NA
Allegheny Gators,19,2008,Paula Habel,3,NCAC,6,9,0,0.4,NA
Allegheny Gators,19,2007,Lynn Zlotkowski,3,NCAC,4,9,0,0.308,NA
Allegheny Gators,19,2006,Lynn Zlotkowski,3,NCAC,9,7,0,0.563,NA
Allegheny Gators,19,2005,Paul Bonus,3,NCAC,8,6,0,0.571,NA
Allegheny Gators,19,2004,Paul Bonus,3,NCAC,8,6,0,0.571,NA
Allegheny Gators,19,2003,Paul Bonus,3,NCAC,4,9,0,0.308,NA
Allegheny Gators,19,2002,Stephanie Ridolfi,3,NCAC,5,9,0,0.357,NA
Allegheny Gators,19,2001,Stephanie Ridolfi,3,NA,3,9,0,0.25,NA
Allegheny Gators,19,2000,,3,NA,5,8,0,0.385,NA
Allegheny Gators,19,1999,,3,NA,4,9,0,0.308,NA
Allegheny Gators,19,1998,,3,NA,2,12,0,0.143,NA
Allegheny Gators,19,1997,,3,NA,6,10,0,0.375,NA
Allegheny Gators,19,1996,,3,NA,4,10,0,0.286,NA
Allegheny Gators,19,1995,,3,NA,4,10,0,0.286,NA
Allegheny Gators,19,1994,,3,NA,2,10,0,0.167,NA
Alliance Lady Warriors,1277,2023,Douglas Walker,2,CACC,0,0,0,0,NA
Alliance Lady Warriors,1277,2022,Douglas Walker,2,CACC,0,10,0,0,NA
Alliance Lady Warriors,1277,2021,Emily Sigmon,2,CACC,0,4,0,0,NA
Alliance Lady Warriors,1277,2020,Lauren Lebo,2,CACC,1,1,0,0.5,NA
Alliance Lady Warriors,1277,2019,Lauren Lebo,2,CACC,5,12,0,0.294,NA
Alliance Lady Warriors,1277,2018,Lauren Lebo,2,CACC,3,12,0,0.2,NA
Alliance Lady Warriors,1277,2017,Anne Dietrich-Reis,2,CACC,2,14,0,0.125,NA
Alliance Lady Warriors,1277,2016,Anne Dietrich-Reis,2,CACC,5,11,0,0.313,NA
Alliance Lady Warriors,1277,2015,Anne Dietrich-Reis,2,CACC,5,12,0,0.294,NA
Alliance Lady Warriors,1277,2014,Anne Dietrich-Reis,2,CACC,3,14,0,0.176,NA
Alliance Lady Warriors,1277,2013,Anne Dietrich-Reis,2,CACC,0,13,0,0,NA
Alma Scots,21,2023,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,0,0,0,0,NA
Alma Scots,21,2022,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,10,6,0,0.625,NA
Alma Scots,21,2021,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,1,9,0,0.1,NA
Alma Scots,21,2020,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,2,2,0,0.5,NA
Alma Scots,21,2019,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,4,10,0,0.286,NA
Alma Scots,21,2018,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,5,8,0,0.385,NA
Alma Scots,21,2017,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,8,8,0,0.5,NA
Alma Scots,21,2016,Ashley Johnson,3,Michigan Intercol. Ath. Assn.,6,8,0,0.429,NA
Alma Scots,21,2015,Christie Havrilla,3,Michigan Intercol. Ath. Assn.,5,11,0,0.313,NA
Alma Scots,21,2014,Laurie Merian,3,Michigan Intercol. Ath. Assn.,13,6,0,0.684,NA
Alma Scots,21,2013,Laurie Merian,3,Michigan Intercol. Ath. Assn.,15,3,0,0.833,NA
Alma Scots,21,2012,Laurie Merian,3,NA,7,8,0,0.467,NA
Alvernia Golden Wolves,938,2023,Megan Corrigan,3,MAC Commonwealth,0,0,0,0,NA
Alvernia Golden Wolves,938,2022,Megan Corrigan,3,MAC Commonwealth,8,9,0,0.471,NA
Alvernia Golden Wolves,938,2021,Megan Corrigan,3,MAC Commonwealth,4,10,0,0.286,NA
Alvernia Golden Wolves,938,2020,Megan Corrigan,3,MAC Commonwealth,2,3,0,0.4,NA
Alvernia Golden Wolves,938,2019,Megan Corrigan,3,MAC Commonwealth,4,12,0,0.25,NA
Alvernia Golden Wolves,938,2018,Kelly McCloskey,3,MAC Commonwealth,NA,14,NA,0,NA
Alvernia Golden Wolves,938,2017,Kelly McCloskey,3,MAC Commonwealth,6,9,0,0.4,NA
Alvernia Golden Wolves,938,2016,Kelly McCloskey,3,MAC Commonwealth,6,9,0,0.4,NA
Alvernia Golden Wolves,938,2015,Kelly McCloskey,3,MAC Commonwealth,7,8,0,0.467,NA
Alvernia Golden Wolves,938,2014,Kelly McCloskey,3,MAC Commonwealth,9,9,0,0.5,NA
Alvernia Golden Wolves,938,2013,Kelly McCloskey,3,MAC Commonwealth,6,9,1,0.406,NA
Alvernia Golden Wolves,938,2012,Kelly McCloskey,3,Middle Atlantic,12,8,0,0.6,NA
Alvernia Golden Wolves,938,2011,Kelly McCloskey,3,Middle Atlantic,11,8,0,0.579,NA
Alvernia Golden Wolves,938,2010,Kelly McCloskey,3,Middle Atlantic,12,6,0,0.667,NA
Alvernia Golden Wolves,938,2009,Kelly McCloskey,3,Middle Atlantic,5,9,0,0.357,NA
Alvernia Golden Wolves,938,2008,Kelly McCloskey,3,CSAC,2,13,0,0.133,NA
Alvernia Golden Wolves,938,2007,Kelly McCloskey,3,CSAC,6,5,0,0.545,NA
Alvernia Golden Wolves,938,2006,Kelly McCloskey,3,CSAC,8,6,0,0.571,NA
Alvernia Golden Wolves,938,2005,Lynne Elphick (Nester),3,CSAC,6,8,0,0.429,NA
Alvernia Golden Wolves,938,2004,Jennifer Gossert,3,CSAC,6,9,0,0.4,NA
Alvernia Golden Wolves,938,2003,Jennifer Gossert,3,CSAC,2,12,0,0.143,NA
Alvernia Golden Wolves,938,2002,Jennifer Gossert,3,CSAC,1,9,0,0.1,NA
Alvernia Golden Wolves,938,2001,Dana Blankenbiller,3,NA,1,9,0,0.1,NA
American Eagles,23,2023,Lindsay Teeters,1,Patriot,0,0,0,0,NA
American Eagles,23,2022,Lindsay Teeters,1,Patriot,9,9,0,0.5,NA
American Eagles,23,2021,Lindsay Teeters,1,Patriot,1,7,0,0.125,NA
American Eagles,23,2020,Maureen Breslin,1,Patriot,7,0,0,1,NA
American Eagles,23,2019,Jenna Petrucelli,1,Patriot,7,10,0,0.412,NA
American Eagles,23,2018,Emma Wallace,1,Patriot,3,14,0,0.176,NA
American Eagles,23,2017,Emma Wallace,1,Patriot,3,13,0,0.188,NA
American Eagles,23,2016,Emma Wallace,1,Patriot,5,12,0,0.294,NA
American Eagles,23,2015,Emma Wallace,1,Patriot,4,12,0,0.25,NA
American Eagles,23,2014,Emma Wallace,1,Patriot,5,12,0,0.294,NA
American Eagles,23,2013,Emma Wallace,1,Patriot,8,10,0,0.444,NA
American Eagles,23,2012,Laura Campbell,1,Patriot,7,10,0,0.412,NA
American Eagles,23,2011,Laura Campbell,1,Patriot,9,8,0,0.529,NA
American Eagles,23,2010,Katie Woods,1,Patriot,6,10,0,0.375,NA
American Eagles,23,2009,Katie Woods,1,Patriot,3,13,0,0.188,NA
American Eagles,23,2008,Katie Woods,1,Patriot,8,10,0,0.444,NA
American Eagles,23,2007,Katie Woods,1,Patriot,9,9,0,0.5,NA
American Eagles,23,2006,Ashley Flanigan,1,Patriot,6,12,0,0.333,NA
American Eagles,23,2005,Ashley Flanigan,1,Patriot,6,11,0,0.353,NA
American Eagles,23,2004,Ashley Flanigan,1,Patriot,8,9,0,0.471,NA
American Eagles,23,2003,Maureen Dupcak,1,Patriot,11,8,0,0.579,NA
American Eagles,23,2002,Maureen Dupcak,1,Patriot,10,8,0,0.556,NA
American Eagles,23,2001,Maureen Dupcak,1,NA,6,9,0,0.4,NA
American Eagles,23,2000,Maureen Dupcak,1,NA,4,12,0,0.25,NA
American Eagles,23,1999,Maureen Dupcak,1,NA,9,7,0,0.563,NA
American Eagles,23,1998,Maureen Dupcak,1,NA,5,10,0,0.333,NA
American Eagles,23,1997,Amy Bokker,1,NA,8,8,0,0.5,NA
American Eagles,23,1996,Anne Wilkinson,1,NA,0,14,0,0,NA
American Eagles,23,1995,Anne Wilkinson,1,NA,3,11,0,0.214,NA
American Eagles,23,1994,Anne Wilkinson,1,NA,2,13,0,0.133,NA
American Eagles,23,1993,Anne Wilkinson,1,NA,3,12,0,0.2,NA
American Eagles,23,1992,Anne Wilkinson,1,NA,1,10,0,0.091,NA
American Int'l Yellow Jackets,22,2023,Riley Brennan,2,NE10,0,0,0,0,NA
American Int'l Yellow Jackets,22,2022,Riley Brennan,2,NE10,3,13,0,0.188,NA
American Int'l Yellow Jackets,22,2021,Riley Brennan,2,NE10,2,11,0,0.154,NA
American Int'l Yellow Jackets,22,2020,Riley Brennan,2,NE10,3,1,0,0.75,NA
American Int'l Yellow Jackets,22,2019,Ashley Casiano,2,NE10,4,13,0,0.235,NA
American Int'l Yellow Jackets,22,2018,Ashley Casiano,2,NE10,3,14,0,0.176,NA
American Int'l Yellow Jackets,22,2017,Ashley Casiano,2,NE10,4,12,0,0.25,NA
American Int'l Yellow Jackets,22,2016,Ashley Casiano,2,NE10,9,9,0,0.5,NA
American Int'l Yellow Jackets,22,2015,April Pollock,2,NE10,5,12,0,0.294,NA
American Int'l Yellow Jackets,22,2014,April Pollock,2,NE10,5,11,0,0.313,NA
American Int'l Yellow Jackets,22,2013,April Pollock,2,NE10,1,15,0,0.063,NA
American Int'l Yellow Jackets,22,2012,April Pollock,2,NE10,3,13,0,0.188,NA
American Int'l Yellow Jackets,22,2011,April Pollock,2,NE10,5,11,0,0.313,NA
American Int'l Yellow Jackets,22,2010,April Pollock,2,NE10,8,8,0,0.5,NA
American Int'l Yellow Jackets,22,2009,April Pollock,2,NE10,3,12,0,0.2,NA
American Int'l Yellow Jackets,22,2008,April Pollock,2,NE10,0,16,0,0,NA
American Int'l Yellow Jackets,22,2007,Shawn Lawrence,2,NE10,2,11,0,0.154,NA
American Int'l Yellow Jackets,22,2006,Shawn Lawrence,2,NE10,1,10,0,0.091,NA
American Int'l Yellow Jackets,22,2005,Maria Cardaropoli,2,NE10,4,8,0,0.333,NA
American Int'l Yellow Jackets,22,2004,Maria Cardaropoli,2,NE10,6,6,0,0.5,NA
American Int'l Yellow Jackets,22,2003,Alison Rosenblat (Pratt),2,NE10,1,11,0,0.083,NA
American Int'l Yellow Jackets,22,2002,,2,NE10,3,9,0,0.25,NA
American Int'l Yellow Jackets,22,2001,,2,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1999,,2,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1998,,2,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1997,,1,NA,NA,NA,NA,NA,NA
Amherst Mammoths,24,2023,Brooke Diamond O'Brien,3,NESCAC,0,0,0,0,NA
Amherst Mammoths,24,2022,Christine Paradis,3,NESCAC,9,7,0,0.563,NA
Amherst Mammoths,24,2021,Christine Paradis,3,NESCAC,0,0,0,0,NA
Amherst Mammoths,24,2020,Christine Paradis,3,NESCAC,4,1,0,0.8,NA
Amherst Mammoths,24,2019,Christine Paradis,3,NESCAC,14,6,0,0.7,NA
Amherst Mammoths,24,2018,Christine Paradis,3,NESCAC,17,3,0,0.85,NA
Amherst Mammoths,24,2017,Christine Paradis,3,NESCAC,6,9,0,0.4,NA
Amherst Mammoths,24,2016,Christine Paradis,3,NESCAC,13,5,0,0.722,NA
Amherst Mammoths,24,2015,Christine Paradis,3,NESCAC,9,7,0,0.563,NA
Amherst Mammoths,24,2014,Christine Paradis,3,NESCAC,19,3,0,0.864,NA
Amherst Mammoths,24,2013,Christine Paradis,3,NESCAC,9,6,0,0.6,NA
Amherst Mammoths,24,2012,Christine Paradis,3,NESCAC,13,5,0,0.722,NA
Amherst Mammoths,24,2011,Christine Paradis,3,NESCAC,9,6,0,0.6,NA
Amherst Mammoths,24,2010,Christine Paradis,3,NESCAC,11,5,0,0.688,NA
Amherst Mammoths,24,2009,Christine Paradis,3,NESCAC,6,8,0,0.429,NA
Amherst Mammoths,24,2008,Christine Paradis,3,NESCAC,15,4,0,0.789,NA
Amherst Mammoths,24,2007,Christine Paradis,3,NESCAC,9,7,0,0.563,NA
Amherst Mammoths,24,2006,Christine Paradis,3,NESCAC,14,4,0,0.778,NA
Amherst Mammoths,24,2005,Christine Paradis,3,NESCAC,12,4,0,0.75,NA
Amherst Mammoths,24,2004,Christine Paradis,3,NESCAC,16,3,0,0.842,NA
Amherst Mammoths,24,2003,Christine Paradis,3,NESCAC,18,2,0,0.9,NA
Amherst Mammoths,24,2002,Christine Paradis,3,NESCAC,14,3,0,0.824,NA
Amherst Mammoths,24,2001,Christine Paradis,3,NA,17,3,0,0.85,NA
Amherst Mammoths,24,2000,Christine Paradis,3,NA,11,1,0,0.917,NA
Amherst Mammoths,24,1999,Christine Paradis,3,NA,14,3,0,0.824,NA
Amherst Mammoths,24,1998,Christine Paradis,3,NA,12,3,0,0.8,NA
Amherst Mammoths,24,1997,Christine Paradis,3,NA,12,4,0,0.75,NA
Amherst Mammoths,24,1996,Christine Paradis,3,NA,9,5,0,0.643,NA
Amherst Mammoths,24,1995,Christine Paradis,3,NA,9,6,0,0.6,NA
Amherst Mammoths,24,1994,Sue Everden,3,NA,4,7,0,0.364,NA
Amherst Mammoths,24,1993,Sue Everden,3,NA,4,6,0,0.4,NA
Amherst Mammoths,24,1992,Sue Everden,3,NA,4,7,0,0.364,NA
Amherst Mammoths,24,1991,Sue Everden,3,NA,6,5,0,0.545,NA
Amherst Mammoths,24,1987,Sue Everden,3,NA,1,9,0,0.1,NA
Anderson (IN) Ravens,939,2023,Russell Mackey,3,HCAC,0,0,0,0,NA
Anderson (IN) Ravens,939,2022,Russell Mackey,3,HCAC,4,10,0,0.286,NA
Anderson (IN) Ravens,939,2021,Russell Mackey,3,HCAC,4,5,0,0.444,NA
Anderson (IN) Ravens,939,2020,Colin McSharar,3,HCAC,0,3,0,0,NA
Anderson (IN) Ravens,939,2019,Colin McSharar,3,HCAC,2,8,0,0.2,NA
Anna Maria AMCATS,26,2023,Sarah Merrill,3,Great Northeast,0,0,0,0,NA
Anna Maria AMCATS,26,2022,Sarah Merrill,3,Great Northeast,3,15,0,0.167,NA
Anna Maria AMCATS,26,2021,Sarah Merrill,3,Great Northeast,1,5,0,0.167,NA
Anna Maria AMCATS,26,2020,Quincy Wilkins,3,Great Northeast,2,1,0,0.667,NA
Anna Maria AMCATS,26,2019,,3,Great Northeast,0,13,0,0,NA
Anna Maria AMCATS,26,2015,Samantha Aucoin,3,Great Northeast,NA,NA,NA,NA,NA
Anna Maria AMCATS,26,2014,Samantha Aucoin,3,Great Northeast,0,13,0,0,NA
Anna Maria AMCATS,26,2013,Samantha Aucoin,3,Great Northeast,0,12,0,0,NA
Anna Maria AMCATS,26,2012,Lauryn Serratore,3,Great Northeast,2,12,0,0.143,NA
Anna Maria AMCATS,26,2011,Melissa Callender,3,CCC,3,14,0,0.176,NA
