team_name,team_id,season,head_coach,division,conference,wins,losses,ties,wl_per,notes
Lake Erie Storm,2746,2021,Meaghan Smith,2,G-MAC,0,0,0,0,NA
Lake Erie Storm,2746,2020,Meaghan Smith,2,G-MAC,NA,NA,NA,0,NA
Lake Erie Storm,2746,2019,Mallory Ferrandiz,2,G-MAC,7,10,0,0.412,NA
Lake Erie Storm,2746,2018,Mallory Ferrandiz,2,G-MAC,16,2,0,0.889,NA
Lake Erie Storm,2746,2017,Mallory Ferrandiz,2,GLIAC,10,5,0,0.667,NA
Lake Erie Storm,2746,2016,Mallory Ferrandiz,2,GLIAC,6,11,0,0.353,NA
Lake Erie Storm,2746,2015,Mallory Ferrandiz,2,GLIAC,7,8,0,0.467,NA
Lake Erie Storm,2746,2014,Jillian Howley,2,GLIAC,10,8,0,0.556,NA
Lake Erie Storm,2746,2013,Jillian Howley,2,GLIAC,13,5,0,0.722,NA
Lake Erie Storm,2746,2012,Jillian Howley,2,ECC,7,10,0,0.412,NA
Lake Erie Storm,2746,2011,Laura Maness,2,ECC,3,13,0,0.188,NA
Lake Erie Storm,2746,2010,Laura Maness,2,ECC,7,7,0,0.5,NA
Lake Forest Foresters,344,2023,Wei Chenh,3,MWLC,0,0,0,0,NA
Lake Forest Foresters,344,2022,Maggie Zentgraf,3,MWLC,11,4,0,0.733,NA
Lancaster Bible Chargers,30085,2023,Jackie Hoover,3,United East,0,0,0,0,NA
Lancaster Bible Chargers,30085,2022,Cheri Horst,3,United East,11,6,0,0.647,NA
Lancaster Bible Chargers,30085,2021,Cheri Horst,3,United East,6,4,0,0.6,NA
Lancaster Bible Chargers,30085,2020,Cheri Horst,3,United East,0,4,0,0,NA
Lancaster Bible Chargers,30085,2019,Cheri Horst,3,United East,3,14,0,0.176,NA
Lancaster Bible Chargers,30085,2018,Cheri Horst,3,United East,4,12,0,0.25,NA
Lancaster Bible Chargers,30085,2017,Cheri Horst,3,United East,6,10,0,0.375,NA
Lancaster Bible Chargers,30085,2016,Cheri Horst,3,United East,8,9,0,0.471,NA
Lancaster Bible Chargers,30085,2015,Cheri Horst,3,United East,2,12,0,0.143,NA
Lancaster Bible Chargers,30085,2014,Zach Freeman,3,United East,1,15,0,0.063,NA
Lancaster Bible Chargers,30085,2013,Zach Freeman,3,United East,4,12,0,0.25,NA
Lancaster Bible Chargers,30085,2012,Zach Freeman,3,North Atlantic,2,15,0,0.118,NA
Lancaster Bible Chargers,30085,2011,Evelyn Long,3,NA,6,8,0,0.429,NA
Lancaster Bible Chargers,30085,2010,Jessica Creeden,3,NA,6,10,0,0.375,NA
Lancaster Bible Chargers,30085,2009,Jessica Creeden,3,NA,3,14,0,0.176,NA
Lancaster Bible Chargers,30085,2008,Jessica Creeden,3,NA,2,11,0,0.154,NA
Lancaster Bible Chargers,30085,2007,Brian Ford,3,NA,0,10,0,0,NA
Lancaster Bible Chargers,30085,2004,Vickie Byler,3,NA,3,6,0,0.333,NA
Lander Bearcats,1167,2023,Bob Dachille,2,Gulf South,0,0,0,0,NA
Lander Bearcats,1167,2022,Bob Dachille,2,Gulf South,10,8,0,0.556,NA
Lander Bearcats,1167,2021,Bob Dachille,2,Gulf South,3,7,0,0.3,NA
Lander Bearcats,1167,2020,Bob Dachille,2,Gulf South,4,5,0,0.444,NA
Lasell Lasers,8486,2023,Britney Wuorio,3,Great Northeast,0,0,0,0,NA
Lasell Lasers,8486,2022,Britney Wuorio,3,Great Northeast,7,10,0,0.412,NA
Lasell Lasers,8486,2021,Al Eaton,3,Great Northeast,6,2,0,0.75,NA
Lasell Lasers,8486,2020,Kelsey Russell,3,Great Northeast,2,0,0,1,NA
Lasell Lasers,8486,2019,Cait Connolly,3,Great Northeast,15,4,0,0.789,NA
Lasell Lasers,8486,2018,Cait Connolly,3,Great Northeast,14,4,0,0.778,NA
Lasell Lasers,8486,2017,Cait Connolly,3,Great Northeast,10,6,0,0.625,NA
Lasell Lasers,8486,2016,Cait Connolly,3,Great Northeast,13,7,0,0.65,NA
Lasell Lasers,8486,2015,Cait Connolly,3,Great Northeast,12,6,0,0.667,NA
Lasell Lasers,8486,2014,Cait Connolly,3,Great Northeast,9,8,0,0.529,NA
Lasell Lasers,8486,2013,Cait Connolly,3,Great Northeast,15,4,0,0.789,NA
Lasell Lasers,8486,2012,Cait Connolly,3,Great Northeast,15,4,0,0.789,NA
Lasell Lasers,8486,2011,Marushka Eddy,3,Great Northeast,11,7,0,0.611,NA
Lasell Lasers,8486,2010,Marushka Eddy,3,Great Northeast,8,8,0,0.5,NA
Lasell Lasers,8486,2009,Marushka Eddy,3,Great Northeast,8,6,0,0.571,NA
Lasell Lasers,8486,2008,Lynne Kirouac,3,Great Northeast,7,8,0,0.467,NA
Lasell Lasers,8486,2007,Lynne Kirouac,3,NEWLA,5,9,0,0.357,NA
Lasell Lasers,8486,2006,Lynne Kirouac,3,NEWLA,7,8,0,0.467,NA
Lasell Lasers,8486,2005,Lynne Kirouac,3,NEWLA,7,6,0,0.538,NA
Lasell Lasers,8486,2004,Jill Smock,3,NEWLA,2,9,0,0.182,NA
Lasell Lasers,8486,2003,Dana Czapnik,3,NEWLA,6,7,0,0.462,NA
Lasell Lasers,8486,2002,,3,NEWLA,2,11,0,0.154,NA
Lasell Lasers,8486,2001,,3,NA,NA,NA,NA,NA,NA
Le Moyne Dolphins,349,2023,Liz Beville,2,NE10,0,0,0,0,NA
Le Moyne Dolphins,349,2022,Liz Beville,2,NE10,15,6,0,0.714,NA
Le Moyne Dolphins,349,2021,Liz Beville,2,NE10,13,1,0,0.929,NA
Le Moyne Dolphins,349,2020,Liz Beville,2,NE10,4,0,0,1,NA
Le Moyne Dolphins,349,2019,Kathy Taylor,2,NE10,20,2,0,0.909,NA
Le Moyne Dolphins,349,2018,Kathy Taylor,2,NE10,22,1,0,0.957,NA
Le Moyne Dolphins,349,2017,Kathy Taylor,2,NE10,19,2,0,0.905,NA
Le Moyne Dolphins,349,2016,Kathy Taylor,2,NE10,18,3,0,0.857,NA
Le Moyne Dolphins,349,2015,Kathy Taylor,2,NE10,18,4,0,0.818,NA
Le Moyne Dolphins,349,2014,Beth Hewitt,2,NE10,12,5,0,0.706,NA
Le Moyne Dolphins,349,2013,Beth Hewitt,2,NE10,16,3,0,0.842,NA
Le Moyne Dolphins,349,2012,Beth Hewitt,2,NE10,16,3,0,0.842,NA
Le Moyne Dolphins,349,2011,Beth Hewitt,2,NE10,18,3,0,0.857,NA
Le Moyne Dolphins,349,2010,Beth Hewitt,1,NA,9,6,0,0.6,NA
Le Moyne Dolphins,349,2009,Lauren O'Connor,1,NA,5,12,0,0.294,NA
Le Moyne Dolphins,349,2008,Lauren O'Connor,1,MAAC,12,5,0,0.706,NA
Le Moyne Dolphins,349,2007,Lauren O'Connor,1,MAAC,16,5,0,0.762,NA
Le Moyne Dolphins,349,2006,Lauren O'Connor,1,MAAC,15,4,0,0.789,NA
Le Moyne Dolphins,349,2005,Lauren O'Connor,1,MAAC,10,6,0,0.625,NA
Le Moyne Dolphins,349,2004,Lauren O'Connor,1,MAAC,12,5,0,0.706,NA
Le Moyne Dolphins,349,2003,Lauren O'Connor,1,MAAC,12,6,0,0.667,NA
Le Moyne Dolphins,349,2002,Patty Kloidt,1,MAAC,10,7,0,0.588,NA
Le Moyne Dolphins,349,2001,Patty Kloidt,1,NA,4,9,0,0.308,NA
Le Moyne Dolphins,349,2000,Patty Kloidt,1,NA,6,10,0,0.375,NA
Le Moyne Dolphins,349,1999,Patty Kloidt,1,NA,6,7,0,0.462,NA
Le Moyne Dolphins,349,1998,,NA,NA,5,9,0,0.357,NA
Le Moyne Dolphins,349,1997,,NA,NA,8,6,0,0.571,NA
Le Moyne Dolphins,349,1996,,NA,NA,8,7,0,0.533,NA
Le Moyne Dolphins,349,1995,,NA,NA,8,3,0,0.727,NA
Le Moyne Dolphins,349,1994,,NA,NA,2,5,0,0.286,NA
Lebanon Valley Flying Dutchmen,351,2023,Rachel Perla,3,MAC Commonwealth,0,0,0,0,NA
Lebanon Valley Flying Dutchmen,351,2022,Rachel Perla,3,MAC Commonwealth,9,10,0,0.474,NA
Lebanon Valley Flying Dutchmen,351,2021,Rachel Perla,3,MAC Commonwealth,6,7,0,0.462,NA
Lebanon Valley Flying Dutchmen,351,2020,Alexandra Stambaugh,3,MAC Commonwealth,0,3,0,0,NA
Lebanon Valley Flying Dutchmen,351,2019,Jackie Dando,3,MAC Commonwealth,12,8,0,0.6,NA
Lebanon Valley Flying Dutchmen,351,2018,Jackie Dando,3,MAC Commonwealth,13,5,0,0.722,NA
Lebanon Valley Flying Dutchmen,351,2017,Jackie Dando,3,MAC Commonwealth,5,11,0,0.313,NA
Lebanon Valley Flying Dutchmen,351,2016,Jackie Dando,3,MAC Commonwealth,11,8,0,0.579,NA
Lebanon Valley Flying Dutchmen,351,2015,Jackie Dando,3,MAC Commonwealth,12,8,0,0.6,NA
Lebanon Valley Flying Dutchmen,351,2014,Jackie Dando,3,MAC Commonwealth,16,4,0,0.8,NA
Lebanon Valley Flying Dutchmen,351,2013,Jackie Dando,3,MAC Commonwealth,13,5,0,0.722,NA
Lebanon Valley Flying Dutchmen,351,2012,Brianne Tierney,3,Middle Atlantic,9,8,0,0.529,NA
Lebanon Valley Flying Dutchmen,351,2011,Brianne Tierney,3,Middle Atlantic,8,8,0,0.5,NA
Lebanon Valley Flying Dutchmen,351,2010,Brianne Tierney,3,Middle Atlantic,6,9,0,0.4,NA
Lee Lady Flames,30013,2023,Derrel Martin,2,Gulf South,0,0,0,0,
Lee Lady Flames,30013,2022,Derrel Martin,2,Gulf South,8,8,0,0.5,
Lee Lady Flames,30013,2021,Derrel Martin,2,Gulf South,9,4,0,0.692,
Lee Lady Flames,30013,2020,Derrel Martin,2,Gulf South,6,2,0,0.75,
Lee Lady Flames,30013,2019,Derrel Martin,2,Gulf South,4,12,0,0.25,
Lee Lady Flames,30013,2018,Addie Wadley,2,Gulf South,9,9,0,0.5,
Lee Lady Flames,30013,2017,Addie Wadley,2,Gulf South,0,14,0,0,First year of competition
Lees-McRae Bobcats,13302,2023,Beth Haynes,2,Conference Carolinas,0,0,0,0,NA
Lees-McRae Bobcats,13302,2022,Josh Shingleton,2,Conference Carolinas,3,12,0,0.2,NA
Lees-McRae Bobcats,13302,2021,Cat Lovallo,2,Conference Carolinas,3,4,0,0.429,NA
Lees-McRae Bobcats,13302,2020,Cat Lovallo,2,Conference Carolinas,2,4,0,0.333,NA
Lees-McRae Bobcats,13302,2019,Cat Lovallo,2,Conference Carolinas,1,12,0,0.077,NA
Lees-McRae Bobcats,13302,2018,Lexi King,2,Conference Carolinas,1,11,0,0.083,NA
Lees-McRae Bobcats,13302,2017,Lexi King,2,Conference Carolinas,5,10,0,0.333,NA
Lees-McRae Bobcats,13302,2016,Lexi King,2,Conference Carolinas,5,12,0,0.294,NA
Lees-McRae Bobcats,13302,2015,Ray Cameron,2,Conference Carolinas,7,9,0,0.438,NA
Lees-McRae Bobcats,13302,2014,Ray Cameron,2,Conference Carolinas,5,8,0,0.385,NA
Lees-McRae Bobcats,13302,2013,Ray Cameron,2,Conference Carolinas,3,8,0,0.273,NA
Lees-McRae Bobcats,13302,2012,Nicholas Wagner,2,Conference Carolinas,1,11,0,0.083,NA
Lees-McRae Bobcats,13302,2011,Amanda Chase,2,Conference Carolinas,3,10,0,0.231,NA
Lees-McRae Bobcats,13302,2010,Amanda Chase,2,Conference Carolinas,1,11,0,0.083,NA
Lees-McRae Bobcats,13302,2009,Amanda Chase,2,Conference Carolinas,6,12,0,0.333,NA
Lees-McRae Bobcats,13302,2008,Andrea Cofrin,2,Conference Carolinas,1,15,0,0.063,NA
Lees-McRae Bobcats,13302,2007,Andrea Cofrin,2,Conference Carolinas,1,15,0,0.063,NA
Lees-McRae Bobcats,13302,2006,Rob Porter,2,Conference Carolinas,1,14,0,0.067,NA
Lees-McRae Bobcats,13302,2005,Rob Porter,2,Conference Carolinas,3,13,0,0.188,NA
Lees-McRae Bobcats,13302,2004,Shaun Williamson,2,Conference Carolinas,5,7,0,0.417,NA
Lees-McRae Bobcats,13302,2003,Shaun Williamson,2,NA,1,7,0,0.125,NA
Lehigh Mountain Hawks,352,2023,Jill Redfern,1,Patriot,0,0,0,0,NA
Lehigh Mountain Hawks,352,2022,Jill Redfern,1,Patriot,9,9,0,0.5,NA
Lehigh Mountain Hawks,352,2021,Jill Redfern,1,Patriot,9,4,0,0.692,NA
Lehigh Mountain Hawks,352,2020,Jill Redfern,1,Patriot,6,2,0,0.75,NA
Lehigh Mountain Hawks,352,2019,Jill Redfern,1,Patriot,8,9,0,0.471,NA
Lehigh Mountain Hawks,352,2018,Jill Redfern,1,Patriot,13,6,0,0.684,NA
Lehigh Mountain Hawks,352,2017,Jill Redfern,1,Patriot,12,6,0,0.667,NA
Lehigh Mountain Hawks,352,2016,Jill Redfern,1,Patriot,13,5,0,0.722,NA
Lehigh Mountain Hawks,352,2015,Jill Redfern,1,Patriot,9,8,0,0.529,NA
Lehigh Mountain Hawks,352,2014,Jill Redfern,1,Patriot,7,9,0,0.438,NA
Lehigh Mountain Hawks,352,2013,Jill Redfern,1,Patriot,4,12,0,0.25,NA
Lehigh Mountain Hawks,352,2012,Jill Redfern,1,Patriot,7,9,0,0.438,NA
Lehigh Mountain Hawks,352,2011,Jill Redfern,1,Patriot,10,7,0,0.588,NA
Lehigh Mountain Hawks,352,2010,Jill Redfern,1,Patriot,14,4,0,0.778,NA
Lehigh Mountain Hawks,352,2009,Jill Redfern,1,Patriot,11,6,0,0.647,NA
Lehigh Mountain Hawks,352,2008,Liz Ota,1,Patriot,10,7,0,0.588,NA
Lehigh Mountain Hawks,352,2007,Liz Ota,1,Patriot,8,9,0,0.471,NA
Lehigh Mountain Hawks,352,2006,Liz Ota,1,Patriot,6,10,0,0.375,NA
Lehigh Mountain Hawks,352,2005,Liz Ota,1,Patriot,7,10,0,0.412,NA
Lehigh Mountain Hawks,352,2004,Jim Shreve,1,Patriot,5,11,0,0.313,NA
Lehigh Mountain Hawks,352,2003,Jackie Keeley,1,Patriot,10,4,0,0.714,NA
Lehigh Mountain Hawks,352,2002,Jackie Keeley,1,Patriot,4,11,0,0.267,NA
Lehigh Mountain Hawks,352,2001,Jackie Keeley,1,NA,1,10,0,0.091,NA
Lehigh Mountain Hawks,352,2000,Jackie Keeley,1,NA,5,8,0,0.385,NA
Lehigh Mountain Hawks,352,1999,Jackie Keeley,1,NA,7,9,0,0.438,NA
Lehigh Mountain Hawks,352,1998,Jackie Keeley,1,NA,8,4,0,0.667,NA
Lehigh Mountain Hawks,352,1997,Jackie Keeley,1,NA,7,8,0,0.467,NA
Lehigh Mountain Hawks,352,1996,Jackie Keeley,1,NA,14,3,0,0.824,NA
Lehigh Mountain Hawks,352,1995,Jackie Keeley,1,NA,12,4,0,0.75,NA
Lehigh Mountain Hawks,352,1994,Jackie Keeley,1,NA,9,7,0,0.563,NA
Lehigh Mountain Hawks,352,1993,Jackie Keeley,1,NA,7,10,0,0.412,NA
Lehigh Mountain Hawks,352,1992,Jackie Keeley,1,NA,4,10,1,0.3,NA
Lehigh Mountain Hawks,352,1991,Jackie Keeley,1,NA,4,12,0,0.25,NA
Lehigh Mountain Hawks,352,1990,Jackie Keeley,1,NA,6,11,0,0.353,NA
Lehigh Mountain Hawks,352,1989,Mary Beth Holder,1,NA,6,11,0,0.353,NA
Lehigh Mountain Hawks,352,1988,Mary Beth Holder,1,NA,12,7,0,0.632,NA
Lehigh Mountain Hawks,352,1987,Mary Beth Holder,1,NA,11,7,0,0.611,NA
Lehigh Mountain Hawks,352,1986,Mary Beth Holder,1,NA,8,7,0,0.533,NA
Lehigh Mountain Hawks,352,1985,Judy Turner Baxter,1,NA,13,3,0,0.813,NA
Lehigh Mountain Hawks,352,1984,Judy Turner Baxter,1,NA,13,5,0,0.722,NA
Lehigh Mountain Hawks,352,1983,Judy Turner Baxter,1,NA,9,5,1,0.633,NA
Lehigh Mountain Hawks,352,1982,Judy Turner Baxter,1,NA,8,8,0,0.5,NA
Lehigh Mountain Hawks,352,1981,Judy Turner Baxter,1,NA,12,3,0,0.8,NA
Lehigh Mountain Hawks,352,1980,Judy Turner Baxter,1,NA,7,3,0,0.7,NA
Lehigh Mountain Hawks,352,1979,Judy Turner Baxter,1,NA,8,2,0,0.8,NA
Lehigh Mountain Hawks,352,1978,Judy Turner Baxter,1,NA,5,4,1,0.55,NA
Lehigh Mountain Hawks,352,1977,Barbara Everhart Lipkin,1,NA,3,5,0,0.375,NA
Lehigh Mountain Hawks,352,1976,Barbara Everhart Lipkin,1,NA,7,1,0,0.875,NA
Lehigh Mountain Hawks,352,1975,Barbara Everhart Lipkin,1,NA,2,1,0,0.667,NA
Lenoir-Rhyne Bears,1170,2023,Carlee Buck,2,SAC,0,0,0,0,NA
Lenoir-Rhyne Bears,1170,2022,Carlee Buck,2,SAC,8,10,0,0.444,NA
Lenoir-Rhyne Bears,1170,2021,Carlee Buck,2,SAC,5,7,0,0.417,NA
Lenoir-Rhyne Bears,1170,2020,Carlee Buck,2,SAC,4,2,0,0.667,NA
Lenoir-Rhyne Bears,1170,2019,Carlee Buck,2,SAC,12,6,0,0.667,NA
Lenoir-Rhyne Bears,1170,2018,Carlee Buck,2,SAC,9,10,0,0.474,NA
Lenoir-Rhyne Bears,1170,2017,Carlee Buck,2,SAC,11,8,0,0.579,NA
Lenoir-Rhyne Bears,1170,2016,Clare Short,2,SAC,11,7,0,0.611,NA
Lenoir-Rhyne Bears,1170,2015,Clare Short,2,SAC,10,8,0,0.556,NA
Lenoir-Rhyne Bears,1170,2014,Sue Eaker,2,SAC,11,8,0,0.579,NA
Lenoir-Rhyne Bears,1170,2013,Sue Eaker,2,NA,7,9,0,0.438,NA
Lenoir-Rhyne Bears,1170,2012,Sue Eaker,2,NA,12,4,0,0.75,NA
Lenoir-Rhyne Bears,1170,2011,Cibulas Cibulas,2,NA,6,10,0,0.375,NA
Lewis Flyers,354,2023,Molly Byrne,2,GLVC,0,0,0,0,NA
Lewis Flyers,354,2022,Molly Byrne,2,GLVC,4,10,0,0.286,NA
Lewis Flyers,354,2021,Kirk Lamitie,2,GLVC,4,8,0,0.333,NA
Lewis Flyers,354,2020,Kirk Lamitie,2,GLVC,2,6,0,0.25,NA
Lewis Flyers,354,2019,Kirk Lamitie,2,GLIAC,1,12,0,0.077,NA
Liberty Lady Flames,355,2023,Kelly Nangle,1,ASUN,0,0,0,0,NA
Liberty Lady Flames,355,2022,Kelly Nangle,1,ASUN,11,8,0,0.579,NA
Liberty Lady Flames,355,2021,Kelly Nangle,1,ASUN,10,9,0,0.526,NA
Liberty Lady Flames,355,2020,Kelly Nangle,1,ASUN,3,3,0,0.5,NA
Liberty Lady Flames,355,2019,Kelly Nangle,1,ASUN,14,5,0,0.737,NA
Liberty Lady Flames,355,2018,Kelly Nangle,1,Big South,13,5,0,0.722,NA
Liberty Lady Flames,355,2017,Kelly Nangle,1,Big South,6,13,0,0.316,NA
Liberty Lady Flames,355,2016,Kelly Nangle,1,Big South,5,13,0,0.278,NA
Liberty Lady Flames,355,2015,Kelly Nangle,1,Big South,9,11,0,0.45,NA
Liberty Lady Flames,355,2014,Kelly Nangle,1,Big South,2,16,0,0.111,NA
Liberty Lady Flames,355,2013,Regan Denham,1,Big South,8,10,0,0.444,NA
Liberty Lady Flames,355,2012,Regan Denham,1,NA,3,14,0,0.176,NA
Liberty Lady Flames,355,2011,Regan Denham,1,NA,7,11,0,0.389,NA
Liberty Lady Flames,355,2010,Regan Denham,1,NA,1,12,0,0.077,NA
Limestone Saints,1174,2023,Scott Tucker,2,SAC,0,0,0,0,NA
Limestone Saints,1174,2022,Scott Tucker,2,SAC,12,5,0,0.706,NA
Limestone Saints,1174,2021,Scott Tucker,2,SAC,12,3,0,0.8,NA
Limestone Saints,1174,2020,Scott Tucker,2,Conference Carolinas,6,2,0,0.75,NA
Limestone Saints,1174,2019,Scott Tucker,2,Conference Carolinas,18,2,0,0.9,NA
Limestone Saints,1174,2018,Scott Tucker,2,Conference Carolinas,17,3,0,0.85,NA
Limestone Saints,1174,2017,Scott Tucker,2,Conference Carolinas,17,3,0,0.85,NA
Limestone Saints,1174,2016,Scott Tucker,2,Conference Carolinas,15,4,0,0.789,NA
Limestone Saints,1174,2015,Scott Tucker,2,Conference Carolinas,15,3,0,0.833,NA
Limestone Saints,1174,2014,Scott Tucker,2,Conference Carolinas,18,1,0,0.947,NA
Limestone Saints,1174,2013,Scott Tucker,2,Conference Carolinas,20,2,0,0.909,NA
Limestone Saints,1174,2012,Scott Tucker,2,Conference Carolinas,17,2,0,0.895,NA
Limestone Saints,1174,2011,Scott Tucker,2,Conference Carolinas,18,2,0,0.9,NA
Limestone Saints,1174,2010,Scott Tucker,2,Conference Carolinas,18,2,0,0.9,NA
Limestone Saints,1174,2009,Scott Tucker,2,Conference Carolinas,17,3,0,0.85,NA
Limestone Saints,1174,2008,Scott Tucker,2,Conference Carolinas,17,2,0,0.895,NA
Limestone Saints,1174,2007,Scott Tucker,2,Conference Carolinas,14,5,0,0.737,NA
Limestone Saints,1174,2006,Scott Tucker,2,Conference Carolinas,16,4,0,0.8,NA
Limestone Saints,1174,2005,Scott Tucker,2,Conference Carolinas,10,6,0,0.625,NA
Limestone Saints,1174,2004,Scott Tucker,2,Conference Carolinas,13,4,0,0.765,NA
Limestone Saints,1174,2003,Scott Tucker,2,NA,12,3,0,0.8,NA
Limestone Saints,1174,2002,Scott Tucker,2,NA,7,6,0,0.538,NA
Limestone Saints,1174,2001,Michael Scerbo,2,NA,10,1,0,0.909,NA
Limestone Saints,1174,2000,Michael Scerbo,2,NA,7,5,0,0.583,NA
Limestone Saints,1174,1999,Michael Scerbo,2,NA,6,6,0,0.5,NA
Limestone Saints,1174,1998,Michael Scerbo,2,NA,3,7,0,0.3,NA
Limestone Saints,1174,1997,Michael Scerbo,2,NA,5,6,0,0.455,NA
Lincoln Memorial Lady Railsplitters,1176,2023,Alyssa Shaver,2,SAC,0,0,0,0,NA
Lincoln Memorial Lady Railsplitters,1176,2022,Alyssa Shaver,2,SAC,12,7,0,0.632,NA
Lincoln Memorial Lady Railsplitters,1176,2021,Alyssa Shaver,2,SAC,2,5,0,0.286,NA
Lincoln Memorial Lady Railsplitters,1176,2020,Caitlyn Corace,2,SAC,2,3,0,0.4,NA
Lincoln Memorial Lady Railsplitters,1176,2019,Caitlyn Corace,2,SAC,12,6,0,0.667,NA
Lincoln Memorial Lady Railsplitters,1176,2018,Caitlyn Corace,2,SAC,8,8,0,0.5,NA
Lincoln Memorial Lady Railsplitters,1176,2017,Caitlyn Corace,2,SAC,6,9,0,0.4,NA
Lincoln Memorial Lady Railsplitters,1176,2016,Caitlyn Corace,2,SAC,3,12,0,0.2,NA
Lincoln Memorial Lady Railsplitters,1176,2015,Caitlyn Corace,2,SAC,1,11,0,0.083,NA
Lindenwood Lions,30136,2023,Jack Cribbin,2,GLVC,0,0,0,0,
Lindenwood Lions,30136,2022,Jack Cribbin,2,GLVC,15,5,0,0.75,
Lindenwood Lions,30136,2021,Jack Cribbin,2,GLVC,17,1,0,0.944,
Lindenwood Lions,30136,2020,Jack Cribbin,2,GLVC,9,1,0,0.9,
Lindenwood Lions,30136,2019,Jack Cribbin,2,RMAC,16,3,0,0.842,
Lindenwood Lions,30136,2018,Jack Cribbin,2,RMAC,19,1,0,0.95,
Lindenwood Lions,30136,2017,Jack Cribbin,2,RMAC,21,2,0,0.913,
Lindenwood Lions,30136,2016,Jack Cribbin,2,RMAC,17,3,0,0.85,
Lindenwood Lions,30136,2015,Jack Cribbin,2,RMAC,19,2,0,0.905,
Lindenwood Lions,30136,2014,Jack Cribbin,2,RMAC,15,4,0,0.789,First year as an NCAA Division II member
Lindenwood Lions,30136,2013,Jack Cribbin,2,RMAC,15,2,0,0.882,
Lindenwood Lions,30136,2012,Jack Cribbin,2,RMAC,15,2,0,0.882,
Linfield Wildcats,1179,2023,,3,NWC,0,0,0,0,NA
Linfield Wildcats,1179,2022,Lindsay Newman,3,NWC,12,5,0,0.706,NA
Linfield Wildcats,1179,2021,Lindsay Newman,3,NWC,7,3,0,0.7,NA
Linfield Wildcats,1179,2020,Lindsay Newman,3,NWC,2,1,0,0.667,NA
Linfield Wildcats,1179,2019,Lindsay Newman,3,NWC,11,5,0,0.688,NA
Linfield Wildcats,1179,2018,Brittany Hartmann,3,NWC,6,7,0,0.462,NA
Linfield Wildcats,1179,2017,Brittany Hartmann,3,NWC,1,14,0,0.067,NA
Linfield Wildcats,1179,2016,Kat Enders,3,NWC,0,15,0,0,NA
Linfield Wildcats,1179,2015,Kat Enders,3,NWC,0,16,0,0,NA
Linfield Wildcats,1179,2014,Tim Hart,3,NA,3,13,0,0.188,NA
Linfield Wildcats,1179,2013,Tim Hart,3,NA,0,9,0,0,NA
Linfield Wildcats,1179,2012,Tim Hart,3,NA,1,7,0,0.125,NA
Linfield Wildcats,1179,2011,Tim Hart,3,NA,1,12,0,0.077,NA
Linfield Wildcats,1179,2010,Tim Hart,3,NA,2,8,0,0.2,NA
Linfield Wildcats,1179,2009,Tim Hart,3,NA,4,8,0,0.333,NA
Linfield Wildcats,1179,2008,Bill Hander,3,NA,3,11,0,0.214,NA
Linfield Wildcats,1179,2007,Bill Hander,3,NA,6,5,0,0.545,NA
Linfield Wildcats,1179,2006,Bill Hander,3,NA,1,5,0,0.167,NA
Linfield Wildcats,1179,2005,Bill Hander,3,NA,6,5,0,0.545,NA
Linfield Wildcats,1179,2004,Bill Hander,3,NA,3,3,0,0.5,NA
Linfield Wildcats,1179,2003,Bill Hander,3,NA,3,3,0,0.5,NA
Linfield Wildcats,1179,2002,Bill Hander,3,NWC,4,3,0,0.571,NA
Linfield Wildcats,1179,2001,Bill Hander,3,NA,2,2,0,0.5,NA
Linfield Wildcats,1179,2000,,3,NA,NA,NA,NA,NA,NA
LIU Sharks,361,2023,Meghan McNamara,1,NEC,0,0,0,0,NA
LIU Sharks,361,2022,Meghan McNamara,1,NEC,6,12,0,0.333,NA
LIU Sharks,361,2021,Meghan McNamara,1,NEC,9,5,0,0.643,NA
LIU Sharks,361,2020,Meghan McNamara,1,NEC,1,5,0,0.167,NA
LIU Sharks,361,2019,Allison Hanley,1,NEC,6,11,0,0.353,NA
LIU Sharks,361,2018,Allison Hanley,1,NEC,3,13,0,0.188,NA
LIU Sharks,361,2017,Allison Hanley,1,NEC,3,12,0,0.2,NA
LIU Sharks,361,2016,Allison Hanley,1,NEC,5,12,0,0.294,NA
LIU Sharks,361,2015,Allison Hanley,1,NEC,7,9,0,0.438,NA
LIU Sharks,361,2014,Allison Hanley,1,NEC,3,13,0,0.188,NA
LIU Sharks,361,2013,Allison Hanley,1,NEC,0,16,0,0,NA
LIU Sharks,361,2012,Heather Levins,1,NEC,1,15,0,0.063,NA
LIU Sharks,361,2011,Heather Levins,1,NEC,1,15,0,0.063,NA
LIU Sharks,361,2010,Heather Levins,1,NEC,3,13,0,0.188,NA
LIU Sharks,361,2009,Heather Levins,1,NEC,4,13,0,0.235,NA
LIU Sharks,361,2008,Regan Teti,1,NEC,3,13,0,0.188,NA
LIU Sharks,361,2007,Regan Teti,1,NEC,6,11,0,0.353,NA
LIU Sharks,361,2006,Regan Teti,1,NEC,5,12,0,0.294,NA
LIU Sharks,361,2005,Regan Teti,1,NEC,4,10,0,0.286,NA
LIU Sharks,361,2004,Dawn Strunk,1,NEC,5,9,0,0.357,NA
LIU Sharks,361,2003,Dawn Strunk,1,NEC,2,9,0,0.182,NA
Lock Haven Bald Eagles,360,2023,Lindsay Reese,2,PSAC,0,0,0,0,NA
