team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,fouls,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,ppg,shg,ground_balls,turnovers,ct,f_os_won,f_os_taken,fo_pct,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,t,freepos_shots,freepos_goals,rc,yc,draw_controls,clears,clr_att
Adelphi Panthers,3,2018,NE10,899,3,"Broderick, Kailey",Fr,,22,22,31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,36,NA,20,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA
Adelphi Panthers,3,2018,NE10,899,28,"Stackpole, Alison",So,,22,,11,26,14,40,53,0.491,40,0.755,NA,4,NA,24,NA,16,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,3,27,NA,NA
Adelphi Panthers,3,2018,NE10,899,8,"Pollock, Kole",So,,22,22,9,85,18,103,166,0.512,122,0.735,1,5,2,15,NA,11,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,4,14,NA,NA
Adelphi Panthers,3,2018,NE10,899,16,"Johnson, Alison",So,,22,22,7,33,97,130,74,0.446,61,0.824,6,1,1,16,NA,5,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,12,"Gillespie, Alyssa",So,,22,18,12,15,11,26,47,0.319,38,0.809,2,2,NA,24,NA,14,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA
Adelphi Panthers,3,2018,NE10,899,21,"Flavin, Kerry Ann",So,,22,21,17,NA,1,1,NA,NA,NA,NA,NA,NA,NA,28,NA,24,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA
Adelphi Panthers,3,2018,NE10,899,6,"Abreu, Chelsea",Jr,,22,,11,21,4,25,38,0.553,33,0.868,NA,2,1,22,NA,12,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
Adelphi Panthers,3,2018,NE10,899,26,"Stackpole, Kaitlyn",Sr,,22,22,51,NA,2,2,NA,NA,NA,NA,NA,NA,NA,51,NA,55,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA
Adelphi Panthers,3,2018,NE10,899,13,"Scannell, Michele",Sr,,22,22,14,44,22,66,104,0.423,75,0.721,1,3,NA,20,NA,7,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA
Adelphi Panthers,3,2018,NE10,899,10,"Stanco, Nicki",Jr,,21,18,16,4,1,5,10,0.4,7,0.7,NA,NA,NA,29,NA,20,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
Adelphi Panthers,3,2018,NE10,899,14,"Pierce, Beth Ann",Sr,,21,20,8,48,6,54,89,0.539,67,0.753,3,3,1,24,NA,10,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA
Adelphi Panthers,3,2018,NE10,899,17,"Lemanski, Emma",Fr,,20,17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,NA,9,NA,NA,NA,20,17,895:36,112,7.503,103,0.479,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,1,"Graziano, Jill",Sr,,19,3,10,5,2,7,17,0.294,9,0.529,1,NA,NA,17,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA
Adelphi Panthers,3,2018,NE10,899,22,"Delli Pizzi, Maggie",So,,14,4,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,31,"Peterson, Hailey",Sr,,13,5,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,13,5,396:21,57,8.629,44,0.436,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,25,"Schneider, Allison",Sr,,13,1,2,1,4,5,2,0.5,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,20,"Brooks, Kateri",Sr,,11,1,NA,4,2,6,8,0.5,7,0.875,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Adelphi Panthers,3,2018,NE10,899,9,"Lewis, Paige",So,,11,1,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2018,NE10,899,19,"Fetherston, Molly",Fr,,8,1,NA,1,NA,1,3,0.333,2,0.667,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,4,"Weber, Shea",Jr,,8,1,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,NA,10,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,1,16,NA,NA
Adelphi Panthers,3,2018,NE10,899,42,"Keener, Megan",Fr,,6,0,NA,1,NA,1,2,0.5,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,15,"Snyder, Leana",Jr,,6,0,1,NA,NA,0,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2018,NE10,899,2,"Soto, Nina",Sr,,5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,24,"Borges, Chandley",Sr,,4,1,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,11,"Catalanotti, Alessandra",Fr,,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,40,"Keogh, Jennifer",So,,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,41,"Ressa, Olivia",So,,3,0,1,1,NA,1,2,0.5,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,35,"Perry, Emily",Fr,,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,22:16,4,10.778,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,5,"Testa, Maeve",Fr,,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2018,NE10,899,36,"Epps, Tamar",Jr,,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5:47,1,10.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,4,"Weber, Shea",So,,22,22,42,NA,5,5,1,NA,NA,NA,NA,NA,NA,53,NA,41,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,61,NA,NA
Adelphi Panthers,3,2017,NE10,899,31,"Peterson, Hailey",Jr,,22,22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,22,22,1278:41,76,3.566,83,0.522,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,12,"Gillespie, Alyssa",Fr,,22,4,21,6,9,15,20,0.3,12,0.6,NA,2,NA,23,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA
Adelphi Panthers,3,2017,NE10,899,26,"Stackpole, Kaitlyn",Jr,,22,22,28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45,NA,32,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA
Adelphi Panthers,3,2017,NE10,899,8,"Pollock, Kole",Fr,,22,20,12,49,20,69,103,0.476,82,0.796,3,1,2,19,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Adelphi Panthers,3,2017,NE10,899,16,"Johnson, Alison",Fr,,22,22,7,39,57,96,85,0.459,62,0.729,1,2,NA,15,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
Adelphi Panthers,3,2017,NE10,899,3,"Zalewski, Casey",Sr,,22,22,11,42,13,55,67,0.627,53,0.791,5,4,NA,14,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,5,"Jahelka, Jacqueline",Sr,,22,22,8,73,22,95,117,0.624,93,0.795,9,NA,2,19,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA
Adelphi Panthers,3,2017,NE10,899,7,"Weber, Ryley",Sr,,22,21,37,NA,2,2,NA,NA,NA,NA,NA,NA,NA,59,NA,33,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,63,NA,NA
Adelphi Panthers,3,2017,NE10,899,11,"Graham, Jen",Sr,,22,22,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,NA,22,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
Adelphi Panthers,3,2017,NE10,899,18,"Beier, Kate",Sr,,22,22,15,46,9,55,86,0.535,71,0.826,1,3,NA,37,NA,18,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
Adelphi Panthers,3,2017,NE10,899,13,"Scannell, Michele",Jr,,21,21,22,36,9,45,99,0.364,61,0.616,2,2,NA,19,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,57,NA,NA
Adelphi Panthers,3,2017,NE10,899,6,"Abreu, Chelsea",So,,21,1,8,12,2,14,24,0.5,21,0.875,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
Adelphi Panthers,3,2017,NE10,899,22,"Delli Pizzi, Maggie",Fr,,20,0,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2017,NE10,899,14,"Pierce, Beth Ann",Jr,,20,19,3,13,2,15,29,0.448,19,0.655,NA,1,NA,10,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Adelphi Panthers,3,2017,NE10,899,28,"Stackpole, Alison",Fr,,17,0,1,5,11,16,17,0.294,11,0.647,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
Adelphi Panthers,3,2017,NE10,899,10,"Stanco, Nicki",So,,16,0,1,7,4,11,14,0.5,11,0.786,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,1,"Graziano, Jill",Sr,,13,1,1,3,5,8,6,0.5,4,0.667,NA,NA,NA,7,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Adelphi Panthers,3,2017,NE10,899,20,"Brooks, Kateri",Jr,,12,0,NA,NA,1,1,3,NA,3,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,25,"Schneider, Allison",Jr,,12,0,NA,1,3,4,2,0.5,1,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2017,NE10,899,24,"Borges, Chandley",Jr,,11,0,NA,2,NA,2,6,0.333,5,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,9,"Lewis, Paige",Fr,,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,15,"Snyder, Leana",So,,7,0,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,36,"Epps, Tamar",So,,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,41:19,4,5.809,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2017,NE10,899,2,"Soto, Nina",Jr,,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,14,"Pierce, Beth Ann",So,,22,1,NA,14,2,16,34,0.412,28,0.824,1,NA,NA,10,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Adelphi Panthers,3,2016,NE10,899,26,"Stackpole, Kaitlyn",So,,22,22,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,35,NA,21,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA
Adelphi Panthers,3,2016,NE10,899,13,"Scannell, Michele",So,,22,21,NA,35,5,40,77,0.455,57,0.74,2,1,NA,21,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
Adelphi Panthers,3,2016,NE10,899,18,"Beier, Kate",Jr,,22,21,NA,31,7,38,55,0.564,43,0.782,3,1,1,14,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
Adelphi Panthers,3,2016,NE10,899,11,"Graham, Jen",Jr,,22,22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,NA,27,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Adelphi Panthers,3,2016,NE10,899,7,"Weber, Ryley",Jr,,22,22,NA,1,NA,1,2,0.5,2,1,NA,NA,NA,37,NA,38,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6,63,NA,NA
Adelphi Panthers,3,2016,NE10,899,5,"Jahelka, Jacqueline",Jr,,22,22,NA,80,24,104,126,0.635,99,0.786,8,2,NA,12,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Adelphi Panthers,3,2016,NE10,899,27,"Gallo, Gianna",Sr,,22,21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,16,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA
Adelphi Panthers,3,2016,NE10,899,28,"Aitkens, Rachel",Sr,,22,1,NA,30,2,32,56,0.536,50,0.893,1,1,NA,12,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Adelphi Panthers,3,2016,NE10,899,33,"Rosellini, Camille",Sr,,22,22,NA,1,NA,1,1,1,1,1,NA,NA,NA,30,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,61,NA,NA
Adelphi Panthers,3,2016,NE10,899,36,"Hayes, Taylor",Sr,,22,22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,NA,8,NA,NA,NA,22,22,"70,795",84,4.271,88,0.512,NA,NA,NA,NA,2,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,19,"Keesling, Emily",Sr,,22,22,NA,48,36,84,90,0.533,71,0.789,5,1,NA,23,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA
Adelphi Panthers,3,2016,NE10,899,12,"O'Brien, Rachel",Sr,,22,22,NA,42,60,102,87,0.483,64,0.736,NA,2,NA,20,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,17,NA,NA
Adelphi Panthers,3,2016,NE10,899,22,"Montano, Danielle",Sr,,21,1,NA,15,24,39,31,0.484,24,0.774,NA,1,NA,11,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Adelphi Panthers,3,2016,NE10,899,6,"Abreu, Chelsea",Fr,,21,0,NA,5,2,7,17,0.294,11,0.647,1,NA,NA,7,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA
Adelphi Panthers,3,2016,NE10,899,10,"Stanco, Nicki",Fr,,20,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Adelphi Panthers,3,2016,NE10,899,1,"Graziano, Jill",Jr,,18,0,NA,4,2,6,14,0.286,6,0.429,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,16,"Osmulski, Kelly",Sr,,17,17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
Adelphi Panthers,3,2016,NE10,899,3,"Zalewski, Casey",Jr,,15,0,NA,6,2,8,14,0.429,10,0.714,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,24,"Borges, Chandley",So,,11,0,NA,1,2,3,7,0.143,5,0.714,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,31,"Peterson, Hailey",So,,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,NA,"8,405",10,4.283,6,0.375,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,20,"Brooks, Kateri",So,,10,0,NA,2,NA,2,7,0.286,4,0.571,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2016,NE10,899,25,"Schneider, Allison",So,,10,0,NA,NA,NA,0,2,NA,1,0.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,2,"Salmon, Taylor",Sr,,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2016,NE10,899,34,"Malles, Kelsey",Sr,,7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,18,"Beier, Kate",Fr,,22,0,NA,10,3,13,27,0.37,21,0.778,1,1,NA,17,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2015,NE10,899,7,"Weber, Ryley",So,,22,22,NA,NA,NA,0,2,NA,1,0.5,NA,NA,NA,57,NA,40,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6,86,NA,NA
Adelphi Panthers,3,2015,NE10,899,5,"Jahelka, Jacqueline",So,,22,22,NA,68,18,86,115,0.591,90,0.783,7,2,NA,34,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Adelphi Panthers,3,2015,NE10,899,26,"Stackpole, Kaitlyn",N/A,D,22,22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,25,NA,28,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
Adelphi Panthers,3,2015,NE10,899,28,"Aitkens, Rachel",Jr,,22,4,NA,14,7,21,30,0.467,23,0.767,1,1,NA,10,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,33,"Rosellini, Camille",Jr,,22,21,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40,NA,17,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA
Adelphi Panthers,3,2015,NE10,899,36,"Hayes, Taylor",Jr,,22,21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,NA,8,NA,NA,NA,22,21,"66,464",87,4.712,75,0.463,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,15,"Froccaro, Alexa",Sr,,22,22,NA,72,26,98,168,0.429,110,0.655,3,2,4,32,NA,29,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA
Adelphi Panthers,3,2015,NE10,899,6,"Janelli, Lauren",Sr,,22,22,NA,1,3,4,1,1,1,1,NA,NA,NA,34,NA,20,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,4,12,NA,NA
Adelphi Panthers,3,2015,NE10,899,4,"Jaycox, Danielle",Sr,,22,22,NA,39,12,51,70,0.557,56,0.8,2,3,NA,36,NA,17,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,4,9,NA,NA
Adelphi Panthers,3,2015,NE10,899,2,"Mills, Felicia",Sr,,22,22,NA,14,3,17,33,0.424,24,0.727,1,1,NA,14,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,134,NA,NA
Adelphi Panthers,3,2015,NE10,899,12,"O'Brien, Rachel",Jr,,22,22,NA,39,50,89,100,0.39,70,0.7,5,1,NA,19,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
Adelphi Panthers,3,2015,NE10,899,19,"Keesling, Emily",Jr,,22,21,NA,37,22,59,80,0.462,62,0.775,1,2,NA,25,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
Adelphi Panthers,3,2015,NE10,899,16,"Osmulski, Kelly",So,,20,14,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,20,NA,19,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
Adelphi Panthers,3,2015,NE10,899,13,"Scannell, Michele",N/A,,20,0,NA,8,4,12,25,0.32,17,0.68,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
Adelphi Panthers,3,2015,NE10,899,22,"Montano, Danielle",Jr,,16,0,NA,7,5,12,12,0.583,9,0.75,NA,1,NA,4,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Adelphi Panthers,3,2015,NE10,899,23,"Graham, Jen",So,,16,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Adelphi Panthers,3,2015,NE10,899,1,"Graziano, Jill",So,,14,0,NA,4,2,6,15,0.267,13,0.867,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,17,"Langston, Taylor",Jr,,13,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,12,1,"12,210",20,5.897,15,0.429,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2015,NE10,899,14,"Ann, Beth",N/A,,12,0,NA,2,1,3,7,0.286,4,0.571,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2015,NE10,899,3,"Zalewski, Casey",So,,10,0,NA,8,3,11,13,0.615,13,1,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,34,"Marran, Stephanie",N/A,,9,1,NA,2,1,3,4,0.5,4,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Adelphi Panthers,3,2015,NE10,899,27,"Gallo, Gianna",Jr,,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,8,"Sinacori, Danielle",N/A,,7,0,NA,2,NA,2,2,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi Panthers,3,2015,NE10,899,24,"Borges, Chandley",N/A,,7,0,NA,5,6,11,8,0.625,7,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Adelphi Panthers,3,2015,NE10,899,9,"Sinclair, Kelly",N/A,,6,0,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
