team_name,team_id,season,conference,conference_id,jersey,player,pos,yr,g,gs
SUNY Delhi Broncos,30225,2018,NA,NA,0,"Shuaib, Al",,Fr,5,1
SUNY Delhi Broncos,30225,2018,NA,NA,19,"Spaziani, Mitch",,So,10,9
SUNY Delhi Broncos,30225,2018,NA,NA,55,"Talbert, Malik",,Jr,10,10
SUNY Delhi Broncos,30225,2018,NA,NA,11,"Tillman, Sean",,Fr,8,1
SUNY Delhi Broncos,30225,2018,NA,NA,1,"Woessner, Brad",,So,1,0
Wheeling Cardinals,12799,2020,DII Independent,NA,20,"Arbaugh, Brenden",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,23,"Bacchiochi, Daniel",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,6,"Burns, Phillip",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,42,"Buzzelli, Connor",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,27,"Cato, Cody",,Jr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,50,"Caven, Shawn",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,4,"Coggins, Patrick",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,15,"Getz, Travis",,Jr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,22,"Getz, Jordan",,Jr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,24,"Ginnetti, Donald",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,14,"Larouere, Noah",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,21,"Leech, Isaac",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,34,"Muhl, Ryan",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,1,"Ortega, Oscar",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,5,"Richardson, Rob",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,18,"Schonhiutt, Michael",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,36,"Skinner, Samuel",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,2,"Smith, Jamison",,Sr,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,25,"Stakes, Ryan",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,8,"Tirado, Antonio",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,17,"Turley, Austin",,So,0,0
Wheeling Cardinals,12799,2020,DII Independent,NA,48,"Turner, Preston",,Sr,0,0
Young Harris Mountain Lions,30154,2014,NA,NA,0,"Appolonia, Joe",,So,15,2
Young Harris Mountain Lions,30154,2014,NA,NA,21,"Ashley, Alex",,So,4,0
Young Harris Mountain Lions,30154,2014,NA,NA,8,"Barrett, Zac",,Fr,15,14
Young Harris Mountain Lions,30154,2014,NA,NA,15,"Fancher, Eric",,Fr,15,1
Young Harris Mountain Lions,30154,2014,NA,NA,13,"Griffin-Bailey, Walter",,Fr,4,0
Young Harris Mountain Lions,30154,2014,NA,NA,33,"Hasty, Jacob",,Fr,12,5
Young Harris Mountain Lions,30154,2014,NA,NA,37,"Henize, Kyle",,Jr,0,0
Young Harris Mountain Lions,30154,2014,NA,NA,24,"Jordan, Stephen",,Fr,14,10
Young Harris Mountain Lions,30154,2014,NA,NA,1,"Kim, Andrew",,Sr,15,13
Young Harris Mountain Lions,30154,2014,NA,NA,7,"Laird, Zachary",,Fr,15,13
Young Harris Mountain Lions,30154,2014,NA,NA,27,"McBroom, Mason",,So,15,2
Young Harris Mountain Lions,30154,2014,NA,NA,66,"Ningard, Ryan",,Sr,15,13
Young Harris Mountain Lions,30154,2014,NA,NA,23,"Ostrowski, Kerry",,Fr,14,12
Young Harris Mountain Lions,30154,2014,NA,NA,2,"Parker, Bobby",,Sr,15,12
Young Harris Mountain Lions,30154,2014,NA,NA,5,"Peek, Will",,Fr,11,1
Young Harris Mountain Lions,30154,2014,NA,NA,11,"Pickowitz, Ryan",,So,10,1
Young Harris Mountain Lions,30154,2014,NA,NA,3,"Pittman, Connor",,Fr,8,1
Young Harris Mountain Lions,30154,2014,NA,NA,9,"Price, Tyler",,So,5,4
Young Harris Mountain Lions,30154,2014,NA,NA,10,"Robertson, Phillip",,So,14,12
Young Harris Mountain Lions,30154,2014,NA,NA,45,"Schneider, Alex",,Fr,6,2
Young Harris Mountain Lions,30154,2014,NA,NA,20,"Shepardson, Tanner",,So,15,12
Young Harris Mountain Lions,30154,2014,NA,NA,14,"Siemen, Sean",,Fr,2,0
Young Harris Mountain Lions,30154,2014,NA,NA,4,"Spadafora, Matt",,So,15,9
Young Harris Mountain Lions,30154,2014,NA,NA,44,"Staniewicz, Adam",,So,15,0
Young Harris Mountain Lions,30154,2014,NA,NA,99,"Wilkinson, Reed",,So,10,2
Young Harris Mountain Lions,30154,2013,NA,NA,1,"Adams, Ronnie",,Fr,10,8
Young Harris Mountain Lions,30154,2013,NA,NA,22,"Amell, Matt",,Fr,12,7
Young Harris Mountain Lions,30154,2013,NA,NA,0,"Appolonia, Joe",,Fr,12,0
Young Harris Mountain Lions,30154,2013,NA,NA,21,"Ashley, Alex",,Fr,5,2
Young Harris Mountain Lions,30154,2013,NA,NA,13,"Bramblett, Tyler",,Fr,10,1
Young Harris Mountain Lions,30154,2013,NA,NA,16,"Brown, Jarrett",,Fr,0,0
Young Harris Mountain Lions,30154,2013,NA,NA,4,"Campaneria, Chris",,Fr,2,0
Young Harris Mountain Lions,30154,2013,NA,NA,69,"Daly, Kevin",,Fr,3,0
Young Harris Mountain Lions,30154,2013,NA,NA,37,"Henize, Kyle",,So,2,0
Young Harris Mountain Lions,30154,2013,NA,NA,33,"Kim, Andrew",,Jr,11,10
Young Harris Mountain Lions,30154,2013,NA,NA,2,"Lindquist, Marcus",,Fr,12,7
Young Harris Mountain Lions,30154,2013,NA,NA,7,"Mata, Rene",,Fr,0,0
Young Harris Mountain Lions,30154,2013,NA,NA,76,"Matthews, Mike",,Sr,12,2
Young Harris Mountain Lions,30154,2013,NA,NA,27,"McBroom, Mason",,Fr,11,0
Young Harris Mountain Lions,30154,2013,NA,NA,15,"Moran, Patrick",,Fr,9,8
Young Harris Mountain Lions,30154,2013,NA,NA,32,"Naftal, Alex",,Fr,6,2
Young Harris Mountain Lions,30154,2013,NA,NA,66,"Ningard, Ryan",,Jr,12,12
Young Harris Mountain Lions,30154,2013,NA,NA,24,"Parker, Bobby",,Jr,9,7
Young Harris Mountain Lions,30154,2013,NA,NA,5,"Peek, Will",,Fr,8,8
Young Harris Mountain Lions,30154,2013,NA,NA,11,"Pickowitz, Ryan",,Fr,9,3
Young Harris Mountain Lions,30154,2013,NA,NA,9,"Price, Tyler",,Fr,12,12
Young Harris Mountain Lions,30154,2013,NA,NA,23,"Rice, Darian",,Fr,2,0
Young Harris Mountain Lions,30154,2013,NA,NA,67,"Rivait, Jeff",,So,12,2
Young Harris Mountain Lions,30154,2013,NA,NA,10,"Robertson, Phillip",,Fr,12,10
Young Harris Mountain Lions,30154,2013,NA,NA,20,"Shepardson, Tanner",,Fr,12,12
Young Harris Mountain Lions,30154,2013,NA,NA,45,"Spadafora, Matt",,Fr,11,0
Young Harris Mountain Lions,30154,2013,NA,NA,44,"Staniewicz, Adam",,Fr,8,2
Young Harris Mountain Lions,30154,2013,NA,NA,12,"Warbington, Andrew",,Fr,8,2
Young Harris Mountain Lions,30154,2013,NA,NA,99,"Wilkinson, Reed",,Fr,5,3
Young Harris Mountain Lions,30154,2013,NA,NA,6,"Woodruff, Tyler",,Fr,1,0
