team_name,team_id,season,conference,conference_id,jersey,player,pos,yr,g,gs
Akron Zips,5,2022,MAC,875,13,"Bowling, Lillian",M,So,1,0
Akron Zips,5,2022,MAC,875,7,"Boyd, Noelle",M,So,17,17
Akron Zips,5,2022,MAC,875,35,"Clinkscales, Jaelyn",M,Fr,14,1
Akron Zips,5,2022,MAC,875,24,"Dennison, Anna",M,Sr,13,13
Akron Zips,5,2022,MAC,875,9,"Doletzky, Madison",ATT,Jr,0,0
Akron Zips,5,2022,MAC,875,18,"Dunphy, Alayna",ATT,Jr,3,1
Akron Zips,5,2022,MAC,875,3,"Edkins, Olivia",M,Fr,10,0
Akron Zips,5,2022,MAC,875,22,"Fortman, Kelli",D,So,0,0
Akron Zips,5,2022,MAC,875,8,"Franklin, Sydney",M,Jr,0,0
Akron Zips,5,2022,MAC,875,21,"Frombach, Julia",M,Jr,17,17
Akron Zips,5,2022,MAC,875,17,"Glassey, Jacqueline",ATT,So,17,1
Akron Zips,5,2022,MAC,875,23,"Hardy, Alexi",D,So,13,2
Akron Zips,5,2022,MAC,875,32,"Harner, Bryanne",M,Fr,1,0
Akron Zips,5,2022,MAC,875,2,"Harris, Kylie",M,Fr,17,6
Akron Zips,5,2022,MAC,875,0,"Henninge, Emma",GK,Jr,0,0
Akron Zips,5,2022,MAC,875,14,"Hererra, Chloe",M,So,17,7
Akron Zips,5,2022,MAC,875,10,"Kiefer, Alexis",M,Jr,17,17
Akron Zips,5,2022,MAC,875,12,"Kirwan, Mackenzie",M,So,7,6
Akron Zips,5,2022,MAC,875,27,"Krochmal, Calista",ATT,Jr,1,0
Akron Zips,5,2022,MAC,875,1,"Kunttu, Kaija",M,Jr,17,13
Akron Zips,5,2022,MAC,875,28,"Lapp, Ashley",GK,So,16,16
Akron Zips,5,2022,MAC,875,33,"Mahaffey, Gabby",M,Fr,2,0
Akron Zips,5,2022,MAC,875,16,"McMullen, Abby",M,Jr,17,17
Akron Zips,5,2022,MAC,875,6,"Pattison, Sarah",ATT,Jr,14,5
Akron Zips,5,2022,MAC,875,25,"Patton, Camille",ATT,So,1,0
Akron Zips,5,2022,MAC,875,19,"Rech, Sarah",D,Jr,17,16
Akron Zips,5,2022,MAC,875,15,"Ridener, Jenna",D,Jr,17,17
Akron Zips,5,2022,MAC,875,40,"Sanders, Hannah",GK,Fr,8,1
Akron Zips,5,2022,MAC,875,30,"Schaefer, Abby",ATT,Jr,3,0
Akron Zips,5,2022,MAC,875,36,"Schwab, Graceann",M,Fr,0,0
Akron Zips,5,2022,MAC,875,20,"Shewbridge, Madeline",ATT,So,8,0
Akron Zips,5,2022,MAC,875,5,"Silverheels, Anjali",ATT,So,17,17
Akron Zips,5,2022,MAC,875,11,"Szejk, Izzy",ATT,Fr,17,3
Akron Zips,5,2022,MAC,875,26,"Trickett, Antonia",M,So,13,11
Akron Zips,5,2021,MAC,875,13,"Bowling, Lillian",M,Fr,3,0
Akron Zips,5,2021,MAC,875,3,"Boyd, Noelle",M,Fr,15,15
Akron Zips,5,2021,MAC,875,29,"Dennison, Anna",M,Jr,15,15
Akron Zips,5,2021,MAC,875,9,"Doletzky, Madison",M,Fr,3,0
Akron Zips,5,2021,MAC,875,18,"Dunphy, Alayna",ATT,Fr,3,0
Akron Zips,5,2021,MAC,875,22,"Fortman, Kelli",D,Fr,0,0
Akron Zips,5,2021,MAC,875,8,"Franklin, Sydney",M,Fr,0,0
Akron Zips,5,2021,MAC,875,21,"Frombach, Julia",M,Fr,15,15
Akron Zips,5,2021,MAC,875,17,"Glassey, Jacqueline",ATT,Fr,14,7
Akron Zips,5,2021,MAC,875,23,"Hardy, Alexi",D,Fr,15,7
Akron Zips,5,2021,MAC,875,0,"Henninge, Emma",GK,Fr,1,0
Akron Zips,5,2021,MAC,875,14,"Hererra, Chloe",M,Fr,12,1
Akron Zips,5,2021,MAC,875,10,"Kiefer, Alexis",M,Fr,15,15
Akron Zips,5,2021,MAC,875,12,"Kirwan, Mackenzie",M,Fr,11,4
Akron Zips,5,2021,MAC,875,27,"Krochmal, Calista",ATT,Fr,0,0
Akron Zips,5,2021,MAC,875,1,"Kunttu, Kaija",M,Fr,14,11
Akron Zips,5,2021,MAC,875,28,"Lapp, Ashley",GK,Fr,14,11
Akron Zips,5,2021,MAC,875,99,"Lerch, Abby",GK,Fr,10,4
Akron Zips,5,2021,MAC,875,16,"McMullen, Abby",M,Fr,15,15
Akron Zips,5,2021,MAC,875,6,"Pattison, Sarah",ATT,Fr,12,3
Akron Zips,5,2021,MAC,875,25,"Patton, Camille",ATT,Fr,7,0
Akron Zips,5,2021,MAC,875,19,"Rech, Sarah",D,Fr,13,11
Akron Zips,5,2021,MAC,875,15,"Ridener, Jenna",D,Fr,13,11
Akron Zips,5,2021,MAC,875,4,"Riggins, Kaylee",M,So,11,10
Akron Zips,5,2021,MAC,875,30,"Schaefer, Abby",ATT,Fr,15,5
Akron Zips,5,2021,MAC,875,20,"Shewbridge, Madeline",ATT,Fr,14,4
Akron Zips,5,2021,MAC,875,5,"Silverheels, Anjali",ATT,Fr,15,8
Akron Zips,5,2021,MAC,875,7,"Sweeney, Allie",D,Fr,10,8
Akron Zips,5,2021,MAC,875,11,"Townsend, Tahlia",M,Fr,2,0
Akron Zips,5,2020,ASUN,920,3,"Buzzelli, Gianna",M,Fr,7,6
Akron Zips,5,2020,ASUN,920,28,"Costigan, Falon",GK,Fr,3,3
Akron Zips,5,2020,ASUN,920,29,"Dennison, Anna",M,Jr,7,7
Akron Zips,5,2020,ASUN,920,9,"Doletzky, Madison",M,Fr,1,0
Akron Zips,5,2020,ASUN,920,18,"Dunphy, Alayna",ATT,Fr,3,0
Akron Zips,5,2020,ASUN,920,8,"Franklin, Sydney",M,Fr,6,2
Akron Zips,5,2020,ASUN,920,21,"Frombach, Julia",M,Fr,7,7
Akron Zips,5,2020,ASUN,920,0,"Henninge, Emma",GK,Fr,0,0
Akron Zips,5,2020,ASUN,920,10,"Kiefer, Alexis",M,Fr,7,7
Akron Zips,5,2020,ASUN,920,27,"Krochmal, Calista",ATT,Fr,7,2
Akron Zips,5,2020,ASUN,920,1,"Kunttu, Kaija",M,Fr,7,7
Akron Zips,5,2020,ASUN,920,99,"Lerch, Abby",GK,Fr,7,4
Akron Zips,5,2020,ASUN,920,16,"McMullen, Abby",DM,Fr,7,7
Akron Zips,5,2020,ASUN,920,5,"Morris, Kaitlyn",ATT,Fr,7,7
Akron Zips,5,2020,ASUN,920,6,"Pattison, Sarah",ATT,Fr,6,0
Akron Zips,5,2020,ASUN,920,19,"Rech, Sarah",D,Fr,6,3
Akron Zips,5,2020,ASUN,920,15,"Ridener, Jenna",D,Fr,7,7
Akron Zips,5,2020,ASUN,920,4,"Riggins, Kaylee",M,So,7,7
