team_name,team_id,season,conference,conference_id,jersey,player,pos,yr,g,gs
Dean Bulldogs,30219,2017,NA,NA,12,"Cassanelli, Alex",,N/A,8,8
Dean Bulldogs,30219,2017,NA,NA,21,"DeSisto, Nicole",,N/A,8,8
Dean Bulldogs,30219,2017,NA,NA,16,"Dickson, Kim",,N/A,11,11
Dean Bulldogs,30219,2017,NA,NA,9,"Dorfman, Jennifer",,N/A,10,10
Dean Bulldogs,30219,2017,NA,NA,0,"Felto, Madison-Bailey",,N/A,9,9
Dean Bulldogs,30219,2017,NA,NA,2,"Fisher, Makayla",,N/A,11,11
Dean Bulldogs,30219,2017,NA,NA,11,"Gomes, Sydnie",,N/A,10,10
Dean Bulldogs,30219,2017,NA,NA,5,"Hebert, Madison",,N/A,8,6
Dean Bulldogs,30219,2017,NA,NA,17,"Jobst, Kirsten",,N/A,11,11
Dean Bulldogs,30219,2017,NA,NA,13,"LeBeau, Madeline",,N/A,6,6
Dean Bulldogs,30219,2017,NA,NA,7,"Saunders, Briana",,N/A,6,5
Dean Bulldogs,30219,2017,NA,NA,1,"Thompson-, Bernadette",,N/A,5,3
East. Mennonite Royals,203,2020,NA,NA,3,"Argueta-Rivas, Cindy",D,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,27,"Ba, Zyeasha",D,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,22,"Davis, Mykenzie",M,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,6,"Eby, Ashlyn",D,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,17,"Garcia-Sanchez, Briana",ATT,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,7,"Gardner, Kenzie",M,Fr,2,1
East. Mennonite Royals,203,2020,NA,NA,23,"Ghally, Juliana",ATT,Fr,1,0
East. Mennonite Royals,203,2020,NA,NA,20,"Habr, Callie",D,Fr,2,1
East. Mennonite Royals,203,2020,NA,NA,8,"Hammond, Cat",ATT,So,2,2
East. Mennonite Royals,203,2020,NA,NA,2,"Hedgepeth, Skylar",D,So,2,2
East. Mennonite Royals,203,2020,NA,NA,5,"Johnson, Katie",ATT,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,15,"Miller, Nicole",D,So,2,1
East. Mennonite Royals,203,2020,NA,NA,26,"Nixon, Arianna",GK,Fr,2,2
East. Mennonite Royals,203,2020,NA,NA,1,"Sainvilus, Jaida",D,Fr,1,0
East. Mennonite Royals,203,2020,NA,NA,10,"Tricarico, Morgan",ATT,Fr,2,2
IIT Scarlet Hawks,30172,2016,NA,NA,11,"Arias, Isa",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,12,"Avila, Abigail",,So,4,1
IIT Scarlet Hawks,30172,2016,NA,NA,3,"Badiola, Chelsea",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,21,"Bennett, Heather",,So,6,5
IIT Scarlet Hawks,30172,2016,NA,NA,20,"Borowcyzk, Hailey",D,Fr,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,20,"Carrerou, Florencia",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,13,"Colby, Sarah",A,N/A,6,6
IIT Scarlet Hawks,30172,2016,NA,NA,1,"Cusack, Catherine",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,15,"DeLuca, Alyssa",M,N/A,7,7
IIT Scarlet Hawks,30172,2016,NA,NA,1,"Eraas, Marina",D,N/A,8,8
IIT Scarlet Hawks,30172,2016,NA,NA,5,"Fitzpatrick-Meyers, Isabel",M,Fr,8,7
IIT Scarlet Hawks,30172,2016,NA,NA,11,"Hoeller, Mimi",,N/A,6,2
IIT Scarlet Hawks,30172,2016,NA,NA,12,"Jones, Christian",D,Fr,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,18,"Kuitse, Mariah",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,1,"Ledbetter, Shacara",A,Fr,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,8,"Maciorowski, Sarah",M,Fr,7,7
IIT Scarlet Hawks,30172,2016,NA,NA,9,"Meredith, Madison",M,N/A,8,8
IIT Scarlet Hawks,30172,2016,NA,NA,5,"Meyers, Isabel",,Fr,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,4,"Miller, Alex",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,2,"Nguyen, Sany",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,3,"Perez, Clarissa",,N/A,2,0
IIT Scarlet Hawks,30172,2016,NA,NA,16,"Reineke, Cassandra",D,Fr,8,8
IIT Scarlet Hawks,30172,2016,NA,NA,24,"Reynolds, Abbie",,N/A,8,4
IIT Scarlet Hawks,30172,2016,NA,NA,2,"Rubin, Isabella",D,N/A,8,8
IIT Scarlet Hawks,30172,2016,NA,NA,23,"Sanabria, Ashleyann",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,4,"Sanankoua, Nene",M,Fr,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,12,"Stromberg, Breanne",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,6,"Sutkus, Ginta",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,22,"Thompson, Taylor",,So,5,3
IIT Scarlet Hawks,30172,2016,NA,NA,11,"Torres, Sarah",,So,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,21,"Villagrana, Briana",GK,Fr,8,6
IIT Scarlet Hawks,30172,2016,NA,NA,17,"Woog, Emilie",,So,8,8
IIT Scarlet Hawks,30172,2016,NA,NA,6,"Wu, Kelly",,Fr,0,0
IIT Scarlet Hawks,30172,2016,NA,NA,22,"Young, Jennifer",GK,N/A,8,8
IIT Scarlet Hawks,30172,2015,NA,NA,11,"Arias, Isa",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,14,"Avila, Abigail",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,3,"Badiola, Chelsea",,Fr,15,15
IIT Scarlet Hawks,30172,2015,NA,NA,21,"Bennett, Heather",,Fr,16,16
IIT Scarlet Hawks,30172,2015,NA,NA,20,"Borowcyzk, Hailey",D,N/A,14,14
IIT Scarlet Hawks,30172,2015,NA,NA,20,"Carrerou, Florencia",,Fr,16,16
IIT Scarlet Hawks,30172,2015,NA,NA,1,"Cusack, Catherine",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,5,"Fitzpatrick-Meyers, Isabel",M,N/A,1,1
IIT Scarlet Hawks,30172,2015,NA,NA,12,"Jones, Christian",D,N/A,16,15
IIT Scarlet Hawks,30172,2015,NA,NA,18,"Kuitse, Mariah",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,1,"Ledbetter, Shacara",A,N/A,16,10
IIT Scarlet Hawks,30172,2015,NA,NA,8,"Maciorowski, Sarah",M,N/A,14,14
IIT Scarlet Hawks,30172,2015,NA,NA,5,"Meyers, Isabel",,N/A,15,15
IIT Scarlet Hawks,30172,2015,NA,NA,4,"Miller, Alex",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,2,"Nguyen, Sany",,Fr,2,0
IIT Scarlet Hawks,30172,2015,NA,NA,16,"Reineke, Cassandra",D,N/A,16,16
IIT Scarlet Hawks,30172,2015,NA,NA,23,"Sanabria, Ashleyann",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,4,"Sanankoua, Nene",M,N/A,11,10
IIT Scarlet Hawks,30172,2015,NA,NA,12,"Stromberg, Breanne",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,6,"Sutkus, Ginta",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,22,"Thompson, Taylor",,Fr,0,0
IIT Scarlet Hawks,30172,2015,NA,NA,11,"Torres, Sarah",,Fr,16,16
IIT Scarlet Hawks,30172,2015,NA,NA,21,"Villagrana, Briana",GK,N/A,16,16
IIT Scarlet Hawks,30172,2015,NA,NA,17,"Woog, Emilie",,Fr,16,16
IIT Scarlet Hawks,30172,2015,NA,NA,6,"Wu, Kelly",,N/A,2,0
IIT Scarlet Hawks,30172,2014,NA,NA,11,"Arias, Isa",,N/A,0,0
IIT Scarlet Hawks,30172,2014,NA,NA,14,"Avila, Abigail",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,3,"Badiola, Chelsea",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,21,"Bennett, Heather",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,20,"Carrerou, Florencia",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,1,"Cusack, Catherine",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,18,"Kuitse, Mariah",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,4,"Miller, Alex",,N/A,0,0
IIT Scarlet Hawks,30172,2014,NA,NA,2,"Nguyen, Sany",,N/A,0,0
IIT Scarlet Hawks,30172,2014,NA,NA,23,"Sanabria, Ashleyann",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,12,"Stromberg, Breanne",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,6,"Sutkus, Ginta",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,22,"Thompson, Taylor",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,9,"Torres, Sarah",,N/A,1,1
IIT Scarlet Hawks,30172,2014,NA,NA,17,"Woog, Emilie",,N/A,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,21,"Albanese, Amy",,Fr,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,4,"Anderson, Elizabeth",,Fr,1,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,13,"Bennett, Demi",D,N/A,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,1,"Chestnut, Briana",,Fr,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,8,"Christensen, Katie",,Fr,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,3,"Deeley, Kaitlin",,Fr,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,15,"Dewling, Madalyn",A,N/A,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,22,"Dixon, Jill",,Fr,1,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,12,"Edwards, Shannan",D,N/A,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,7,"Finnerty, Rose",,N/A,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,35,"Harvey, Kelsey",,N/A,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,23,"Houck, Elyse",,Fr,1,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,2,"Hrobuchak, Jen",,Fr,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,32,"Hull, Kristen",M,N/A,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,10,"Hutchison, Sarah",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,26,"Jarvis, Alyssa",,N/A,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,12,"Jones, Emily",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,14,"King, Audi",,Fr,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,13,"Knutson, Emily",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,32,"Lundgren, Marissa",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,6,"Mahovlic, Kathryn",,N/A,1,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,20,"Massengale, Heather",,N/A,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,11,"Matsuura, Aleisha",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,5,"Matthewman, Kelly",A,N/A,1,1
Notre Dame (OH) Falcons,30126,2011,NA,NA,24,"Matusik, Amanda",,N/A,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,9,"Meola, Mickayla",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,17,"Moore, Emily",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,6,"Morse, Jenn",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,19,"Myrup, Staci",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,55,"Phillips, Ally",G,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,7,"Rainieri, Marisa",,Fr,0,0
Notre Dame (OH) Falcons,30126,2011,NA,NA,31,"Tarasco, Rachel",,Fr,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,21,"Albanese, Amy",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,4,"Anderson, Elizabeth",,N/A,1,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,1,"Chestnut, Briana",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,8,"Christensen, Katie",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,3,"Deeley, Kaitlin",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,22,"Dixon, Jill",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,23,"Houck, Elyse",,N/A,0,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,2,"Hrobuchak, Jen",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,10,"Hutchison, Sarah",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,12,"Jones, Emily",,N/A,0,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,14,"King, Audi",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,13,"Knutson, Emily",,N/A,1,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,32,"Lundgren, Marissa",,N/A,0,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,11,"Matsuura, Aleisha",,N/A,1,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,9,"Meola, Mickayla",,N/A,0,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,17,"Moore, Emily",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,6,"Morse, Jenn",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,19,"Myrup, Staci",,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,55,"Phillips, Ally",g,N/A,1,1
Notre Dame (OH) Falcons,30126,2010,NA,NA,7,"Rainieri, Marisa",,N/A,1,0
Notre Dame (OH) Falcons,30126,2010,NA,NA,31,"Tarasco, Rachel",,N/A,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,24,"Adamskil, Laura",,N/A,1,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,21,"Cluck, Amanda",M,N/A,15,6
Roberts Wesleyan Redhawks,30150,2014,NA,NA,8,"Covel, Kelsey",A,Fr,16,11
Roberts Wesleyan Redhawks,30150,2014,NA,NA,9,"Dionne, Harmony",,N/A,7,3
Roberts Wesleyan Redhawks,30150,2014,NA,NA,22,"Dunn, Loren",,So,17,17
Roberts Wesleyan Redhawks,30150,2014,NA,NA,3,"Elwood, Alyssa",,N/A,9,3
Roberts Wesleyan Redhawks,30150,2014,NA,NA,6,"Fox, Ali",M,Fr,17,17
Roberts Wesleyan Redhawks,30150,2014,NA,NA,14,"Hart, Christina",D,N/A,17,17
Roberts Wesleyan Redhawks,30150,2014,NA,NA,4,"Higgins, Paige",,Fr,7,1
Roberts Wesleyan Redhawks,30150,2014,NA,NA,10,"Jackowski, Cassley",,N/A,17,16
Roberts Wesleyan Redhawks,30150,2014,NA,NA,13,"Jo Marr, Billie",,Fr,17,16
Roberts Wesleyan Redhawks,30150,2014,NA,NA,2,"Kendall, Alison",,So,17,17
Roberts Wesleyan Redhawks,30150,2014,NA,NA,16,"Link, Victoria",G,Fr,16,16
Roberts Wesleyan Redhawks,30150,2014,NA,NA,12,"Marks, Lauren",M,Fr,16,9
Roberts Wesleyan Redhawks,30150,2014,NA,NA,25,"Mcclure, Stephanie",GK,So,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,18,"Ondus, Skylar",D,N/A,12,5
Roberts Wesleyan Redhawks,30150,2014,NA,NA,5,"Patrone, Amanda",,So,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,18,"Phillips, Alex",,So,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,23,"Sell, Marissa",,So,9,6
Roberts Wesleyan Redhawks,30150,2014,NA,NA,20,"Silwoski, Lillian",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2014,NA,NA,17,"Sinicropi, Alicia",,N/A,13,8
Roberts Wesleyan Redhawks,30150,2014,NA,NA,15,"Smith, Meredith",,So,16,16
Roberts Wesleyan Redhawks,30150,2014,NA,NA,11,"Tucker, Savannah",,N/A,17,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,4,"Adams, Caitlin",A,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,21,"Callahan, Brittany",,N/A,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,16,"Catteau, Theresa",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,8,"Covel, Kelsey",A,N/A,16,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,22,"Dunn, Loren",,Fr,16,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,10,"Eschner, Tori",,N/A,1,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,13,"Farnsworth, Kara",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,7,"Fields, Fallon",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,6,"Fox, Ali",M,N/A,16,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,4,"Higgins, Paige",,N/A,7,3
Roberts Wesleyan Redhawks,30150,2013,NA,NA,13,"Jo Marr, Billie",D,N/A,16,15
Roberts Wesleyan Redhawks,30150,2013,NA,NA,2,"Kendall, Alison",,Fr,14,12
Roberts Wesleyan Redhawks,30150,2013,NA,NA,24,"Kendall, Lindsay",,Fr,16,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,16,"Link, Victoria",G,N/A,15,10
Roberts Wesleyan Redhawks,30150,2013,NA,NA,12,"Marks, Lauren",M,N/A,14,12
Roberts Wesleyan Redhawks,30150,2013,NA,NA,25,"Mcclure, Stephanie",GK,Fr,14,8
Roberts Wesleyan Redhawks,30150,2013,NA,NA,3,"Mueller, Lauren",,Fr,16,16
Roberts Wesleyan Redhawks,30150,2013,NA,NA,5,"Patrone, Amanda",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,18,"Phillips, Alex",,Fr,12,11
Roberts Wesleyan Redhawks,30150,2013,NA,NA,8,"Prestigiacomo, Amanda",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2013,NA,NA,17,"Sell, Vanessa",,Fr,5,4
Roberts Wesleyan Redhawks,30150,2013,NA,NA,23,"Sell, Marissa",,Fr,10,8
Roberts Wesleyan Redhawks,30150,2013,NA,NA,20,"Silwoski, Lillian",,N/A,15,14
Roberts Wesleyan Redhawks,30150,2013,NA,NA,15,"Smith, Meredith",,Fr,15,15
Roberts Wesleyan Redhawks,30150,2013,NA,NA,6,"West, Hailey",,Fr,0,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,4,"Adams, Caitlin",A,N/A,6,6
Roberts Wesleyan Redhawks,30150,2012,NA,NA,16,"Catteau, Theresa",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,13,"Farnsworth, Kara",,N/A,8,8
Roberts Wesleyan Redhawks,30150,2012,NA,NA,7,"Fields, Fallon",,N/A,8,2
Roberts Wesleyan Redhawks,30150,2012,NA,NA,2,"Kendall, Alison",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,24,"Kendall, Lindsay",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,25,"Mcclure, Stephanie",GK,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,3,"Mueller, Lauren",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,5,"Patrone, Amanda",,N/A,2,0
Roberts Wesleyan Redhawks,30150,2012,NA,NA,18,"Phillips, Alex",,N/A,8,8
Roberts Wesleyan Redhawks,30150,2012,NA,NA,8,"Prestigiacomo, Amanda",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,17,"Sell, Vanessa",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,23,"Sell, Marissa",,N/A,6,5
Roberts Wesleyan Redhawks,30150,2012,NA,NA,15,"Smith, Meredith",,N/A,9,9
Roberts Wesleyan Redhawks,30150,2012,NA,NA,6,"West, Hailey",,N/A,9,7
Shorter Lady Hawks,30151,2014,NA,NA,16,"Abbey, Alex",,N/A,12,1
Shorter Lady Hawks,30151,2014,NA,NA,35,"Allen, Patrice",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,21,"Armstrong, Avery",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,2,"Bell, Kayla",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,14,"Beverly, Shelby",,Fr,13,11
Shorter Lady Hawks,30151,2014,NA,NA,19,"Cave, Rita",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,17,"Chambers, Kari",,Fr,13,13
Shorter Lady Hawks,30151,2014,NA,NA,27,"Curlee, Sarah",,Fr,3,0
Shorter Lady Hawks,30151,2014,NA,NA,14,"Dixe, Whitney",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,3,"Fevella, Bethany",,So,12,8
Shorter Lady Hawks,30151,2014,NA,NA,34,"Fleeger, Alex",,N/A,4,0
Shorter Lady Hawks,30151,2014,NA,NA,27,"Forkner, Blake",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,2,"Fusan, Emily",,Fr,12,3
Shorter Lady Hawks,30151,2014,NA,NA,11,"Hambrick, Katie",,Fr,0,0
Shorter Lady Hawks,30151,2014,NA,NA,12,"Hicks, Amber",,So,13,13
Shorter Lady Hawks,30151,2014,NA,NA,13,"Kube, Nicole",,Fr,2,0
Shorter Lady Hawks,30151,2014,NA,NA,20,"Luna, Karen",,Fr,0,0
Shorter Lady Hawks,30151,2014,NA,NA,11,"Marshall, Crystal",,N/A,13,3
Shorter Lady Hawks,30151,2014,NA,NA,23,"McNEELY, Lindsey",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,1,"Mitchner, Catherine",,N/A,3,0
Shorter Lady Hawks,30151,2014,NA,NA,4,"Moody, Taylor",,So,13,13
Shorter Lady Hawks,30151,2014,NA,NA,24,"Nuqui, Ashley",,Fr,12,2
Shorter Lady Hawks,30151,2014,NA,NA,10,"Ott, Katie",,So,12,12
Shorter Lady Hawks,30151,2014,NA,NA,20,"Pacino, Sophia",,So,0,0
Shorter Lady Hawks,30151,2014,NA,NA,15,"Persichetti, Lauren",,So,13,13
Shorter Lady Hawks,30151,2014,NA,NA,8,"Pranciliauskaite, Ai",,So,10,9
Shorter Lady Hawks,30151,2014,NA,NA,33,"Rojas, Bianca",,So,12,11
Shorter Lady Hawks,30151,2014,NA,NA,19,"Rutherford, Clarissa",,N/A,7,0
Shorter Lady Hawks,30151,2014,NA,NA,9,"Skinner, Rachel",,So,12,12
Shorter Lady Hawks,30151,2014,NA,NA,25,"Smith, Erica",,Fr,0,0
Shorter Lady Hawks,30151,2014,NA,NA,7,"Spero, Devin",,So,11,1
Shorter Lady Hawks,30151,2014,NA,NA,23,"Stoltz, Sammy",,Fr,12,5
Shorter Lady Hawks,30151,2014,NA,NA,26,"Summers, Courtney",,N/A,3,0
Shorter Lady Hawks,30151,2014,NA,NA,5,"Watson-Isom, Desiree",,So,13,10
Shorter Lady Hawks,30151,2014,NA,NA,18,"Wiggins, Mia",,So,13,13
Shorter Lady Hawks,30151,2014,NA,NA,3,"Wynn, Erin",,Fr,10,1
Shorter Lady Hawks,30151,2013,NA,NA,35,"Allen, Patrice",,Fr,0,0
Shorter Lady Hawks,30151,2013,NA,NA,21,"Armstrong, Avery",,Fr,2,2
Shorter Lady Hawks,30151,2013,NA,NA,2,"Bell, Kayla",,Fr,0,0
Shorter Lady Hawks,30151,2013,NA,NA,14,"Beverly, Shelby",,N/A,2,2
Shorter Lady Hawks,30151,2013,NA,NA,19,"Cave, Rita",,Fr,0,0
Shorter Lady Hawks,30151,2013,NA,NA,17,"Chambers, Kari",,N/A,2,2
Shorter Lady Hawks,30151,2013,NA,NA,27,"Curlee, Sarah",,N/A,1,0
Shorter Lady Hawks,30151,2013,NA,NA,14,"Dixe, Whitney",,Fr,0,0
Shorter Lady Hawks,30151,2013,NA,NA,3,"Fevella, Bethany",,Fr,2,2
Shorter Lady Hawks,30151,2013,NA,NA,27,"Forkner, Blake",,Fr,0,0
Shorter Lady Hawks,30151,2013,NA,NA,2,"Fusan, Emily",,N/A,0,0
Shorter Lady Hawks,30151,2013,NA,NA,11,"Hambrick, Katie",,N/A,0,0
Shorter Lady Hawks,30151,2013,NA,NA,12,"Hicks, Amber",,Fr,2,2
