team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,fo_taken
Adams St. Grizzlies,929,2019,RMAC,13128,28,"Janes, Kage",Sr,M,12,2,7,12,19,32,0.219,21,0.656,NA,1,NA,8,20,4,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,45,"Wilson, Kale",Jr,ATT,12,12,20,7,27,49,0.408,32,0.653,NA,1,1,19,19,NA,NA,NA,NA,6,270,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,50,"Selfridge, Nick",Jr,M,12,,3,NA,3,14,0.214,9,0.643,1,NA,NA,2,6,1,5,39,0.128,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,35,"Johnson, Connor",Sr,GK,11,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,16,6,6,NA,NA,NA,NA,,14,13,575:52,111,11.565,155,0.583,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,34,"Rodine, Chase",Fr,ATT,10,2,6,2,8,19,0.316,14,0.737,NA,NA,NA,9,11,2,NA,NA,NA,2,150,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,24,"MacFarlane, Emmitt",Sr,ATT,10,4,7,4,11,20,0.35,13,0.65,NA,1,NA,12,8,NA,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,4,"Brennan, Grass",Fr,D,9,1,1,1,2,1,1,1,1,NA,NA,NA,19,4,8,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,29,"Osterhout, Collin",Jr,D,8,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,8,"McFarlane, Ian",Fr,M,6,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,9,"Williams, Brendan",So,GK,5,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6,4,1,NA,NA,NA,2,120,4,2,183:55,41,13.376,36,0.468,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,30,"Macy, Christian",Fr,M,4,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,4,"Grass, Brennan",Fr,,4,,1,NA,1,1,1,1,1,NA,NA,NA,8,NA,5,NA,NA,NA,2,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,31,"Burtschi, Christopher",Fr,M,4,,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,3,0.333,NA,,1,NA,,11,NA,9,0.45,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,25,"Baron, Drew",Jr,D,3,,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,19,"Welch, Kyler",Fr,GK,3,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,NA,5:13,2,23.003,1,0.333,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,23,"Jones, Jacob",So,D,2,,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,32,"Yomona, Jordi",Fr,M,1,,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,48,"Navarro, Michael",Fr,GK,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,15:00,0,0,1,1,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,5,"Kelley, Justin",Fr,D,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2019,RMAC,13128,27,"Coleman, J.C.",Jr,ATT,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,22,"Austin, Jacob",Fr,,14,,11,6,17,46,0.239,28,0.609,1,3,NA,16,17,4,1,3,0.333,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,13,"Hoduffer, Alex",Fr,A,14,8,13,1,14,62,0.21,32,0.516,1,1,NA,17,15,2,NA,NA,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,45,"Wilson, Kale",So,,14,9,22,4,26,45,0.489,35,0.778,1,2,1,19,19,4,NA,NA,NA,5,270,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,7,"Kelly, Coltyn",Jr,,14,2,1,NA,1,4,0.25,2,0.5,NA,NA,NA,38,5,10,NA,NA,NA,7,360,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,44,"Krieble, Daniel",Jr,,14,1,7,3,10,36,0.194,22,0.611,1,NA,NA,28,15,2,12,26,0.462,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,28,"Janes, Kage",Jr,,14,8,11,5,16,40,0.275,24,0.6,NA,2,NA,8,33,4,NA,NA,NA,6,240,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,24,"MacFarlane, Emmitt",Jr,,14,8,4,10,14,52,0.077,32,0.615,NA,2,NA,15,19,3,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,15,"Quatrochi, Joe",Sr,,13,12,NA,1,1,1,NA,NA,NA,NA,NA,NA,50,9,5,110,254,0.433,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,43,"Hamilton, Ryan",Fr,,13,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,13,5,9,NA,NA,NA,2,180,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,3,"Trudgian, Terry",So,,13,5,1,2,3,6,0.167,4,0.667,NA,NA,NA,28,4,10,NA,NA,NA,2,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,12,"Brydson, Alex",Sr,,13,8,12,2,14,52,0.231,23,0.442,NA,1,NA,12,17,1,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,35,"Johnson, Connor",Jr,,12,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,5,2,NA,NA,NA,NA,,11,11,"33,593",112,12.003,152,0.576,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,37,"Chitwood, Garrett",Sr,,12,9,3,NA,3,16,0.188,7,0.438,NA,NA,NA,18,15,18,NA,NA,NA,6,360,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,16,"Beck, Tanner",Jr,,12,1,5,2,7,47,0.106,17,0.362,NA,1,NA,23,11,8,NA,NA,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,33,"Cranfield, Collin",Sr,,12,,12,1,13,52,0.231,30,0.577,NA,2,NA,6,10,1,NA,NA,NA,2,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,10,"Chitwood, Kevin",Fr,LSM,12,8,1,NA,1,4,0.25,3,0.75,NA,NA,NA,22,5,8,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,20,"Robison, Sawyer",Jr,,12,11,1,NA,1,2,0.5,1,0.5,NA,NA,NA,23,9,14,NA,NA,NA,4,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,32,"Hauck, Dakota",Jr,,11,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,1,NA,20,39,0.513,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,31,"Olson, Connor",So,,11,11,NA,1,1,NA,NA,NA,NA,NA,NA,NA,13,14,6,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,11,"Van Arsdall, JD",Fr,,11,,4,1,5,12,0.333,7,0.583,NA,NA,NA,11,10,5,NA,NA,NA,6,270,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,19,"Rosas, Johnny",So,,10,2,1,2,3,15,0.067,4,0.267,NA,NA,NA,2,9,NA,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,34,"Osbourne, Morgan",Jr,,10,4,6,4,10,28,0.214,19,0.679,NA,NA,NA,21,15,6,NA,NA,NA,1,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,29,"Osterhout, Collin",So,,10,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,2,"Bell, Tristan",Fr,,9,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,5,2,NA,NA,NA,2,210,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,8,"Ermann, Travis",Fr,,7,,NA,2,2,4,NA,3,0.75,NA,NA,NA,3,2,NA,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,25,"Baron, Drew",Jr,,7,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,6,2,3,NA,NA,NA,1,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,9,"Williams, Brendan",Fr,,6,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,11,4,1,NA,NA,NA,NA,,6,1,"10,124",33,11.734,39,0.542,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,27,"Coleman, J.C.",So,,5,3,2,NA,2,5,0.4,4,0.8,NA,NA,NA,1,3,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,17,"Mendez, Dominic",Fr,,5,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,,4,2,"6,620",22,11.964,19,0.463,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,23,"Jones, Jacob",Fr,,3,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,14,"Reif, Dalton",Fr,,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2018,RMAC,13128,36,"Gilliland, Zachary",Jr,,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,31,"Olson, Connor",Fr,,13,13,NA,NA,0,3,NA,NA,NA,NA,NA,NA,24,12,3,NA,NA,NA,7,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,26,"Vaeth, Michael",Fr,,13,13,12,6,18,38,0.316,22,0.579,NA,2,NA,12,15,4,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,35,"Johnson, Connor",So,,13,13,NA,NA,0,2,NA,NA,NA,NA,NA,NA,23,5,1,NA,NA,NA,NA,,13,13,"43,929",134,10.981,196,0.594,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,34,"Osbourne, Morgan",So,,13,0,8,11,19,59,0.136,24,0.407,1,NA,NA,19,26,7,NA,NA,NA,12,900,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,28,"Janes, Kage",So,,13,13,1,2,3,4,0.25,1,0.25,NA,NA,NA,29,5,10,9,28,0.321,3,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,24,"MacFarlane, Emmitt",So,,13,12,15,10,25,50,0.3,29,0.58,1,1,NA,14,27,1,NA,NA,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Adams St. Grizzlies,929,2017,RMAC,13128,15,"Quatrochi, Joe",Jr,,13,12,1,NA,1,1,1,1,1,NA,NA,NA,36,5,NA,109,224,0.487,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,37,"Chitwood, Garrett",Jr,,13,12,1,1,2,5,0.2,2,0.4,NA,NA,NA,24,10,14,NA,NA,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,1,"Brown, Nick",Fr,,13,0,3,4,7,18,0.167,14,0.778,NA,NA,NA,6,10,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,45,"Wilson, Kale",Fr,,13,1,18,5,23,56,0.321,35,0.625,1,4,NA,11,12,2,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,3,"Trudgian, Terry",Fr,,12,8,NA,2,2,2,NA,1,0.5,NA,NA,NA,21,2,5,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,20,"Robison, Sawyer",So,,12,12,NA,NA,0,3,NA,3,1,NA,NA,NA,23,17,2,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,23,"Wiggins, Sloan",Fr,,12,1,6,4,10,25,0.24,15,0.6,1,NA,NA,14,15,2,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,33,"Cranfield, Collin",Jr,,11,8,13,2,15,74,0.176,43,0.581,1,2,NA,15,10,2,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,12,"Brydson, Alex",Jr,,11,0,1,NA,1,18,0.056,6,0.333,NA,NA,NA,4,5,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,30,"Clinton, Nik",So,,11,5,4,5,9,27,0.148,12,0.444,NA,1,NA,7,14,1,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,25,"Baron, Drew",So,,10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,4,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,16,"Beck, Tanner",So,,10,1,7,3,10,21,0.333,12,0.571,NA,2,NA,16,11,7,3,10,0.3,6,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,7,"Kelly, Coltyn",So,,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,3,9,NA,NA,NA,5,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,44,"Krieble, Daniel",So,,10,2,6,2,8,30,0.2,15,0.5,NA,NA,NA,13,11,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,29,"Osterhout, Collin",Fr,,10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,6,3,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,32,"Hauck, Dakota",So,,9,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,6,24,0.25,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,47,"Koenig, Alan",Sr,,8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,14,"Hanley, Cameron",Fr,,5,2,NA,NA,0,2,NA,1,0.5,NA,NA,NA,4,6,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,18,"Minshall, Brandon",Fr,,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,5,NA,"2,896",12,14.917,12,0.5,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,2,"Wallace, Dylan",So,,5,0,1,NA,1,1,1,1,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,27,"Coleman, J.C.",Fr,,3,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,10,"Scott, Alex",Fr,,3,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,13,"Kane, Gabriel",Sr,,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,8,"Sattler, Brandon",Fr,,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,11,"Bill, Derek",Sr,,2,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2017,RMAC,13128,36,"Gilliland, Zachary",So,,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,35,"Johnson, Connor",Fr,,14,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,6,3,NA,NA,NA,NA,,14,13,"49,859",150,10.831,207,0.58,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,30,"Clinton, Nik",Fr,,14,14,7,11,18,24,0.292,13,0.542,NA,NA,NA,16,27,2,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,28,"Janes, Kage",Fr,,14,3,1,3,4,10,0.1,4,0.4,1,NA,NA,10,8,10,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,1,"Sullivan, Reece",Jr,,14,14,15,4,19,54,0.278,36,0.667,NA,1,NA,20,17,2,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,50,"Amell, Tanner",So,,14,13,NA,2,2,NA,NA,NA,NA,NA,NA,NA,15,4,5,NA,NA,NA,2,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,15,"Quatrochi, Joe",So,,14,12,1,NA,1,3,0.333,2,0.667,NA,NA,NA,36,5,1,83,244,0.34,3,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,37,"Chitwood, Garrett",So,,14,14,2,1,3,8,0.25,5,0.625,NA,NA,NA,17,3,10,1,5,0.2,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,33,"Cranfield, Collin",So,,14,0,13,8,21,59,0.22,29,0.492,NA,1,NA,5,14,2,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,21,"Prather, Alex",So,,14,8,NA,NA,0,1,NA,1,1,NA,NA,NA,22,10,10,NA,NA,NA,6,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,11,"Bill, Derek",Jr,,14,13,NA,1,1,3,NA,1,0.333,NA,NA,NA,16,8,5,NA,NA,NA,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,10,"Kerigan, Drew",Sr,,14,9,10,4,14,38,0.263,20,0.526,2,1,NA,11,17,1,NA,NA,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,12,"Brydson, Alex",So,,13,0,2,NA,2,21,0.095,7,0.333,NA,NA,NA,3,10,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,24,"MacFarlane, Emmitt",Fr,,13,12,9,3,12,29,0.31,15,0.517,NA,NA,1,11,12,2,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,34,"Osbourne, Morgan",Fr,,12,0,7,8,15,44,0.159,19,0.432,NA,NA,NA,9,37,7,NA,NA,NA,4,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,44,"Krieble, Daniel",Fr,,12,1,4,2,6,13,0.308,10,0.769,NA,2,NA,14,11,2,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,20,"Stowell, Seth",Sr,,12,6,23,3,26,90,0.256,43,0.478,1,7,NA,5,16,NA,NA,NA,NA,6,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,2,"Wallace, Dylan",Fr,,11,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,57,"Koenig, Alan",Sr,,11,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,8,4,4,3,13,0.231,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,51,"Kelly, Colton",Fr,,11,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,3,6,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adams St. Grizzlies,929,2016,RMAC,13128,16,"Beck, Tanner",Fr,,10,0,NA,2,2,1,NA,NA,NA,NA,NA,NA,10,2,2,11,35,0.314,5,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
