team_name,team_id,head_coach,seasons_coached,wins,losses,ties,wl_per
Plymouth St. Panthers,548,Kristin Tracy (Blanchette),6,67,28,0,0.705
Plymouth St. Panthers,548,Abby Burbank,1,11,7,0,0.611
Plymouth St. Panthers,548,Wynn Hohlt,6,32,54,0,0.372
Plymouth St. Panthers,548,Paula Habel,2,26,11,0,0.703
Plymouth St. Panthers,548,Sandy Bridgeman,6,58,27,0,0.682
Plymouth St. Panthers,548,Wynne Lobel,4,59,11,0,0.843
Plymouth St. Panthers,548,Ashley Durepo,0,0,0,0,NA
Pomona-Pitzer Sagehens,549,Mike Wood,1,10,2,0,0.833
Pomona-Pitzer Sagehens,549,Katie Shannon,2,16,19,0,0.457
Pomona-Pitzer Sagehens,549,Sarah Queener,10,119,56,0,0.68
Pomona-Pitzer Sagehens,549,Brighde Dougherty,2,7,23,0,0.233
Post Eagles,1318,Jill Kowalik,5,6,70,0,0.079
Post Eagles,1318,Kayte Mills,6,16,63,0,0.203
Post Eagles,1318,Debra Delfino,1,5,12,0,0.294
Post Eagles,1318,Laura Campbell,1,2,13,0,0.133
Presbyterian Blue Hose,1320,Stephanie Allen,3,8,23,0,0.258
Presbyterian Blue Hose,1320,Kristina Llanes,3,12,37,0,0.245
Presbyterian Blue Hose,1320,Bob Dachille,4,10,58,0,0.147
Presbyterian Blue Hose,1320,Jenna Handshoe,1,1,16,0,0.059
Presbyterian Blue Hose,1320,Eric Clakeley,3,8,30,0,0.211
Presbyterian Blue Hose,1320,Julie Redman,3,9,45,0,0.167
Princeton Tigers,554,Betty Logan,9,52,60,5,0.466
Princeton Tigers,554,Chris Sailer,35,433,168,0,0.72
Princeton Tigers,554,Penny Hinckley,5,10,19,2,0.355
Puget Sound Loggers,557,Liana Halstead (Freeman),9,67,51,0,0.568
Puget Sound Loggers,557,Carrie Sabochik,3,8,29,0,0.216
Puget Sound Loggers,557,Beth Bricker,5,11,32,0,0.256
Puget Sound Loggers,557,Liz Daly,2,10,8,0,0.556
Puget Sound Loggers,557,Holly Drown,2,12,13,0,0.48
Purchase Panthers,30029,Francesca Levine,9,40,52,0,0.435
Purchase Panthers,30029,Devon Whalen,1,0,11,0,0
Queens (NC) Royals,11504,Kevin Cooke,4,41,26,0,0.612
Queens (NC) Royals,11504,Meghan Dennehy,6,48,59,0,0.449
Queens (NC) Royals,11504,Julika Blankenship,3,44,12,0,0.786
Queens (NC) Royals,11504,Clare Short,6,87,18,0,0.829
Quincy Hawks,561,Kathelene Kim,3,10,25,0,0.286
Quinnipiac Bobcats,562,Danie Caro,10,81,81,0,0.5
Quinnipiac Bobcats,562,Brittany Hauser,1,3,13,0,0.188
Quinnipiac Bobcats,562,Stephy Samaras Mantziaras,3,24,26,0,0.48
Quinnipiac Bobcats,562,Becca Main,5,26,38,0,0.406
Quinnipiac Bobcats,562,Tanya Kotowicz,6,28,57,0,0.329
Quinnipiac Bobcats,562,Shayna Luciani,1,5,9,0,0.357
Radford Highlanders,563,Haley Hardy,6,25,65,0,0.278
Radford Highlanders,563,Samantha Hurley,1,2,14,0,0.125
Ramapo Roadrunners,564,Leslie LaFronz,1,3,6,0,0.333
Ramapo Roadrunners,564,Concetta Valerio,4,32,32,0,0.5
Ramapo Roadrunners,564,Jane Koeniges,4,21,37,0,0.362
Ramapo Roadrunners,564,Patrick Newman,2,5,20,0,0.2
Ramapo Roadrunners,564,Taylor Moore,1,6,9,0,0.4
Ramapo Roadrunners,564,Robert Brucken,2,9,10,0,0.474
Ramapo Roadrunners,564,Nicole Barbella,1,2,11,0,0.154
Randolph WildCats,566,Alexis Wagner,9,27,109,0,0.199
Randolph WildCats,566,Scott Bladen,2,3,17,0,0.15
Randolph WildCats,566,Bernadette Connor,2,7,18,0,0.28
Randolph-Macon Yellow Jackets,565,Dan Kanach,6,52,42,0,0.553
Randolph-Macon Yellow Jackets,565,Caitlin Moore,3,27,26,0,0.509
Randolph-Macon Yellow Jackets,565,MK Geratowski,9,87,60,0,0.592
Randolph-Macon Yellow Jackets,565,Missy Ackerman,3,37,15,0,0.712
Randolph-Macon Yellow Jackets,565,Jessica Spadafora,2,20,15,0,0.571
Randolph-Macon Yellow Jackets,565,Kim Ciarrocca,1,5,5,0,0.5
Randolph-Macon Yellow Jackets,565,Sarah Sobon,1,12,5,0,0.706
Redlands Bulldogs,567,Suzette Soboti,24,206,159,0,0.564
Regis (CO) Rangers,568,Sarah Kellner,16,173,70,0,0.712
Regis (CO) Rangers,568,Karie Keane,3,5,26,0,0.161
Regis (MA) Pride,569,Shannon Curran,3,0,29,0,0
Regis (MA) Pride,569,Liz Conant,3,26,22,0,0.542
Regis (MA) Pride,569,Courtney Duggan,8,87,43,0,0.669
Regis (MA) Pride,569,Mark Clemente,1,1,13,0,0.071
Regis (MA) Pride,569,Holly Carmody,1,0,5,0,0
Rensselaer Engineers,570,Leslie DeLano,19,153,122,1,0.556
Rensselaer Engineers,570,Beth Hallenbeck,10,73,56,0,0.566
Rensselaer Engineers,570,Bridget LaNoir,1,3,8,0,0.273
Rhode Island Col. Anchorwomen,571,Denis Chartier,2,6,23,0,0.207
Rhode Island Col. Anchorwomen,571,Mike Koperda,4,13,44,0,0.228
Rhode Island Col. Anchorwomen,571,Crystal Labossiere,5,18,53,0,0.254
Rhode Island Col. Anchorwomen,571,Ryan Angel,5,24,46,0,0.343
Rhode Island Col. Anchorwomen,571,Jessica Spurr,4,9,28,0,0.243
Rhode Island Col. Anchorwomen,571,Jessica Trautman,1,1,10,0,0.091
Rhode Island Col. Anchorwomen,571,Neil Dupre,0,0,0,0,NA
Rhodes Lynx,573,Brice Queener,3,36,11,0,0.766
Rhodes Lynx,573,Meghan Keelan,6,82,17,0,0.828
Richmond Spiders,575,Sue Murphy,8,78,59,0,0.569
Richmond Spiders,575,Stephy Samaras Mantziaras,3,30,26,0,0.536
Richmond Spiders,575,Allison Kwolek,9,101,52,0,0.66
Richmond Spiders,575,Peter Albright,1,5,2,0,0.714
Richmond Spiders,575,Anne Harrington,1,14,4,0,0.778
RIT Tigers,580,Jeff McGuigan,13,106,107,0,0.498
RIT Tigers,580,Tricia Manley,3,7,36,0,0.163
RIT Tigers,580,Jeff Shultis,6,30,47,0,0.39
RIT Tigers,580,Erin Wagner,3,14,15,0,0.483
RIT Tigers,580,Carly Ritchlin,1,5,6,0,0.455
Rivier Raiders,18422,Kathryn Gaudreau,6,38,53,0,0.418
Rivier Raiders,18422,Ellen Persson,4,18,46,0,0.281
Rivier Raiders,18422,Maura Ellins,2,4,14,0,0.222
Rivier Raiders,18422,Sarah Sigman,1,0,2,0,0
Roanoke Maroons,578,Mary Schwartz,18,168,125,1,0.573
Roanoke Maroons,578,Tracy Coyne,7,91,22,0,0.805
Roanoke Maroons,578,Katrina Silva,3,37,11,0,0.771
Roanoke Maroons,578,Julie Mazer,3,28,21,0,0.571
Roanoke Maroons,578,Zach Tamburello,1,15,5,0,0.75
Robert Morris Colonials,579,Katy Phillips,13,95,119,0,0.444
Robert Morris Colonials,579,Katrina Silva,5,49,28,0,0.636
Roberts Wesleyan Redhawks,30150,Kristin Concordia,7,61,44,0,0.581
Roberts Wesleyan Redhawks,30150,Kate Sedwick,2,15,17,0,0.469
Roberts Wesleyan Redhawks,30150,Brendan McDaniels,1,7,9,0,0.438
Rochester (NY) Yellowjackets,581,Elizabeth Monte,7,36,69,0,0.343
Rochester (NY) Yellowjackets,581,Sue Behme,11,49,100,0,0.329
Rochester (NY) Yellowjackets,581,Andrea Golden,7,65,44,0,0.596
Rochester (NY) Yellowjackets,581,Carly Ritchlin,1,5,9,0,0.357
Rockhurst Hawks,1328,Molly McCourt,8,61,58,0,0.513
Rockhurst Hawks,1328,Bri Duvall,1,0,10,0,0
Roger Williams Hawks,583,Emily Kiablick,5,39,44,0,0.47
Roger Williams Hawks,583,Abigail Jackson,2,25,12,0,0.676
Roger Williams Hawks,583,Lisa Vogeley,4,51,21,0,0.708
Roger Williams Hawks,583,Selina Collier,1,15,4,0,0.789
Roger Williams Hawks,583,Jennifer Fox,4,35,14,0,0.714
Roger Williams Hawks,583,Kerry Hausdorf,2,12,23,0,0.343
Roger Williams Hawks,583,Amanda Magee,1,16,2,0,0.889
Rollins Tars,584,Dennis Short,15,170,60,0,0.739
Rowan Profs,259,Penny Matthews,5,34,33,1,0.507
Rowan Profs,259,Mary Marino,19,170,115,0,0.596
Rowan Profs,259,Lindsay Delaney,15,148,93,0,0.614
Rowan Profs,259,Shirley O'Day,13,50,63,7,0.446
Rowan Profs,259,Kathy Mitton,1,6,9,0,0.4
Rowan Profs,259,Penny Kempf,1,9,4,1,0.679
Rowan Profs,259,Nancy Buhrer,1,2,11,0,0.154
Russell Sage Gators,11036,Jackie Craft,1,0,9,0,0
Russell Sage Gators,11036,Lauren Marois,6,22,50,0,0.306
Russell Sage Gators,11036,Andrea Hanley,2,2,21,0,0.087
Russell Sage Gators,11036,Pete Stapleton,4,11,43,0,0.204
Russell Sage Gators,11036,Alyssa Treanor,1,5,9,0,0.357
Rutgers Scarlet Knights,587,Ann Petracco,11,66,97,3,0.407
Rutgers Scarlet Knights,587,Laura Brand-Sias,17,133,149,0,0.472
Rutgers Scarlet Knights,587,Anna Marie Vesco,9,82,64,0,0.562
Rutgers Scarlet Knights,587,Betty Logan,1,3,7,0,0.3
Rutgers Scarlet Knights,587,Melissa Lehman,3,28,18,0,0.609
Rutgers Scarlet Knights,587,Jane Norris,2,9,13,3,0.42
Rutgers Scarlet Knights,587,Denise Wescott,3,16,23,0,0.41
Rutgers-Camden Scarlet Raptors,588,Nancy O'Neill,2,6,18,0,0.25
Rutgers-Camden Scarlet Raptors,588,Allie Frengs,10,33,92,0,0.264
Rutgers-Camden Scarlet Raptors,588,Liz Martin,1,5,10,0,0.333
Sacred Heart Pioneers,590,Laura Cook,23,173,195,0,0.47
Sacred Heart Pioneers,590,Robin Schwartz,5,34,35,0,0.493
Sacred Heart Pioneers,590,Elizabeth Patterson,1,5,8,0,0.385
Sacred Heart Pioneers,590,Tara Fisher,1,8,8,0,0.5
Saint Francis (PA) The Red Flash,600,Stephanie Marcon,5,12,61,0,0.164
Saint Francis (PA) The Red Flash,600,Kara Concheck,4,22,42,0,0.344
Saint Francis (PA) The Red Flash,600,Gregg Gebhard,5,18,64,0,0.22
Saint Francis (PA) The Red Flash,600,Martin Romeril,4,2,48,0,0.04
Saint Francis (PA) The Red Flash,600,Tracy Coyne,3,12,24,0,0.333
Saint Francis (PA) The Red Flash,600,Wylie Crisanti,1,0,14,0,0
Saint Joseph (CT) Blue Jays,8687,Tricia Zubrowski,2,2,17,0,0.105
Saint Joseph (CT) Blue Jays,8687,Dee Stephan,1,4,8,0,0.333
Saint Joseph (CT) Blue Jays,8687,Jim Herrera,5,20,49,0,0.29
Saint Joseph (CT) Blue Jays,8687,Tee Alexander,1,1,13,0,0.071
Saint Joseph (CT) Blue Jays,8687,Mallorie Michalak,1,4,9,0,0.308
Saint Joseph (CT) Blue Jays,8687,Andrew Fink,1,3,11,0,0.214
Saint Joseph (CT) Blue Jays,8687,Karen Nell,3,9,15,0,0.375
Saint Joseph (CT) Blue Jays,8687,Erin Doherty,1,3,10,0,0.231
Saint Joseph's Hawks,606,Denise Roessler,16,89,158,0,0.36
Saint Joseph's Hawks,606,Alex Kahoe,8,76,60,0,0.559
Saint Joseph's Hawks,606,Denise Ligget,6,27,52,0,0.342
Saint Leo Lions,608,Lesley Graham,6,41,54,0,0.432
Saint Leo Lions,608,Caitlin Hansen,5,40,29,0,0.58
Saint Michael's Purple Knights,613,Todd Wadsworth,4,23,10,0,0.697
Saint Michael's Purple Knights,613,Carla Hesler,10,64,81,0,0.441
Saint Michael's Purple Knights,613,Dana Frier,1,7,4,0,0.636
Saint Michael's Purple Knights,613,Ashley Hughes,3,11,36,0,0.234
Saint Michael's Purple Knights,613,Brigid Brady,5,21,53,0,0.284
Saint Michael's Purple Knights,613,Marikate Kelley,9,57,32,0,0.64
Saint Michael's Purple Knights,613,Sue Duprat,1,7,3,0,0.7
Saint Michael's Purple Knights,613,Courtney Barrett,1,3,12,0,0.2
Saint Michael's Purple Knights,613,Quinn Rose,2,1,25,0,0.038
Saint Michael's Purple Knights,613,Liz Cronin,2,14,8,0,0.636
Saint Michael's Purple Knights,613,Larry Bayle,1,6,5,0,0.545
Saint Rose Golden Knights,1347,Sarah Martin,2,10,19,0,0.345
Saint Rose Golden Knights,1347,Kaitlin Gaghan,1,2,3,0,0.4
Saint Vincent Bearcats,30064,Tom Harbert,10,42,61,0,0.408
Saint Vincent Bearcats,30064,Jym Walters,11,93,65,0,0.589
Salem St. Lady Vikings,621,Stephanie Rouse,7,26,64,0,0.289
Salem St. Lady Vikings,621,Tara Sartori,3,17,26,0,0.395
Salem St. Lady Vikings,621,Karen Atkinson,1,7,9,0,0.438
Salem St. Lady Vikings,621,Jason Smith,1,1,10,0,0.091
Salisbury Sea Gulls,622,Jim Nestor,21,373,49,0,0.884
Salve Regina Seahawks,623,Jennifer Foster,8,45,84,0,0.349
Salve Regina Seahawks,623,Bill Villareal,8,48,53,0,0.475
Salve Regina Seahawks,623,Hillary London,3,17,27,0,0.386
Salve Regina Seahawks,623,Keith Cory,2,4,16,0,0.2
Salve Regina Seahawks,623,Kristen Gangemi,4,26,32,0,0.448
San Diego St. Aztecs,626,Kylee White,11,81,89,0,0.476
Scranton Royals,633,Rebecca Davis,6,49,47,0,0.51
Scranton Royals,633,Cindy Wilson,6,55,46,0,0.545
Scranton Royals,633,Brenda Brewer,5,50,30,0,0.625
Scranton Royals,633,Chrissy Trescavage,4,40,15,0,0.727
Scranton Royals,633,Linda Drapeau,2,27,9,0,0.75
Seton Hill Griffins,30063,Courtney Grove,13,117,97,0,0.547
Seton Hill Griffins,30063,Kristie Quigley,2,14,7,0,0.667
Sewanee Tigers,652,Michele Dombrowski,15,158,83,0,0.656
Shenandoah Hornets,637,Lois Bowers,6,36,47,0,0.434
Shenandoah Hornets,637,Lindsey Lutz,14,131,98,0,0.572
Shenandoah Hornets,637,Scott Musa,6,25,40,0,0.385
Shenandoah Hornets,637,Lisa Peterson,2,8,9,1,0.472
Shepherd Rams,10870,Tammy Butler,2,10,20,0,0.333
Shepherd Rams,10870,Jenny Miller,7,46,54,0,0.46
Shepherd Rams,10870,Meghan Keelan,4,43,21,0,0.672
Shippensburg Raiders,638,Naomi Radio,3,21,31,0,0.404
Shippensburg Raiders,638,Mia Hall,2,16,17,0,0.485
Shippensburg Raiders,638,Ashley Manion,5,29,55,0,0.345
Shippensburg Raiders,638,Bertie Landes,7,40,53,2,0.432
Shippensburg Raiders,638,Nicole Meehan,6,31,54,0,0.365
Shorter Lady Hawks,30151,Brittni Hall,6,37,43,0,0.463
Shorter Lady Hawks,30151,Julianne Pham,2,5,21,0,0.192
Shorter Lady Hawks,30151,Laura Jordan,1,3,12,0,0.2
Shorter Lady Hawks,30151,Maggie LaVangie,1,0,5,0,0
Siena Saints,639,Jake McHerron,5,25,53,0,0.321
Siena Saints,639,Andrea Cofrin,5,31,50,0,0.383
Siena Saints,639,Bryana Borrelli,3,18,33,0,0.353
Siena Saints,639,Tom Locascio,5,7,61,0,0.103
Siena Saints,639,Abigail Rehfuss,5,41,34,0,0.547
Siena Saints,639,Melissa Gyllenborg,1,5,12,0,0.294
Siena Saints,639,Suzanne Bette,2,3,26,0,0.103
Simmons Sharks,640,Kate Leonard,3,16,18,0,0.471
Simmons Sharks,640,Taylor Bastien,2,16,21,0,0.432
Simmons Sharks,640,Amanda Arpé,4,33,29,0,0.532
Simmons Sharks,640,Molly Devilbiss,4,32,14,0,0.696
Simmons Sharks,640,Cassandra Haase,1,6,9,0,0.4
Skidmore Thoroughbreds,642,Abby Burbank,4,18,47,0,0.277
Skidmore Thoroughbreds,642,Elizabeth Ghilardi,12,92,90,0,0.505
Skidmore Thoroughbreds,642,Beth Hallenbeck,3,35,12,0,0.745
Skidmore Thoroughbreds,642,Mark McCormick,2,22,9,0,0.71
Slippery Rock The Rock,643,Emily Hopkins,10,79,91,0,0.465
Slippery Rock The Rock,643,Kelsey Van Alstyne,4,27,24,0,0.529
Slippery Rock The Rock,643,Taryn Burkholder,1,10,7,0,0.588
Smith Pioneers,644,Jackie Blei,8,28,62,3,0.317
Smith Pioneers,644,Wendy Walker,8,30,90,0,0.25
Smith Pioneers,644,Judy Strong,15,98,122,0,0.445
Smith Pioneers,644,Katie Augustine-Moore,6,43,46,0,0.483
Smith Pioneers,644,Janet Petrilla,2,8,6,1,0.567
Smith Pioneers,644,Michelle Dunn,1,3,6,0,0.333
Smith Pioneers,644,Pauline Keener,2,3,13,2,0.222
Smith Pioneers,644,Andrea Golden,1,6,4,0,0.6
Smith Pioneers,644,Jen Nardi,3,15,36,0,0.294
Smith Pioneers,644,Carol Harris,1,2,5,1,0.313
Smith Pioneers,644,Kim Wright,1,1,10,0,0.091
Southern California Trojans,657,Lindsey Munday,10,123,54,0,0.695
Southern Conn. St. Owls,658,Kelley Frassinelli,12,21,140,0,0.13
Southern Conn. St. Owls,658,Maureen Spellman,4,15,52,0,0.224
Southern Conn. St. Owls,658,Betsy Vendel,1,4,12,0,0.25
Southern Conn. St. Owls,658,Kevin Siedlecki,4,10,37,0,0.213
Southern Me. Huskies,662,Sue Estabrook,3,20,27,0,0.426
Southern Me. Huskies,662,Lauren Reid,6,52,59,0,0.468
Southern Me. Huskies,662,Paula Hodgeton,8,10,31,0,0.244
Southern Me. Huskies,662,Ashley Dyer,3,20,31,0,0.392
Southern Me. Huskies,662,Meredith Bickford,1,4,9,0,0.308
Southern Me. Huskies,662,Ashley Durepo,3,20,16,0,0.556
Southern Me. Huskies,662,Angela Mallis,2,17,10,0,0.63
Southern Me. Huskies,662,David Venditti,4,17,43,0,0.283
Southern N.H. Penmen,468,Mary Squire,6,49,38,0,0.563
Southern N.H. Penmen,468,Kate Mullen,7,56,60,0,0.483
Southern N.H. Penmen,468,Kathryn Beall,4,20,34,0,0.37
Southern N.H. Penmen,468,Nicole Ham,1,2,10,0,0.167
Southern N.H. Penmen,468,Carissa Medeiros,1,9,7,0,0.563
Southern Va. Knights,30164,Nancy Webber,5,25,59,0,0.298
Southern Va. Knights,30164,Rainey Whitworth,3,23,15,0,0.605
Southern Va. Knights,30164,Jordan Sorensen,1,1,12,0,0.077
Southern Wesleyan Warriors,30192,Lindsey Schneider,5,17,51,0,0.25
Southwestern (TX) Pirates,8746,Matthew Grosso,5,35,44,0,0.443
Southwestern (TX) Pirates,8746,Brice Queener,1,7,6,0,0.538
Southwestern (TX) Pirates,8746,Kaitlyn Hafdell,3,23,11,0,0.676
Spalding Golden Eagles,23260,Mallory Bahr,1,0,3,0,0
Springfield Pride,673,Katie Hawke,4,44,27,0,0.62
Springfield Pride,673,Lynn Couturier,13,98,90,0,0.521
Springfield Pride,673,Kristen Mullady,13,142,76,0,0.651
Springfield Pride,673,Regan Denham,1,12,6,0,0.667
Springfield Pride,673,Rachel Tringali,1,11,5,0,0.688
Springfield Pride,673,Dave Yelle,2,24,12,0,0.667
St. Anselm Hawks,593,Christine Hodgdon,6,36,53,1,0.406
St. Anselm Hawks,593,Holly Drown,3,22,25,0,0.468
St. Anselm Hawks,593,Meghan Smith,7,47,50,0,0.485
St. Anselm Hawks,593,Kathryn Gaudreau,1,6,8,0,0.429
St. Anselm Hawks,593,Shannon O'Neil,1,5,8,0,0.385
St. Anselm Hawks,593,Amber Zimmerlink,1,8,8,0,0.5
St. Anselm Hawks,593,Andrea Cofrin,1,13,5,0,0.722
St. Anselm Hawks,593,Kerri Pratt,1,8,6,0,0.571
St. Anselm Hawks,593,Emily Frawley,2,12,15,0,0.444
St. Bonaventure Bonnies,596,Tony Zostant,6,61,37,0,0.622
St. Bonaventure Bonnies,596,Christy Fleagle,4,24,38,0,0.387
St. Bonaventure Bonnies,596,Chelsea Rosiek,4,8,60,0,0.118
St. Bonaventure Bonnies,596,Danie Caro,2,6,22,0,0.214
St. Bonaventure Bonnies,596,Jason Levesque,3,8,26,0,0.235
St. Bonaventure Bonnies,596,Ryan Lynn,4,11,50,0,0.18
St. John Fisher Cardinals,601,Shannon McHale,10,98,70,0,0.583
St. John Fisher Cardinals,601,Linda Michele,11,158,45,0,0.778
St. Joseph's (L.I.) Golden Eagles,1340,Robert Vlahakis,6,73,40,0,0.646
St. Joseph's (L.I.) Golden Eagles,1340,Kristen Znaniecki,3,15,19,0,0.441
St. Joseph's (L.I.) Golden Eagles,1340,Geoff Cassell,2,9,11,0,0.45
St. Joseph's (ME) Monks,605,Anna Gordon,3,23,17,1,0.573
St. Joseph's (ME) Monks,605,Rupert Lewis,7,77,38,0,0.67
St. Joseph's (ME) Monks,605,David Keenan,3,30,4,0,0.882
St. Joseph's (ME) Monks,605,Amanda Cahoon,2,22,15,0,0.595
St. Lawrence Saints,607,Jodi Canfield (Axtell),15,131,101,0,0.565
St. Lawrence Saints,607,Ashley Pike,3,22,28,0,0.44
St. Lawrence Saints,607,Hannah Corkery,4,13,28,0,0.317
St. Lawrence Saints,607,Chelsea Martin,1,16,3,0,0.842
St. Mary's (IN) Belles,8688,Amy Long,9,78,66,0,0.542
St. Mary's (MD) Seahawks,611,Carol Schmoeller,2,23,14,0,0.622
St. Mary's (MD) Seahawks,611,Lisa Valentine,5,49,39,0,0.557
St. Mary's (MD) Seahawks,611,Erin McDonnell,6,54,39,0,0.581
St. Mary's (MD) Seahawks,611,Kara Reber,2,21,14,0,0.6
St. Mary's (MD) Seahawks,611,Megan Block,3,34,15,0,0.694
St. Mary's (MD) Seahawks,611,Laura Moan,2,28,7,0,0.8
St. Mary's (MD) Seahawks,611,Robert Bray Jr.,4,51,18,0,0.739
St. Mary's (MD) Seahawks,611,Brittney Hughes,1,13,6,0,0.684
St. Thomas Aquinas Spartans,1348,Chris Grange,7,22,72,0,0.234
St. Thomas Aquinas Spartans,1348,Stephanie Hopkins,7,63,51,0,0.553
St. Thomas Aquinas Spartans,1348,Bonnie Conkin-Sullivan,2,13,11,0,0.542
St. Thomas Aquinas Spartans,1348,Meg McNally-Cave,0,0,0,0,NA
St. Thomas Aquinas Spartans,1348,Genesis Pacheco,1,4,9,0,0.308
Stanford Cardinal,674,Michele Uhlfelder,8,84,46,0,0.646
Stanford Cardinal,674,Amy Bokker,11,151,59,0,0.719
Stanford Cardinal,674,Adam Norton,1,9,6,0,0.6
Stanford Cardinal,674,Jennifer O'Brien,1,9,6,0,0.6
Stanford Cardinal,674,Heidi Connor Igoe,3,32,19,0,0.627
Stanford Cardinal,674,Danielle Spencer,3,26,12,0,0.684
Stanford Cardinal,674,Kay Cowperthwait,1,9,7,0,0.563
Stetson Hatters,678,Christy Leach,8,28,87,0,0.243
Stetson Hatters,678,Nicole Moore,2,4,30,0,0.118
Stevens Ducks,679,Celine Cunningham,16,202,93,0,0.685
Stevens Ducks,679,Karen Shaddock,4,39,20,0,0.661
Stevenson Mustangs,21852,Kathy Railey,17,173,111,0,0.609
Stevenson Mustangs,21852,Brenda Yoo,3,9,30,0,0.231
Stockton Ospreys,681,Cristina Maurizi,7,59,40,0,0.596
Stockton Ospreys,681,Kim Williams,2,20,11,0,0.645
Stonehill Skyhawks,682,Michael Daly,9,140,27,0,0.838
Stonehill Skyhawks,682,Katie Conover,15,168,86,0,0.661
Stony Brook Seawolves,683,Allison Comito,6,42,54,0,0.438
Stony Brook Seawolves,683,Joe Spallina,11,175,33,0,0.841
Stony Brook Seawolves,683,Danie Caro,3,21,26,0,0.447
SUNY Brockport Golden Eagles,78,Traci Lian,6,62,31,0,0.667
SUNY Brockport Golden Eagles,78,Linda Michele,2,23,11,0,0.676
SUNY Brockport Golden Eagles,78,Stephen Wagner,11,121,56,0,0.684
SUNY Brockport Golden Eagles,78,Stephanie Walker,1,5,9,0,0.357
SUNY Brockport Golden Eagles,78,Tony Zostant,2,19,11,0,0.633
SUNY Canton Kangaroos (Roos),30165,Adam Todd,7,54,43,0,0.557
SUNY Canton Kangaroos (Roos),30165,Dave Bradman,4,26,28,0,0.481
SUNY Cortland Red Dragons,168,Pat Rudy,14,141,66,0,0.681
SUNY Cortland Red Dragons,168,Cynthia Wetmore,10,146,37,0,0.798
SUNY Cortland Red Dragons,168,Kathy Taylor,6,115,17,0,0.871
SUNY Cortland Red Dragons,168,Kelly Orr,6,85,21,0,0.802
SUNY Cortland Red Dragons,168,Janet Greene,3,25,16,2,0.605
SUNY Cortland Red Dragons,168,Suzanne Wills,3,16,8,0,0.667
SUNY Cortland Red Dragons,168,Jeanna Gates,1,14,6,0,0.7
SUNY Cortland Red Dragons,168,Elizabeth Sewruk,1,14,6,0,0.7
SUNY Cortland Red Dragons,168,Carissa Medeiros,1,14,2,0,0.875
SUNY Cortland Red Dragons,168,Stacey Schilling,1,10,7,0,0.588
SUNY Cortland Red Dragons,168,Anna Meyer,1,3,7,0,0.3
SUNY Cortland Red Dragons,168,Maria Hutsick,1,6,5,1,0.542
SUNY Cortland Red Dragons,168,Kelsey Van Alstyne,1,17,5,0,0.773
SUNY Geneseo Knights,247,Carly Ritchlin,18,199,83,0,0.706
SUNY Geneseo Knights,247,Sue Behme,4,21,22,0,0.488
SUNY Geneseo Knights,247,Elizabeth Monte,2,19,12,0,0.613
SUNY Geneseo Knights,247,Marykate Edmunds,1,15,4,0,0.789
SUNY Maritime Privateers,478,Kristina Llanes,2,2,16,0,0.111
SUNY Maritime Privateers,478,Erynn Anderson,3,8,32,0,0.2
SUNY Maritime Privateers,478,Ann Denning,7,21,68,0,0.236
SUNY Maritime Privateers,478,Alyssa Guido,2,12,7,0,0.632
SUNY Maritime Privateers,478,Kerri Handras,2,17,4,0,0.81
SUNY Morrisville Mustangs,30067,Amanda Daniels,5,41,41,0,0.5
SUNY Morrisville Mustangs,30067,Kelsey Van Alstyne,3,33,23,0,0.589
SUNY Morrisville Mustangs,30067,Erynn Anderson,1,4,10,0,0.286
SUNY Morrisville Mustangs,30067,Taryn Burkholder,3,28,16,0,0.636
SUNY Morrisville Mustangs,30067,Ashley Holdridge,2,13,10,0,0.565
SUNY Morrisville Mustangs,30067,Dan Knoblock,1,13,7,0,0.65
SUNY Morrisville Mustangs,30067,Andrea Cofrin,0,0,0,0,NA
SUNY New Paltz Hawks,475,Heather Semelmacher,3,12,34,0,0.261
SUNY New Paltz Hawks,475,Liz Student,5,21,53,0,0.284
SUNY New Paltz Hawks,475,Keith Detelj,5,25,31,0,0.446
SUNY New Paltz Hawks,475,Doug Pasquerella,1,1,11,0,0.083
SUNY New Paltz Hawks,475,Randy Vite,1,6,10,0,0.375
SUNY Oneonta Red Dragons,526,Brenda Meese,12,48,91,1,0.346
SUNY Oneonta Red Dragons,526,Laura Moan,7,54,57,0,0.486
SUNY Oneonta Red Dragons,526,Deb Fiore,5,23,38,0,0.377
SUNY Oneonta Red Dragons,526,Jessica Giglio,4,33,31,0,0.516
SUNY Oneonta Red Dragons,526,Alison Pollock,6,55,49,0,0.529
SUNY Oneonta Red Dragons,526,Barbara Blodgett,2,1,10,0,0.091
SUNY Oneonta Red Dragons,526,Tracy Davis,3,20,21,0,0.488
SUNY Oneonta Red Dragons,526,Allyson Baribault,1,9,7,1,0.559
SUNY Oneonta Red Dragons,526,Michele Dombrowski,2,8,21,0,0.276
SUNY Oneonta Red Dragons,526,E. Collins,1,0,7,0,0
SUNY Oneonta Red Dragons,526,Brandi Lusk,4,25,24,0,0.51
SUNY Oneonta Red Dragons,526,Darrin Kibbel,1,2,9,0,0.182
SUNY Poly Wildcats,9500,Erin Schurr,4,35,24,0,0.593
SUNY Poly Wildcats,9500,Jamie Elderbroom,1,4,10,0,0.286
SUNY Poly Wildcats,9500,Morgan DuPont,2,15,8,0,0.652
