team_name,team_id,head_coach,seasons_coached,wins,losses,ties,wl_per
Adelphi Panthers,3,Jill Lessne,7,81,18,0,0.818
Adelphi Panthers,3,Joe Spallina,4,73,2,0,0.973
Adelphi Panthers,3,Pat McCabe,8,131,17,0,0.885
Adelphi Panthers,3,Rob Grella,3,56,6,0,0.903
Adrian Bulldogs,4,John Sung,4,46,19,0,0.708
Adrian Bulldogs,4,Elizabeth Szymanski,4,11,45,0,0.196
Adrian Bulldogs,4,Brett Asher,3,13,20,0,0.394
Adrian Bulldogs,4,Cibulas Cibulas,2,33,5,1,0.859
Adrian Bulldogs,4,Kali Bills,1,4,12,0,0.25
Adrian Bulldogs,4,Melissa Nakasuji,1,12,6,0,0.667
Akron Zips,5,Christy Mitchell,3,9,30,0,0.231
Alabama Huntsville Chargers,10,Gail Wallach,6,74,22,0,0.771
Alabama Huntsville Chargers,10,Akasha Kaspar,1,11,6,0,0.647
Albertus Magnus Falcons,2798,Joe Caruso,7,19,69,0,0.216
Albertus Magnus Falcons,2798,Danielle Pannone,1,3,13,0,0.188
Albion Britons,15,Jackie Rutkowski,3,6,23,0,0.207
Albion Britons,15,Shanta Loecker,6,54,42,0,0.563
Albion Britons,15,Laurie Merian,4,41,16,0,0.719
Albright Lions,16,Jen Willis,11,91,85,0,0.517
Alderson Broaddus Battlers,934,Jennifer Guess,3,11,35,0,0.239
Alderson Broaddus Battlers,934,Angelique Rudy,3,16,31,0,0.34
Alderson Broaddus Battlers,934,Paxton Boyer,2,6,9,0,0.4
Alderson Broaddus Battlers,934,Brendan Hayes,1,0,13,0,0
Alfred Saxons,18,Samantha Patton (Valder),8,25,75,0,0.25
Alfred Saxons,18,Erynn Anderson,3,9,36,0,0.2
Alfred Saxons,18,Kathleen Nepp,2,3,17,0,0.15
Alfred Saxons,18,Erin McGaffigan,3,1,30,0,0.032
Alfred Saxons,18,Rebecca Streeten,1,1,5,0,0.167
Alfred Saxons,18,Johanna McCormick,1,3,11,0,0.214
Alfred Saxons,18,Julie Decker,0,0,0,0,NA
Alfred Saxons,18,Eleanor Shriver Magee,2,5,15,1,0.262
Allegheny Gators,19,Lynn Zlotkowski,2,13,16,0,0.448
Allegheny Gators,19,Stephanie Janice,3,31,20,0,0.608
Allegheny Gators,19,Ashley Hughes,8,61,52,0,0.54
Allegheny Gators,19,Paula Habel,3,18,26,0,0.409
Allegheny Gators,19,Paul Bonus,3,20,21,0,0.488
Allegheny Gators,19,Patty Pehnke,1,10,5,0,0.667
Allegheny Gators,19,Stephanie Ridolfi,2,8,18,0,0.308
Alliance Lady Warriors,1277,Anne Dietrich-Reis,5,15,64,0,0.19
Alliance Lady Warriors,1277,Lauren Lebo,3,9,25,0,0.265
Alliance Lady Warriors,1277,Emily Sigmon,1,0,4,0,0
Alliance Lady Warriors,1277,Douglas Walker,1,0,10,0,0
Alma Scots,21,Ashley Johnson,7,36,51,0,0.414
Alma Scots,21,Laurie Merian,3,35,17,0,0.673
Alma Scots,21,Christie Havrilla,1,5,11,0,0.313
Alvernia Golden Wolves,938,Kelly McCloskey,13,90,113,1,0.444
Alvernia Golden Wolves,938,Lynne Elphick (Nester),1,6,8,0,0.429
Alvernia Golden Wolves,938,Megan Corrigan,4,18,34,0,0.346
Alvernia Golden Wolves,938,Jennifer Gossert,3,9,30,0,0.231
Alvernia Golden Wolves,938,Dana Blankenbiller,1,1,9,0,0.1
American Eagles,23,Katie Woods,4,26,42,0,0.382
American Eagles,23,Laura Campbell,2,16,18,0,0.471
American Eagles,23,Emma Wallace,6,28,73,0,0.277
American Eagles,23,Anne Wilkinson,5,9,60,0,0.13
American Eagles,23,Ashley Flanigan,3,20,32,0,0.385
American Eagles,23,Maureen Dupcak,6,45,54,0,0.455
American Eagles,23,Jenna Petrucelli,1,7,10,0,0.412
American Eagles,23,Lindsay Teeters,2,10,16,0,0.385
American Eagles,23,Amy Bokker,1,8,8,0,0.5
American Eagles,23,Maureen Breslin,1,7,0,0,1
American Int'l Yellow Jackets,22,Shawn Lawrence,2,3,21,0,0.125
American Int'l Yellow Jackets,22,April Pollock,8,30,98,0,0.234
American Int'l Yellow Jackets,22,Ashley Casiano,4,20,48,0,0.294
American Int'l Yellow Jackets,22,Maria Cardaropoli,2,10,14,0,0.417
American Int'l Yellow Jackets,22,Riley Brennan,3,8,25,0,0.242
American Int'l Yellow Jackets,22,Alison Rosenblat (Pratt),1,1,11,0,0.083
Amherst Mammoths,24,Christine Paradis,27,321,123,0,0.723
Amherst Mammoths,24,Sue Everden,5,19,34,0,0.358
Amherst Mammoths,24,Brooke Diamond O'Brien,0,0,0,0,NA
Anderson (IN) Ravens,939,Colin McSharar,2,2,11,0,0.154
Anderson (IN) Ravens,939,Russell Mackey,2,8,15,0,0.348
Anna Maria AMCATS,26,Melissa Callender,3,7,39,0,0.152
Anna Maria AMCATS,26,Sarah Merrill,2,4,20,0,0.167
Anna Maria AMCATS,26,Lauryn Serratore,1,2,12,0,0.143
Anna Maria AMCATS,26,Samantha Aucoin,2,0,25,0,0
Anna Maria AMCATS,26,Quincy Wilkins,1,2,1,0,0.667
Arcadia Knights,966,Lucinda Joseph,7,24,77,0,0.238
Arcadia Knights,966,Erin Livingston,5,60,33,0,0.645
Arcadia Knights,966,April Pollock,2,15,19,0,0.441
Arcadia Knights,966,Sam Hosford,4,15,38,0,0.283
Arcadia Knights,966,Hannah Wszalek,1,7,10,0,0.412
Arizona St. Sun Devils,28,Courtney Martinez-Connor,2,12,24,0,0.333
Arizona St. Sun Devils,28,Tim McCormack,3,26,17,0,0.605
Arizona St. Sun Devils,28,Taryn Vanthof,0,0,0,0,NA
Army West Point Black Knights,725,Kristen Skiera,6,46,40,0,0.535
Army West Point Black Knights,725,Michelle Tumolo,1,12,6,0,0.667
Ashland Eagles,35,Shaun Williamson,2,7,15,0,0.318
Ashland Eagles,35,Becky Clark,2,6,23,0,0.207
Assumption Greyhounds,36,Linda Drapeau,4,6,50,0,0.107
Assumption Greyhounds,36,Abbey Capobianco-Simone,10,81,74,0,0.523
Assumption Greyhounds,36,Debbie Draper,9,48,68,0,0.414
Assumption Greyhounds,36,Courtney Dincecco,1,8,4,0,0.667
Augsburg Auggies,38,Kathryn Knippenberg,9,65,65,0,0.5
Augustana (IL) Vikings,40,Meredith Newman,2,37,5,0,0.881
Augustana (IL) Vikings,40,Caroline Durham,6,37,46,0,0.446
Augustana (IL) Vikings,40,Sara Tisdale,3,51,8,0,0.864
Aurora Spartans,42,Christina Fried,8,81,50,0,0.618
Aurora Spartans,42,Lauren Rippy,2,9,21,0,0.3
Averett Cougars,44,Katie Talbert,3,12,31,0,0.279
Averett Cougars,44,Kelly Ryan,5,42,29,0,0.592
Averett Cougars,44,Kelly Gregory,2,0,23,0,0
Averett Cougars,44,Erin Murphy,0,0,0,0,NA
Babson Beavers,45,Kully Reardon (Hagerman),10,112,65,0,0.633
Babson Beavers,45,Linda Smurl,5,30,32,0,0.484
Babson Beavers,45,Michelle Smith,11,105,68,0,0.607
Babson Beavers,45,Ritikia Bowery,2,15,14,0,0.517
Babson Beavers,45,Laurie Magoon,5,24,31,0,0.436
Babson Beavers,45,Sandy Bridgeman,2,21,8,0,0.724
Baldwin Wallace Yellow Jackets,46,Kim Russell,5,50,27,0,0.649
Baldwin Wallace Yellow Jackets,46,Nicholle Shoger,5,26,45,0,0.366
Bard Raptors,962,Sarah Lamphier,3,9,30,0,0.231
Bard Raptors,962,Mary Kate Scardillo,4,13,46,0,0.22
Bard Raptors,962,Tucker Glass,2,7,11,0,0.389
Bard Raptors,962,Hannah Taylor,2,9,23,0,0.281
Bard Raptors,962,Rachel Vallarelli,1,2,12,0,0.143
Bard Raptors,962,Mike Galantich,0,0,0,0,NA
Barton Bulldogs,15646,Warren Shumate,1,0,3,0,0
Barton Bulldogs,15646,Brit Kadlowec,2,6,18,0,0.25
Barton Bulldogs,15646,Regan Denham,4,32,22,0,0.593
Bates Bobcats,50,Brett Allen,16,112,111,0,0.502
Bates Bobcats,50,Wynn Hohlt,7,43,58,0,0.426
Bates Bobcats,50,Renee Olsen,1,3,10,0,0.231
Belmont Abbey Crusaders,2683,Shaun Williamson,4,42,32,0,0.568
Belmont Abbey Crusaders,2683,Liz Ramsey,2,15,17,0,0.469
Belmont Abbey Crusaders,2683,Jenn Flaherty,6,58,44,0,0.569
Belmont Abbey Crusaders,2683,Molly Lehman-Lewis,5,54,28,0,0.659
Beloit Buccaneers,53,Mallory Bahr,1,3,11,0,0.214
Beloit Buccaneers,53,Sammi Weiser,5,18,38,0,0.321
Beloit Buccaneers,53,Maggie Zentgraf,1,9,8,0,0.529
Beloit Buccaneers,53,Meredith Newman,2,14,14,0,0.5
Beloit Buccaneers,53,George Counes,1,1,10,0,0.091
Bentley Falcons,56,Jessica Davos,1,11,6,0,0.647
Bentley Falcons,56,Carissa Medeiros,6,60,47,0,0.561
Bentley Falcons,56,Kerry Hausdorf,4,39,30,0,0.565
Bentley Falcons,56,Ben Saraydarian,4,28,26,0,0.519
Bentley Falcons,56,Taylor Bastien,5,42,25,0,0.627
Bentley Falcons,56,Kelly McGowan (West),3,24,13,0,0.649
Bentley Falcons,56,Angela McMahon,1,7,8,0,0.467
Berry Vikings,973,Shaun Williamson,7,60,52,1,0.535
Berry Vikings,973,Brittni Hall,5,20,45,0,0.308
Bethany (WV) Bison,59,Liz Geyer,4,11,28,0,0.282
Bethany (WV) Bison,59,Jordan Blackburne,0,0,0,0,NA
Binghamton Bearcats,62,Emily Edmonston,3,8,39,0,0.17
Binghamton Bearcats,62,Tony Zostant,5,17,63,0,0.213
Binghamton Bearcats,62,Stephanie Allen,10,50,97,0,0.34
Binghamton Bearcats,62,Sue Estabrook,3,5,34,0,0.128
Birmingham-So. Panthers,28593,Emily Wetmore,6,46,45,0,0.505
Birmingham-So. Panthers,28593,Emily Jacquette,2,18,9,0,0.667
Birmingham-So. Panthers,28593,Logan Harris,5,34,40,0,0.459
Birmingham-So. Panthers,28593,Courtney Williams,1,6,10,0,0.375
Bloomsburg Huskies,65,Sharon O'Keefe,15,91,83,0,0.523
Bloomsburg Huskies,65,Leah Carr (Quigley),5,53,36,0,0.596
Bloomsburg Huskies,65,Shannon Hertz,8,64,54,0,0.542
Bloomsburg Huskies,65,Dawn Strunk,2,18,17,0,0.514
Bloomsburg Huskies,65,Kathy Frick,6,60,29,0,0.674
Bloomsburg Huskies,65,Erin Cunnane,1,12,7,0,0.632
Bloomsburg Huskies,65,B.J. Rost,5,4,18,4,0.231
Bloomsburg Huskies,65,Mallory Poole,2,19,16,0,0.543
Bloomsburg Huskies,65,Bernadette Macca,1,2,9,0,0.182
Bloomsburg Huskies,65,Lisa Hand,1,1,5,0,0.167
Boston College Eagles,67,Bowen Holden,7,64,60,0,0.516
Boston College Eagles,67,Acacia Walker Weinstein,10,154,48,0,0.762
Boston College Eagles,67,Sherren Granese,4,23,31,0,0.426
Boston College Eagles,67,Shari Krasnoo,5,39,42,0,0.481
Boston College Eagles,67,Mary Ann Foley,5,28,49,0,0.364
Boston U. Terriers,68,Sally Starr,8,44,49,5,0.474
Boston U. Terriers,68,Liz Robertshaw,12,129,92,0,0.584
Boston U. Terriers,68,Liza Kelly,5,64,33,0,0.66
Boston U. Terriers,68,Sue Murphy,6,55,48,0,0.534
Boston U. Terriers,68,Lauren Morton,4,20,31,0,0.392
Bowdoin Polar Bears,69,Liz Grote,19,206,109,0,0.654
Brevard Tornados,30094,Kristin Rosato,8,34,67,0,0.337
Brevard Tornados,30094,Frank Rogers,1,0,13,0,0
Bridgeport Purple Knights,74,Kate Backman,8,41,63,0,0.394
Bridgeport Purple Knights,74,Ally Howard,1,5,10,0,0.333
Bridgeport Purple Knights,74,Mikayla Place,2,14,18,0,0.438
Bridgeport Purple Knights,74,Taylor Martin,1,5,1,0,0.833
Bridgeport Purple Knights,74,Jessica Ormrod,0,0,0,0,NA
Bridgewater (VA) Eagles,75,Kathy Kerr,5,34,45,0,0.43
Bridgewater (VA) Eagles,75,Kim Masimore,3,18,30,0,0.375
Bridgewater (VA) Eagles,75,Danielle Hawkins,3,22,29,0,0.431
Bridgewater (VA) Eagles,75,Amy Hamilton,5,20,50,0,0.286
Bridgewater (VA) Eagles,75,Rachael Bragg,4,21,29,0,0.42
Bridgewater (VA) Eagles,75,Colleen Shearer,1,10,7,0,0.588
Bridgewater (VA) Eagles,75,Ashley Hughes,1,5,12,0,0.294
Bridgewater St. Bears,76,Mary Lou Thimas,5,24,34,5,0.421
Bridgewater St. Bears,76,Erika Smith,7,89,35,0,0.718
Bridgewater St. Bears,76,Kathy McSweeney,3,13,18,0,0.419
Bridgewater St. Bears,76,Erica Adams,7,64,43,0,0.598
Bridgewater St. Bears,76,Cheri Rice,3,7,26,0,0.212
Bridgewater St. Bears,76,Caddie Knight,1,4,7,0,0.364
Bridgewater St. Bears,76,Josh Hexter,7,72,42,0,0.632
Bridgewater St. Bears,76,Paula Habel,1,12,8,0,0.6
Bridgewater St. Bears,76,Gina Riitano,1,13,9,0,0.591
Bridgewater St. Bears,76,Sue Crosby-Tangen,1,4,7,0,0.364
Bridgewater St. Bears,76,Amy Costa,2,7,17,0,0.292
Bridgewater St. Bears,76,Holly Drown,1,14,6,0,0.7
Bridgewater St. Bears,76,Karen Nash,0,0,0,0,NA
Brown Bears,80,Keely McDonald,17,111,138,0,0.446
Brown Bears,80,Theresa Ingram,5,29,43,0,0.403
Bryant Bulldogs,81,Karen Healy-Silcott,7,52,60,0,0.464
Bryant Bulldogs,81,Jill Batcheller,6,77,33,0,0.7
Bryant Bulldogs,81,Jessica Davos,1,10,8,0,0.556
Bryant Bulldogs,81,Brianna Roche,4,31,22,0,0.585
Bryant Bulldogs,81,Coni Fichera,3,30,21,0,0.588
Bryn Athyn Lions,30188,Denise Roessler,7,35,32,0,0.522
Bryn Athyn Lions,30188,Spring Silverman,1,5,7,0,0.417
Bryn Athyn Lions,30188,Ramona Walters,1,11,3,0,0.786
Bryn Mawr Owls,82,Katie Tarr,13,59,157,0,0.273
Bryn Mawr Owls,82,Kelly Corbett,3,8,35,0,0.186
Bryn Mawr Owls,82,Michi Ellers,1,7,10,0,0.412
Bryn Mawr Owls,82,MaryAnn Schiller,1,6,0,0,1
Bucknell Bison,83,Martha Ludwig,6,26,55,1,0.323
Bucknell Bison,83,Jessica Spadafora,3,17,31,0,0.354
Bucknell Bison,83,Jennifer Averill,3,12,37,0,0.245
Bucknell Bison,83,Caline (McHenry) Olmsted,4,20,45,0,0.308
Bucknell Bison,83,Randall Swope,8,51,82,0,0.383
Bucknell Bison,83,Heather Lewis,4,17,40,0,0.298
Bucknell Bison,83,Sally Starr,2,4,14,0,0.222
Bucknell Bison,83,Barb Jordan,6,47,40,0,0.54
Bucknell Bison,83,Remington Steele,2,7,26,0,0.212
Bucknell Bison,83,Cheryl Stockman,2,7,27,0,0.206
Bucknell Bison,83,Jackie Dando,3,12,21,0,0.364
Bucknell Bison,83,Rose Ewan,1,3,6,0,0.333
Bucknell Bison,83,Barbara Testa,1,3,4,2,0.444
Buffalo St.  Bengals,85,Meg Stevens,11,110,65,0,0.629
Buffalo St.  Bengals,85,Lindsay Abbott,3,15,36,0,0.294
Buffalo St.  Bengals,85,Greg Calleri,2,1,13,1,0.1
Buffalo St.  Bengals,85,Rudy Pompert,3,3,33,0,0.083
Buffalo St.  Bengals,85,Ashley O'Brien,5,20,41,1,0.331
Buffalo St.  Bengals,85,Pam Riehl,1,1,14,0,0.067
Buffalo St.  Bengals,85,Nicole VanDenBerghe,1,0,10,0,0
Buffalo St.  Bengals,85,Kelsey Van Alstyne,1,8,7,0,0.533
Buffalo St.  Bengals,85,Courtney Longua,1,2,10,0,0.167
Buffalo St.  Bengals,85,Ashley Holdridge,0,0,0,0,NA
Buffalo St.  Bengals,85,Staci Handley,1,4,9,0,0.308
Butler Bulldogs,87,Cecil Pilson,6,17,68,0,0.2
Butler Bulldogs,87,Maggie Zentgraf,0,0,0,0,NA
Cabrini Cavaliers,88,Jackie Neary,26,322,147,0,0.687
Cal Lutheran Regals,105,Laura McIntyre,2,0,22,0,0
Caldwell Cougars,995,Casey Petrusic,2,12,19,0,0.387
Caldwell Cougars,995,Jenna Dingler,2,12,20,0,0.375
Caldwell Cougars,995,Caitlyn McGinley,3,4,23,0,0.148
Caldwell Cougars,995,Amy Rizzo,2,3,22,0,0.12
California Golden Bears,107,Jill Malko,9,92,68,0,0.575
California Golden Bears,107,Theresa Sherry,4,34,38,0,0.472
California Golden Bears,107,Brooke Eubanks,8,31,99,0,0.238
California Golden Bears,107,Ginger Miles,3,22,26,0,0.458
Calvin Knights,114,Blake Boehm,10,88,63,0,0.583
Campbell Camels,115,Dawn Easley,9,67,81,0,0.453
Campbell Camels,115,Phil Schuman,1,6,7,0,0.462
Canisius Golden Griffins,116,Scott Teeter,15,145,120,0,0.547
Canisius Golden Griffins,116,Doug Kohler,5,10,61,0,0.141
Canisius Golden Griffins,116,Allison Daley,4,17,37,0,0.315
Canisius Golden Griffins,116,Russell Allen,1,10,6,0,0.625
Capital Comets,117,Stacey Florence,9,103,33,0,0.757
Carroll (WI) Pioneers,120,Michael Hodge,8,53,66,0,0.445
Carthage Firebirds,121,Lauren Hume,4,37,32,0,0.536
Carthage Firebirds,121,Lauren Hein,7,61,43,0,0.587
Carthage Firebirds,121,Dennis Cox II,1,11,7,0,0.611
Carthage Firebirds,121,John Sung,1,16,3,0,0.842
Castleton Spartans,123,Jamie Stewart,2,6,12,0,0.333
Castleton Spartans,123,Tammy Landon,5,52,28,0,0.65
Castleton Spartans,123,Andrea Raymond,2,3,13,0,0.188
Castleton Spartans,123,Hannah Corkery,4,50,23,0,0.685
Castleton Spartans,123,Jenn O'Toole,2,2,17,0,0.105
Castleton Spartans,123,Michelle Chamberlain,4,8,35,0,0.186
Castleton Spartans,123,Mark Lange,1,11,7,0,0.611
Castleton Spartans,123,Vy Manovill,1,0,7,0,0
Castleton Spartans,123,Deanna Tyson,1,3,9,0,0.25
Castleton Spartans,123,Allyson Baribault,1,6,12,0,0.333
Castleton Spartans,123,Jamie Blake,2,5,22,0,0.185
Castleton Spartans,123,Mary Kate Scardillo,2,22,15,0,0.595
Castleton Spartans,123,Sara Kennely,1,2,9,0,0.182
Castleton Spartans,123,Alsion Struzziero,1,5,7,0,0.417
Castleton Spartans,123,Donna Mudgett,1,2,7,0,0.222
Castleton Spartans,123,Christina Sowyer,1,1,10,0,0.091
Castleton Spartans,123,Carol Martin,1,2,7,0,0.222
Castleton Spartans,123,Bonnie-Jean Buckett,1,2,4,1,0.357
Castleton Spartans,123,Josh Dionne,1,1,4,0,0.2
Castleton Spartans,123,Terry Smythe,2,1,17,0,0.056
Castleton Spartans,123,Jim Wright,1,2,9,0,0.182
Castleton Spartans,123,Suzanne Benoliel,0,0,0,0,NA
Catawba Catawba Lady Indians,1001,Jordan Bowers,8,62,66,0,0.484
Catawba Catawba Lady Indians,1001,Caitlyn Corace,2,8,14,0,0.364
Catawba Catawba Lady Indians,1001,Ashley Gilroy,1,2,12,0,0.143
Catholic Cardinals,124,Meghan McDonogh,16,211,82,0,0.72
Catholic Cardinals,124,Kristine Manning,9,64,67,0,0.489
Cazenovia Wildcats,23624,Jeff Shultis,9,38,64,0,0.373
Cazenovia Wildcats,23624,Lauren Pacelli,5,41,42,0,0.494
Cazenovia Wildcats,23624,Adair Milmoe,4,33,34,0,0.493
Cazenovia Wildcats,23624,Erik Mattox,2,3,5,0,0.375
Cazenovia Wildcats,23624,Natalie O'Brien,1,7,6,0,0.538
Cedar Crest Falcons,14795,Kyle Kauffman,2,2,29,0,0.065
Cedar Crest Falcons,14795,Cindy Joseph,5,6,66,0,0.083
Cedar Crest Falcons,14795,Danielle Bay,3,0,38,0,0
Cedar Crest Falcons,14795,Marci Scheuing,1,5,9,0,0.357
Cedar Crest Falcons,14795,Lauren Wray,1,6,10,0,0.375
Cedar Crest Falcons,14795,Ashley Holdridge,2,3,12,0,0.2
Cedar Crest Falcons,14795,Rylee Gould,2,3,12,0,0.2
Cedar Crest Falcons,14795,Amy Martin,1,1,16,0,0.059
Centenary (NJ) Cyclones,12884,John McCloskey Jr.,7,54,34,0,0.614
Centenary (NJ) Cyclones,12884,Julie Moir,4,9,45,0,0.167
Centenary (NJ) Cyclones,12884,Kyle Baillie,4,3,39,0,0.071
Centenary (NJ) Cyclones,12884,Joe Lodato,1,1,5,0,0.167
Centenary (NJ) Cyclones,12884,Janet Holdsworth,1,3,9,0,0.25
Centenary (NJ) Cyclones,12884,Jen Perry,1,0,3,0,0
Centenary (NJ) Cyclones,12884,Erica Roebuck,1,4,11,0,0.267
Centenary (NJ) Cyclones,12884,Stephen Speirs,1,1,7,0,0.125
Centenary (NJ) Cyclones,12884,Alex Berdej,0,0,0,0,NA
Centenary (NJ) Cyclones,12884,Debbie Tait,1,1,9,0,0.1
Centenary (NJ) Cyclones,12884,Billie Jo Blackwell,1,3,8,0,0.273
Central Conn. St. Blue Devils,127,Rachel Tringali,6,20,69,0,0.225
Central Conn. St. Blue Devils,127,Laura Campbell,2,10,23,0,0.303
Central Conn. St. Blue Devils,127,Kristen Mullady,3,11,31,0,0.262
Central Conn. St. Blue Devils,127,Princess Livingston,2,6,26,0,0.188
Central Conn. St. Blue Devils,127,Greg Styles,3,6,32,0,0.158
Central Conn. St. Blue Devils,127,Betsy Vendel,4,4,46,0,0.08
Central Conn. St. Blue Devils,127,Kelly Nangle,2,16,18,0,0.471
Central Conn. St. Blue Devils,127,Tanya Kotowicz,1,6,10,0,0.375
Central Mich. Chippewas,129,Sara Tisdale,7,54,55,0,0.495
Centre Colonels,132,Julie Beer,6,68,36,0,0.654
Centre Colonels,132,Monica Scott,5,50,26,0,0.658
Chapman Panthers,134,Dan Kirkpatrick,8,62,49,0,0.559
Chapman Panthers,134,Brian Eisenberg,2,20,17,0,0.541
Charleston (WV) Golden Eagles,1013,Tiffany Smith,1,1,11,0,0.083
Charleston (WV) Golden Eagles,1013,Elizabeth Gainer,3,17,32,0,0.347
Charleston (WV) Golden Eagles,1013,Akasha Kaspar,2,8,11,0,0.421
Charleston (WV) Golden Eagles,1013,Mike Tyrrell,1,6,9,0,0.4
Chatham Cougars,10972,Alyssa Batty,5,27,28,0,0.491
Chatham Cougars,10972,Morgan Comport,0,0,0,0,NA
Chestnut Hill Griffins,21323,Janice Kuklick,16,69,71,3,0.493
Chestnut Hill Griffins,21323,Erin Funk,2,10,18,0,0.357
Chestnut Hill Griffins,21323,Katie Lee,2,10,23,0,0.303
Chestnut Hill Griffins,21323,Brianne Timony,2,18,19,0,0.486
Chestnut Hill Griffins,21323,Lesley Graham,1,6,11,0,0.353
Chestnut Hill Griffins,21323,Lauren Sherman,1,9,8,0,0.529
Chestnut Hill Griffins,21323,Jebb Chagan,2,3,26,0,0.103
Chestnut Hill Griffins,21323,Kate Scattergood,5,20,39,0,0.339
Chestnut Hill Griffins,21323,Chelsea Rosiek,3,14,37,0,0.275
Chestnut Hill Griffins,21323,Megan McHugh,1,4,10,0,0.286
Chestnut Hill Griffins,21323,Natalie Gozzard,1,7,4,0,0.636
Chestnut Hill Griffins,21323,Patrice Coleman,0,0,0,0,NA
Chestnut Hill Griffins,21323,Elena Flannery,1,4,8,0,0.333
Chestnut Hill Griffins,21323,(Chesnut Hill) Flynn,1,4,8,0,0.333
Chowan Hawks,8875,Melissa Nakasuji,4,17,40,0,0.298
Chowan Hawks,8875,Nicolette Dungee,4,7,35,0,0.167
Chowan Hawks,8875,Eryn McCaffrey-Jacobs,2,6,21,0,0.222
Chris. Newport Captains,139,Kwame Lloyd,6,50,47,0,0.515
Chris. Newport Captains,139,Carolyn Raveia,8,104,49,0,0.68
Chris. Newport Captains,139,Lisa Valentine,7,65,52,0,0.556
Cincinnati Bearcats,140,Lellie Swords,5,19,63,0,0.232
Cincinnati Bearcats,140,Gina Oliver,10,62,99,0,0.385
Claremont-M-S Athenas,142,Sarah Queener,3,40,7,0,0.851
Claremont-M-S Athenas,142,Ginger Miles,2,32,6,0,0.842
Claremont-M-S Athenas,142,Lauren Uhr,10,124,39,0,0.761
Claremont-M-S Athenas,142,Heather Semelmacher,3,23,29,0,0.442
Claremont-M-S Athenas,142,Dana Latona,1,10,3,0,0.769
Clark (MA) Cougars,145,Julie Beer,3,6,17,0,0.261
Clarkson Golden Knights,146,Jay Murphy,7,15,38,0,0.283
Clarkson Golden Knights,146,Abbie Peer,1,6,9,0,0.4
Clarkson Golden Knights,146,Kathryn Durki,4,18,38,0,0.321
Clarkson Golden Knights,146,Ben Gaebel,10,86,63,0,0.577
Clarkson Golden Knights,146,Jeanne Johnston,4,1,28,0,0.034
Clarkson Golden Knights,146,Sue Everden,4,7,20,1,0.268
Clarkson Golden Knights,146,Chapel Love,3,10,33,0,0.233
Clarkson Golden Knights,146,Caitlin Powderly,1,2,12,0,0.143
Clarkson Golden Knights,146,Christine Scuderi,3,5,26,0,0.161
Clarkson Golden Knights,146,Alena Krug,2,0,24,0,0
Clarkson Golden Knights,146,Sally Osam,1,0,5,0,0
Clarkson Golden Knights,146,Laurel Stewart Kane,3,13,25,0,0.342
Clarkson Golden Knights,146,Ally Burrows,0,0,0,0,NA
Clarkson Golden Knights,146,Christy Foster,1,11,5,0,0.688
CMSV Dolphins,451,Mike Spinner,3,30,23,0,0.566
CMSV Dolphins,451,Tina Prickett,3,16,23,0,0.41
CMSV Dolphins,451,Stephanie DiLegge,2,2,26,0,0.071
CMSV Dolphins,451,Patrick Gormley,2,16,15,0,0.516
CMSV Dolphins,451,Erin Collins,5,17,25,0,0.405
CMSV Dolphins,451,Jill Hutchinson,2,7,19,0,0.269
CMSV Dolphins,451,Jenna Riedel,1,7,9,0,0.438
Coast Guard Bears,722,Ruth Ness,2,6,25,0,0.194
Coast Guard Bears,722,Mary Heneberry,5,26,35,0,0.426
Coast Guard Bears,722,Kayla Schroeher,1,2,0,0,1
Coast Guard Bears,722,Sue Behme,1,11,7,0,0.611
Coastal Carolina Chanticleers,149,Kristen Selvage,6,58,38,0,0.604
Coastal Carolina Chanticleers,149,Jaime Sellers,3,21,29,0,0.42
Coastal Carolina Chanticleers,149,Rachel Whitten,1,6,11,0,0.353
Coker Cobras,1023,Chelsea Kent,3,23,24,0,0.489
Coker Cobras,1023,Kate Keagins,2,18,16,0,0.529
Coker Cobras,1023,Marty Durden,3,5,25,0,0.167
Coker Cobras,1023,Steve Efland,1,3,10,0,0.231
Colby Mules,151,Deborah Pluck,16,93,73,0,0.56
Colby Mules,151,Heidi Godomsky,14,136,84,0,0.618
Colby Mules,151,Karen Henning,15,177,68,0,0.722
Colby-Sawyer Chargers,152,Norbert Auger,2,7,9,1,0.441
Colby-Sawyer Chargers,152,Paul Stinson,5,39,39,0,0.5
Colby-Sawyer Chargers,152,Deborah R. Field,5,24,26,0,0.48
Colby-Sawyer Chargers,152,Emily Rinde-Thorsen,7,59,61,0,0.492
Colby-Sawyer Chargers,152,Jim Nestor,2,6,19,0,0.24
Colby-Sawyer Chargers,152,Jody Bergstrom,2,9,22,0,0.29
Colby-Sawyer Chargers,152,Vicki Harlow,4,10,21,4,0.343
Colby-Sawyer Chargers,152,Amanda Mabee,1,6,8,0,0.429
Colby-Sawyer Chargers,152,Emily Hoar,1,10,6,0,0.625
Colby-Sawyer Chargers,152,Jill Donovan,5,31,39,0,0.443
Colby-Sawyer Chargers,152,Emily Dewdney,4,24,18,0,0.571
Colby-Sawyer Chargers,152,Tracy Jones,3,8,15,0,0.348
Colby-Sawyer Chargers,152,Jean Goldsborough,1,4,7,0,0.364
Colgate Raiders,153,Carla Hesler,4,36,23,0,0.61
Colgate Raiders,153,Heather Young,12,103,101,0,0.505
